new,host,mx,soa,status_code,a,cname,ns,aaaa,cdn,cdn-name,caa,txt,has_internal_ips,internal_ips
,is.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,134.204.236.50,,,,,,,,,
,isstra2.sing.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,istst.okla.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,134.204.238.44,,,,,,,,,
,istst.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,134.204.238.44,istst.okla.seagate.com,,,,,,,,
,it.woo.sing.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,ithelpdesk.okla.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,itservicedeskrsa.okla.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,jbs-cm-pub-a.jbs.maly.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,jbs-cm-sub-b.jbs.maly.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,jbs-cm-sub-c.jbs.maly.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,jbs-cuc-pub-a.jbs.maly.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,jbs-cuc-sub-b.jbs.maly.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,jenkins-dev.lyvecloud.seagate.com,,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,134.204.221.149,,,,,,,,,
,jetfire.colo.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,jetstorm.colo.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,jira-ext.okla.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,jira.okla.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,jira.seagate.com,,"ns1-01.azure-dns.com, msnhst.microsoft.com",NOERROR,52.255.163.237,"jira-seagatetechnology.msappproxy.net, d466216a-c643-434a-9c2e-057448c17cbe.tenant.runtime.msappproxy.net, cwap-nam2-runtime.routing.msappproxy.net, nam.proxy-2.appproxy.msidentity.com, www.tm.nam.proxy-2.appproxy.trafficmanager.net, proxy-appproxy-eus-bl02p-2.msappproxy.net",,,True,azure,,,,
,jira7tst.okla.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,jiraprd-ext.okla.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,jiratst-ext.okla.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,jiratst.okla.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,jiratst.seagate.com,,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,,"jiratst-seagatetechnology.msappproxy.net, cwap-nam1-runtime.routing.msappproxy.net, nam.proxy-3.appproxy.msidentity.com, www.tm.nam.proxy-3.appproxy.trafficmanager.net",,,True,azure,,,,
,jobs.seagate.com,,"ns1.sigmacdn.net, noc.edgecast.com",NOERROR,152.199.17.105,"fp28BE.adn.53D6F.sigmacdn.net, fp28be.adn.sigmacdn.net",,,,,,,,
,jobstst.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,jts-ce-test.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,jts-ce-tst.okla.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,jts-ce.okla.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,jts-ce.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,jts-test.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,jts.okla.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,jts.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,134.204.222.119,,,,,,,,,
,kb.okla.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,knowledge.seagate.com,,"ns1.sigmacdn.net, noc.edgecast.com",NOERROR,152.199.1.111,"fp28BE.adn.53D6F.sigmacdn.net, fp28be.adn.sigmacdn.net",,,,,,,,
,kor-cm-pub-1.kor.thai.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,kor-cm-sub-1.kor.thai.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,kor-cuc-pub-1.kor.thai.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,kor.thai.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,labsstg.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,134.204.238.38,,,,,,,,,
,launchmes.nrm.minn.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,lco-cmusw-sub-d.colo.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,lco-ssl.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,lcopiappl004.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,lcozprdx4001.citrixad.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,lcozprdx4001.colo.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,ldap.ang.sing.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,ldap.okla.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,ldap.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,ldap.tdci.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,ldapprod.colo.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,learn.seagate.com,,"ns1.sigmacdn.net, noc.edgecast.com",NOERROR,,"fp28BE.adn.53D6F.sigmacdn.net, fp28be.adn.sigmacdn.net",,,,,,,,
,link.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,linkedinlearning.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,134.204.236.16,apps1.okla.seagate.com,,,,,,,,
,log.lyvecloud.seagate.com,,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,192.55.7.152,,,,,,,,,
,login.lyvecloud.seagate.com,,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,192.55.6.27,,,,,,,,,
,login.okla.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,login.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,login.us-west-3-stg.lyvecloud.seagate.com,,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,192.55.7.35,,,,,,,,,
,logindev.okla.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,logintst.okla.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,134.204.238.45,,,,,,,,,
,lookup.okla.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,lpcs-lc-ex.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,lpcs-sg-ex-tmp.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,lts2.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,lts2dev.seagate.com,,"ns1.opntxtdns.com, dnsadmin.opentext.com",NOERROR,199.231.98.30,storedev.evault.com,,,,,,,,
,lyve.seagate.com,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,20.166.89.86,,"dns3.p08.nsone.net, dns4.p08.nsone.net, dns1.p08.nsone.net, dns2.p08.nsone.net",,,,,,,
,lyvecloud.seagate.com,,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,192.55.6.18,,"dns1.p02.nsone.net, dns2.p02.nsone.net, dns3.p02.nsone.net, dns4.p02.nsone.net",,,,,,,
,lyvedev.seagate.com,,"ns-623.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"54.69.248.50, 52.26.72.175",dev-oobe.eba-kyavdspa.us-west-2.elasticbeanstalk.com,,,,,,,,
,lyveint.seagate.com,,"ns-623.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"44.228.137.59, 52.32.136.17, 54.191.11.82",PROD-oobe.eba-uynar2ac.us-west-2.elasticbeanstalk.com,,,,,,,,
,lyvepilot-sgs-stg.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,lyvetst.seagate.com,,"ns5.seagate.com, please_set_email.absolutely.nowhere",NOERROR,"104.18.15.135, 104.18.14.135",,"ns0213.secondary.cloudflare.com, ns0126.secondary.cloudflare.com","2606:4700::6812:e87, 2606:4700::6812:f87",True,cloudflare,,ca3-c086b0ffe7d04a39b68cff3a5e88f846,,
,m.media.seagate.com,,"ns1.sigmacdn.net, noc.edgecast.com",NOERROR,152.199.17.105,"media.seagate.com, fp28BE.adn.53D6F.sigmacdn.net, fp28be.adn.sigmacdn.net",,,,,,,,
,m.seagate.com,,"ns1.sigmacdn.net, noc.edgecast.com",NOERROR,152.199.17.105,"fp28BE.adn.53D6F.sigmacdn.net, fp28be.adn.sigmacdn.net",,,,,,,,
,m.wheretobuy.seagate.com,,"ns1.sigmacdn.net, noc.edgecast.com",NOERROR,,"wheretobuy.seagate.com, fp28be.adn.53d6f.sigmacdn.net, fp28be.adn.sigmacdn.net",,,,,,,,
,magprod-asia.sing.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,maguat.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,mail.notes.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,mail.seagate.com,,"ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,"outlook.office365.com, ooc-g2.tm-4.office.com, outlook.ms-acdc.office.com, HHN-efz.ms-acdc.office.com",,,,,,,,
,mail01.e.seagate.com,,"ns3.seagate.com, please_set_email.absolutely.nowhere",NOERROR,209.167.231.189,,,,,,,,,
,mail02.e.seagate.com,,"ns3.seagate.com, please_set_email.absolutely.nowhere",NOERROR,209.17.49.67,,,,,,,,,
,mailhost-inbound-asia.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,134.204.236.61,,,,,,,,,
,mailhost-inbound-us.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,134.204.222.89,,,,,,,,,
,manuals.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,134.204.236.21,,,,,,,,,
,mapps.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,134.204.236.46,,,,,,,,,
,mappsdist.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,mappsstg.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,134.204.238.40,mappsstg1.seagate.com,,,,,,,,
,maverick.shk.minn.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,mblapps.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,mblappsstg.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,me.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,meterserver.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,meterserverstg.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,134.204.238.20,,,,,,,,,
,mirror.costools.csg.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,54.173.40.248,,,,,,,,,
,mly-cuc-pub-a.pen.maly.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,mly-cucm-pub-a.pen.maly.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,mly-cucm-sub-b.pen.maly.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,mn-inet-1-fa2-1.tco.seagate.com,,"ns2.seagate.com, please_set_email.absolutely.nowhere",NOERROR,192.55.1.253,,,,,,,,,
,mn-inet-1-fa3-0.tco.seagate.com,,"ns2.seagate.com, please_set_email.absolutely.nowhere",NOERROR,192.42.238.253,,,,,,,,,
,mn-inet-1-ge0-1.tco.seagate.com,,"ns2.seagate.com, please_set_email.absolutely.nowhere",NOERROR,192.55.2.41,,,,,,,,,
,mn-inet-2-fa2-1.tco.seagate.com,,"ns2.seagate.com, please_set_email.absolutely.nowhere",NOERROR,192.55.1.254,,,,,,,,,
,mn-inet-2-fa3-0.tco.seagate.com,,"ns2.seagate.com, please_set_email.absolutely.nowhere",NOERROR,192.42.238.254,,,,,,,,,
,mn-inet-2-ge0-1.tco.seagate.com,,"ns2.seagate.com, please_set_email.absolutely.nowhere",NOERROR,192.55.2.44,,,,,,,,,
,mn-inet-2-ge0-3.tco.seagate.com,,"ns2.seagate.com, please_set_email.absolutely.nowhere",NOERROR,192.55.2.246,,,,,,,,,
,mn-inet-2-lo1.tco.seagate.com,,"ns2.seagate.com, please_set_email.absolutely.nowhere",NOERROR,192.55.2.251,,,,,,,,,
,mn-packeteer.tco.seagate.com,,"ns2.seagate.com, please_set_email.absolutely.nowhere",NOERROR,192.55.2.45,,,,,,,,,
,mn-prradgw1-ext.tco.seagate.com,,"ns2.seagate.com, please_set_email.absolutely.nowhere",NOERROR,192.55.2.3,,,,,,,,,
,mn-vpngw1.tco.seagate.com,,"ns2.seagate.com, please_set_email.absolutely.nowhere",NOERROR,192.55.2.2,,,,,,,,,
,mn-vpngw2.tco.seagate.com,,"ns2.seagate.com, please_set_email.absolutely.nowhere",NOERROR,192.55.1.2,,,,,,,,,
,mnfwclu-ext.gfo.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,192.55.2.36,,,,,,,,,
,mntdci-ldap-dr.nrm.minn.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,mnvpngw-fw-ext-vip.tco.seagate.com,,"ns2.seagate.com, please_set_email.absolutely.nowhere",NOERROR,192.55.2.36,,,,,,,,,
,mnvpngw1.tco.seagate.com,,"ns2.seagate.com, please_set_email.absolutely.nowhere",NOERROR,192.55.2.33,,,,,,,,,
,mobile.lyve.seagate.com,mx.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,u23363463.wl214.sendgrid.net,,,,,,v=spf1 ip4:149.72.23.120 -all,,
,mobile.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,monitor.gm.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,mrmaster.mailhost.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,mtdci.kor.thai.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,mtdci1.kor.thai.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,my.lts2.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,my.okla.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,my.salesforce.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,my.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,origin-my.seagate.com,,,,,,,,
,mybenefits-test.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,,"apps1tst.okla.seagate.com, sgpayroll-test.seagate.com",,,,,,,,
,mybenefits.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,134.204.236.16,apps1.okla.seagate.com,,,,,,,,
,mymobile.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,myportal.okla.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,myportal.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,134.204.236.51,,,,,,,,,
,myportaldev.okla.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,myportaldev.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,myportaltst.okla.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,myportaltst.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,134.204.238.45,logintst.okla.seagate.com,,,,,,,,
,myseagate.okla.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,na-web1.notes.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,nas.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,nbg.seagate.com,,"ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",NOERROR,192.29.14.118,"s43975733.hs.eloqua.com, p01k.hs.eloqua.com",,,True,oracle,,,,
,nessus.woo.sing.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,network-authorization-staging.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,newstufftst.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,nlpiss1.ang.sing.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,noc.minn.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,nppr.sing.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,nrm-1c3-ag5500-02.tco.seagate.com,,"ns2.seagate.com, please_set_email.absolutely.nowhere",NOERROR,192.55.3.4,,,,,,,,,
,nrm-1c3-vcse-1.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,192.55.3.14,,,,,,,,,
,nrm-1c3-vcse-2.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,192.55.3.15,,,,,,,,,
,nrm-1c3-vcse-2.us-exp1.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,192.55.3.15,,,,,,,,,
,nrm-cmuse-sub-b.nrm.minn.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,nrm-cucuse-pub-a.nrm.minn.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,nrm-sm-sub-b.nrm.minn.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,nrm.minn.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,nrmdex01.tco.seagate.com,,"ns2.seagate.com, please_set_email.absolutely.nowhere",NOERROR,192.55.3.9,,,,,,,,,
,nrmdex02.tco.seagate.com,,"ns2.seagate.com, please_set_email.absolutely.nowhere",NOERROR,192.55.3.13,,,,,,,,,
,nrmideas01.tco.seagate.com,,"ns2.seagate.com, please_set_email.absolutely.nowhere",NOERROR,192.168.10.54,,,,,,,,True,192.168.10.54
,ns1.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,134.204.224.51,,,,,,,,,
,ns2.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,134.204.222.33,,,,,,,,,
,ns3.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,134.204.224.50,,,,,,,,,
,ns4.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,192.55.2.49,,,,,,,,,
,ns5.seagate.com,,"ns4.seagate.com, hostmaster.seagate.com",NOERROR,192.55.16.49,,,,,,,,,
,nsc.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,o1.ldo.mobile.lyve.seagate.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,o1.lmd.mobile.lyve.seagate.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,o1.lms.mobile.lyve.seagate.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,149.72.52.62,,,,,,,,,
,obia.sing.seagate.com,"mx1.hc4959-67.iphmx.com, mx2.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
,ogtm.seagate.com,"mx2.hc4959-67.iphmx.com, mx1.hc4959-67.iphmx.com","ns4.seagate.com, hostmaster.seagate.com",NOERROR,,,,,,,,,,
