new,host,a,cname,soa,status_code,cdn,cdn-name,mx,txt,aaaa,ns,caa,has_internal_ips,internal_ips
[x],bsw.my.salesforce.com,"161.71.2.146, 161.71.1.18, 161.71.1.146","um5.my.salesforce.com, um5-lo2.my.salesforce.com, um5-lo2.lo2.r.my.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],bt.salesforce.com,"204.74.99.100, 156.154.100.8, 156.154.101.8, 156.154.102.8, 156.154.103.8",,"mastername.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,"2001:502:2eda::8, 2001:502:ad09::8","udns1.salesforce.com, udns2.salesforce.com, udns3.salesforce.com, udns4.salesforce.com, pch1.salesforce-dns.com, pch2.salesforce-dns.com",,,
[x],btaginc.my.salesforce.com,"136.146.26.3, 136.146.23.3, 136.146.31.3","na224.salesforce.com, na224-ia6.salesforce.com, na224-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],btb.my.salesforce.com,"160.8.245.124, 160.8.242.124, 160.8.247.124","eu37.salesforce.com, eu37-cdg.salesforce.com, eu37-cdg.cdg.r.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],btc.my.salesforce.com,"13.110.66.40, 13.110.64.40, 13.110.44.40","na121.my.salesforce.com, na121-ia5.my.salesforce.com, na121-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],buckeye.my.salesforce.com,"13.110.67.240, 13.110.65.240, 13.110.43.240","na208.my.salesforce.com, na208-ia5.my.salesforce.com, na208-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],bugaboo.my.salesforce.com,"161.71.1.150, 161.71.3.22, 161.71.2.150","um7.my.salesforce.com, um7-lo2.my.salesforce.com, um7-lo2.lo2.r.my.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],bugatti.my.salesforce.com,"85.222.147.255, 85.222.144.255, 160.8.245.127","eu38.salesforce.com, eu38-cdg.salesforce.com, eu38-cdg.cdg.r.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],builder.my.salesforce.com,"161.71.8.58, 161.71.8.186, 161.71.10.186","um8.salesforce.com, um8-lo3.salesforce.com, um8-lo3.lo3.r.salesforce.com","ns1-lo3.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],bulldog.my.salesforce.com,"136.146.16.122, 136.146.20.122, 136.146.29.122","na236.salesforce.com, na236-ia6.salesforce.com, na236-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],bullish.my.salesforce.com,"85.222.147.252, 160.8.241.124, 160.8.242.124","eu37.salesforce.com, eu37-cdg.salesforce.com, eu37-cdg.cdg.r.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],bump.my.salesforce.com,"13.39.101.61, 15.236.129.239, 13.37.164.195","fra11.my.sfdc-urlt2q.salesforce.com, fra11.sfdc-urlt2q.salesforce.com","dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],bur.my.salesforce.com,"160.8.242.11, 160.8.10.11, 160.8.247.11","eu42.salesforce.com, eu42-cdg.salesforce.com, eu42-cdg.cdg.r.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],burner.my.salesforce.com,"13.109.190.78, 13.110.60.78, 13.110.63.78","na139.my.salesforce.com, na139-ia4.my.salesforce.com, na139-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],bushfire.my.salesforce.com,"3.106.29.200, 13.238.178.237, 52.62.106.114","aus13.my.sfdc-vwfla6.salesforce.com, aus13.sfdc-vwfla6.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],bushfoundation.my.salesforce.com,"13.110.43.190, 13.110.64.190, 13.110.69.190","na163.my.salesforce.com, na163-ia5.my.salesforce.com, na163-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],busi.my.salesforce.com,"160.8.252.60, 160.8.253.60, 85.222.152.60","eu29.my.salesforce.com, eu29-fra.my.salesforce.com, eu29-fra.fra.r.my.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],business-app-4520.my.salesforce.com,"161.71.1.190, 161.71.2.190, 161.71.3.190","um9.salesforce.com, um9-lo2.salesforce.com, um9-lo2.lo2.r.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],business.my.salesforce.com,"136.146.21.3, 136.146.23.3, 136.146.26.3","na224.salesforce.com, na224-ia6.salesforce.com, na224-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],butler.my.salesforce.com,"13.110.46.220, 13.110.65.220, 13.110.44.220","na204.my.salesforce.com, na204-ia5.my.salesforce.com, na204-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],buzz.my.salesforce.com,"161.71.0.24, 161.71.1.24, 161.71.0.152","um1.my.salesforce.com, um1-lo2.my.salesforce.com, um1-lo2.lo2.r.my.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],bve.my.salesforce.com,"13.110.33.175, 13.110.34.47, 13.110.85.47","na142.my.salesforce.com, na142-ia2.my.salesforce.com, na142-ia2.ia2.r.my.salesforce.com","ns1-ia2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],bvp.my.salesforce.com,"50.112.109.185, 44.231.242.184, 44.226.13.241","usa13.my.sfdc-lywfpd.salesforce.com, usa13.sfdc-lywfpd.salesforce.com","dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],bww.my.salesforce.com,"13.110.66.181, 13.110.47.181, 13.110.70.181","na160.my.salesforce.com, na160-ia5.my.salesforce.com, na160-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],bytesnet.my.salesforce.com,"85.222.140.10, 85.222.140.13, 85.222.140.6","n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],c-blitz01.salesforce.com,"23.50.55.48, 23.50.55.50","c-web-stg.salesforce.com.edgekey-staging.net, e68324.a.akamaiedge-staging.net","n0a.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],c-blitz03.salesforce.com,"23.50.55.50, 23.50.55.48","c-web-stg.salesforce.com.edgekey-staging.net, e68324.a.akamaiedge-staging.net","n0a.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],c-blitz04.salesforce.com,"23.50.55.48, 23.50.55.50","c-web-stg.salesforce.com.edgekey-staging.net, e68324.a.akamaiedge-staging.net","n0a.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],c-web-stg.salesforce.com,"23.50.52.34, 23.50.52.41","c-web-stg.salesforce.com.edgekey-staging.net, e68324.a.akamaiedge-staging.net","n0a.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],c.salesforce.com,"23.213.161.221, 23.213.161.216","c.salesforce.com.edgekey.net, e63490.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],c10.my.salesforce.com,"160.8.12.38, 160.8.255.38, 160.8.249.38","eu44.my.salesforce.com, eu44-fra.my.salesforce.com, eu44-fra.fra.r.my.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],c40.my.salesforce.com,"136.146.44.206, 136.146.36.206, 136.146.35.206","na233.my.salesforce.com, na233-ia7.my.salesforce.com, na233-ia7.ia7.r.my.salesforce.com","ns1-ia7.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],ca1.my.salesforce.com,"101.53.169.118, 101.53.170.246, 101.53.168.246","ap26.my.salesforce.com, ap26-hnd.my.salesforce.com, ap26-hnd.hnd.r.my.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],caas.my.salesforce.com,"101.53.168.245, 101.53.169.117, 101.53.170.245","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],cac.my.salesforce.com,"13.110.89.156, 13.110.91.156, 13.110.37.28","na130.my.salesforce.com, na130-ph2.my.salesforce.com, na130-ph2.ph2.r.my.salesforce.com","ns1-ph2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],cadence.my.salesforce.com,"85.222.140.10, 85.222.140.13, 85.222.140.11","1p.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],cae.my.salesforce.com,"160.8.15.10, 160.8.255.10, 160.8.250.10","eu39.my.salesforce.com, eu39-fra.my.salesforce.com, eu39-fra.fra.r.my.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],cafs.my.salesforce.com,"13.110.61.243, 13.109.185.243, 13.109.189.243","na207.my.salesforce.com, na207-ia4.my.salesforce.com, na207-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],cah.my.salesforce.com,"160.8.11.128, 160.8.246.128, 160.8.247.128","eu38.my.salesforce.com, eu38-cdg.my.salesforce.com, eu38-cdg.cdg.r.my.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],cai.my.salesforce.com,"13.109.185.159, 13.110.58.159, 13.110.60.159","na156.salesforce.com, na156-ia4.salesforce.com, na156-ia4.ia4.r.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],caiio.my.salesforce.com,"13.110.65.220, 13.110.46.220, 13.110.44.220","na204.my.salesforce.com, na204-ia5.my.salesforce.com, na204-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],cal.my.salesforce.com,"13.115.131.225, 52.193.245.221, 35.79.154.59","jpn17.my.sfdc-mchho0.salesforce.com, jpn17.sfdc-mchho0.salesforce.com","dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],callminer.my.salesforce.com,"13.110.57.205, 13.109.188.205, 13.110.60.205","na168.my.salesforce.com, na168-ia4.my.salesforce.com, na168-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],cals.my.salesforce.com,"13.109.185.76, 13.109.188.76, 13.109.190.76","na137.my.salesforce.com, na137-ia4.my.salesforce.com, na137-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],caltech.my.salesforce.com,"13.109.185.76, 13.109.188.76, 13.109.190.76","na137.my.salesforce.com, na137-ia4.my.salesforce.com, na137-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],cama.my.salesforce.com,,"eu33.my.salesforce.com, eu33-cdg.my.salesforce.com, eu33-cdg.cdg.r.my.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],cambridge.my.salesforce.com,"161.71.3.19, 161.71.1.147, 161.71.0.19","um6.my.salesforce.com, um6-lo2.my.salesforce.com, um6-lo2.lo2.r.my.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],cameo.my.salesforce.com,"13.110.66.1, 13.110.70.1, 13.110.69.1","na133.my.salesforce.com, na133-ia5.my.salesforce.com, na133-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],camera.my.salesforce.com,"13.110.57.205, 13.109.188.205, 13.110.60.205","na168.my.salesforce.com, na168-ia4.my.salesforce.com, na168-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],campbell.my.salesforce.com,"13.110.66.40, 13.110.47.40, 13.110.64.40","na121.my.salesforce.com, na121-ia5.my.salesforce.com, na121-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],campus.salesforce.com,204.74.99.100,,"mastername.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],canon.my.salesforce.com,"160.8.247.109, 85.222.145.109, 85.222.144.237","eu33.my.salesforce.com, eu33-cdg.my.salesforce.com, eu33-cdg.cdg.r.my.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],canteen.my.salesforce.com,,"aus27.my.sfdc-vwfla6.salesforce.com, aus27.sfdc-vwfla6.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],cap3.my.salesforce.com,"160.8.13.34, 160.8.250.34, 160.8.255.34","eu44.salesforce.com, eu44-fra.salesforce.com, eu44-fra.fra.r.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],capa.my.salesforce.com,"13.110.1.180, 13.110.0.52, 13.110.89.180","na83.my.salesforce.com, na83-ph2.my.salesforce.com, na83-ph2.ph2.r.my.salesforce.com","ns1-ph2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],capacity.my.salesforce.com,"160.8.244.134, 160.8.241.134, 160.8.10.6","eu40.my.salesforce.com, eu40-cdg.my.salesforce.com, eu40-cdg.cdg.r.my.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],capgemini-b8.my.salesforce.com,"136.146.26.9, 136.146.21.9, 136.146.18.9","na226.salesforce.com, na226-ia6.salesforce.com, na226-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],capita2.my.salesforce.com,"161.71.2.190, 161.71.3.190, 161.71.1.190","um9.salesforce.com, um9-lo2.salesforce.com, um9-lo2.lo2.r.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],capita4.my.salesforce.com,"160.8.11.145, 160.8.10.145, 160.8.246.17","eu45.salesforce.com, eu45-cdg.salesforce.com, eu45-cdg.cdg.r.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],capita5.my.salesforce.com,"161.71.8.186, 161.71.10.58, 161.71.8.58","um8.salesforce.com, um8-lo3.salesforce.com, um8-lo3.lo3.r.salesforce.com","ns1-lo3.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],capitaladvisors.my.salesforce.com,"13.110.82.147, 13.110.34.147, 13.110.34.19","na129.my.salesforce.com, na129-ia2.my.salesforce.com, na129-ia2.ia2.r.my.salesforce.com","ns1-ia2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],capitalone.my.salesforce.com,"85.222.140.10, 85.222.140.11, 85.222.140.13","n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],caps.my.salesforce.com,"13.109.189.146, 13.110.59.146, 13.110.58.146","na149.my.salesforce.com, na149-ia4.my.salesforce.com, na149-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],capsule.my.salesforce.com,"136.146.42.117, 136.146.38.117, 136.146.34.117","na232.salesforce.com, na232-ia7.salesforce.com, na232-ia7.ia7.r.salesforce.com","ns1-ia7.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],captain.my.salesforce.com,"13.110.26.13, 13.110.26.17, 13.110.26.12","n.edge2.salesforce.com, ord.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],capture.my.salesforce.com,"44.226.13.241, 50.112.109.185, 44.231.242.184","usa13.my.sfdc-lywfpd.salesforce.com, usa13.sfdc-lywfpd.salesforce.com","dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],caq.my.salesforce.com,"160.8.13.34, 160.8.255.34, 160.8.12.34","eu44.salesforce.com, eu44-fra.salesforce.com, eu44-fra.fra.r.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],car.my.salesforce.com,"136.146.21.122, 136.146.26.122, 136.146.25.122","na236.salesforce.com, na236-ia6.salesforce.com, na236-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],caracol.my.salesforce.com,"13.109.185.210, 13.110.60.210, 13.109.190.210","na170.salesforce.com, na170-ia4.salesforce.com, na170-ia4.ia4.r.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],cardiff.my.salesforce.com,"13.110.56.229, 13.109.187.229, 13.109.190.229","na212.my.salesforce.com, na212-ia4.my.salesforce.com, na212-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],careerpath.my.salesforce.com,"101.53.169.245, 101.53.170.245, 101.53.169.117","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],careers.my.salesforce.com,"136.146.21.9, 136.146.18.9, 136.146.26.9","na226.salesforce.com, na226-ia6.salesforce.com, na226-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],careers.salesforce.com,"52.6.133.136, 35.168.26.82, 3.219.156.162","careers.force.com, usa1.sfdc-yfeipo.force.com, usa1.sfdc-yfeipo.salesforce.com","dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],careersandenterprise.my.salesforce.com,"161.71.1.191, 161.71.3.63, 161.71.1.63","um9.my.salesforce.com, um9-lo2.my.salesforce.com, um9-lo2.lo2.r.my.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],cares.my.salesforce.com,"13.110.68.164, 13.110.66.164, 13.110.40.164","na158.my.salesforce.com, na158-ia5.my.salesforce.com, na158-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],caret.my.salesforce.com,"13.110.40.235, 13.110.65.235, 13.110.66.235","na210.my.salesforce.com, na210-ia5.my.salesforce.com, na210-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],cargosprint.my.salesforce.com,"13.110.89.41, 13.110.90.41, 13.110.39.41","na117.my.salesforce.com, na117-ph2.my.salesforce.com, na117-ph2.ph2.r.my.salesforce.com","ns1-ph2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],carlos.my.salesforce.com,"13.109.190.210, 13.110.60.210, 13.109.185.210","na170.salesforce.com, na170-ia4.salesforce.com, na170-ia4.ia4.r.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],carnegie.my.salesforce.com,"13.109.188.205, 13.110.56.205, 13.110.60.205","na168.my.salesforce.com, na168-ia4.my.salesforce.com, na168-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],carnival.my.salesforce.com,"101.53.169.245, 101.53.170.245, 101.53.170.117","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],carra.my.salesforce.com,"13.109.186.226, 13.110.57.226, 13.110.63.226","na213.my.salesforce.com, na213-ia4.my.salesforce.com, na213-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],carrefour.my.salesforce.com,"160.8.253.60, 85.222.152.60, 160.8.252.60","eu29.my.salesforce.com, eu29-fra.my.salesforce.com, eu29-fra.fra.r.my.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],carrier.my.salesforce.com,"85.222.140.6, 85.222.140.11, 85.222.140.10","1p.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],carrier2.my.salesforce.com,"85.222.154.248, 160.8.250.120, 160.8.251.120","eu36.my.salesforce.com, eu36-fra.my.salesforce.com, eu36-fra.fra.r.my.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],carry.my.salesforce.com,"136.146.35.118, 136.146.40.118, 136.146.43.118","na233.salesforce.com, na233-ia7.salesforce.com, na233-ia7.ia7.r.salesforce.com","ns1-ia7.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],carters.my.salesforce.com,"13.109.186.226, 13.110.57.226, 13.110.63.226","na213.my.salesforce.com, na213-ia4.my.salesforce.com, na213-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],casablanca.my.salesforce.com,"161.71.10.58, 161.71.8.58, 161.71.8.186","um8.salesforce.com, um8-lo3.salesforce.com, um8-lo3.lo3.r.salesforce.com","ns1-lo3.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],cascade.my.salesforce.com,"136.146.34.117, 136.146.38.117, 136.146.42.117","na232.salesforce.com, na232-ia7.salesforce.com, na232-ia7.ia7.r.salesforce.com","ns1-ia7.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],case2.my.salesforce.com,"160.8.246.17, 160.8.11.145, 160.8.10.145","eu45.salesforce.com, eu45-cdg.salesforce.com, eu45-cdg.cdg.r.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],caster.my.salesforce.com,"13.110.69.49, 13.110.64.49, 13.110.47.49","na123.my.salesforce.com, na123-ia5.my.salesforce.com, na123-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],castlegroup.my.salesforce.com,"13.110.44.220, 13.110.65.220, 13.110.46.220","na204.my.salesforce.com, na204-ia5.my.salesforce.com, na204-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],cat.my.salesforce.com,"85.222.140.11, 85.222.140.10, 85.222.140.6","1p.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],catalina.my.salesforce.com,"13.110.64.37, 13.110.68.37, 13.110.46.37","na126.my.salesforce.com, na126-ia5.my.salesforce.com, na126-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],caterpillar.my.salesforce.com,"13.109.187.161, 13.109.190.161, 13.110.63.161","na156.my.salesforce.com, na156-ia4.my.salesforce.com, na156-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],caw.corp.salesforce.com,"54.68.194.186, 52.34.204.99, 35.155.167.162","cblkc-nlb.prod.sfdcbt.net, prod-or-cblkc-nlb-app-088d3714381f3418.elb.us-west-2.amazonaws.com","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cbc.my.salesforce.com,"13.110.8.209, 13.110.81.209, 13.110.82.209","na80.my.salesforce.com, na80-ia2.my.salesforce.com, na80-ia2.ia2.r.my.salesforce.com","ns1-ia2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],cbhs.my.salesforce.com,"13.238.178.237, 52.62.106.114, 3.106.29.200","aus13.my.sfdc-vwfla6.salesforce.com, aus13.sfdc-vwfla6.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],cbn.my.salesforce.com,"101.53.170.135, 101.53.168.7, 101.53.168.135","ap4.my.salesforce.com, ap4-hnd.my.salesforce.com, ap4-hnd.hnd.r.my.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],ccap.my.salesforce.com,"160.8.15.10, 160.8.255.10, 160.8.12.10","eu39.my.salesforce.com, eu39-fra.my.salesforce.com, eu39-fra.fra.r.my.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],cccc.my.salesforce.com,"101.53.169.245, 101.53.170.117, 101.53.170.245","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],ccm.my.salesforce.com,,"na168.my.salesforce.com, na168-ia4.my.salesforce.com, na168-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],ccms.my.salesforce.com,"13.110.47.237, 13.110.68.237, 13.110.70.237","na209.my.salesforce.com, na209-ia5.my.salesforce.com, na209-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],ccpe.my.salesforce.com,"13.110.65.240, 13.110.43.240, 13.110.67.240","na208.my.salesforce.com, na208-ia5.my.salesforce.com, na208-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],ccs3.my.salesforce.com,"136.146.21.3, 136.146.26.3, 136.146.22.3","na224.salesforce.com, na224-ia6.salesforce.com, na224-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],ccv.my.salesforce.com,"160.8.10.145, 160.8.11.145, 160.8.246.17","eu45.salesforce.com, eu45-cdg.salesforce.com, eu45-cdg.cdg.r.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
