new,host,a,soa,status_code,aaaa,cdn,cdn-name,cname,ns,mx,txt,has_internal_ips,internal_ips,caa
,jbhifi-api.fe-stg.originenergy.com.au,"13.211.249.142, 13.237.171.254, 54.79.127.236","ns-172.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,,,,d-sqhwgw0k2e.execute-api.ap-southeast-2.amazonaws.com,"ns-1157.awsdns-16.org, ns-172.awsdns-21.com, ns-2016.awsdns-60.co.uk, ns-764.awsdns-31.net",,,,,
,jbhifi.fe.originenergy.com.au,"18.165.98.21, 18.165.98.60, 18.165.98.11, 18.165.98.55, 205.251.193.146, 205.251.194.71, 205.251.197.222, 205.251.199.142","ns-1502.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,d17hemr1fu6y8e.cloudfront.net,"ns-1934.awsdns-49.co.uk, ns-583.awsdns-08.net, ns-402.awsdns-50.com, ns-1502.awsdns-59.org",,,,,
,legacy-owa.originenergy.com.au,,"slen.gtm.idc.telstra.com, hostmaster.slen.gtm.idc.telstra.com",NOERROR,,,,,"exhi.gtm.idc.telstra.com, slen.gtm.idc.telstra.com",,,,,
,localhost.lpg.originenergy.com.au,127.0.0.1,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,True,127.0.0.1,
,localhost.originenergy.com.au,127.0.0.1,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,True,127.0.0.1,
,m.ecomms.originenergy.com.au,"52.62.148.97, 54.79.53.181","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,originenergy-mkt-prod5-wp47w-59846451.ap-southeast-2.elb.amazonaws.com,,,,,,
,m.originenergy.com.au,,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mail.originenergy.com.au,"54.243.60.31, 52.207.128.88","ns-1714.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,cluster5a.us.messagelabs.com,,mail555.messagelabs.com,,,,
,mailbackup.originenergy.com.au,203.20.195.133,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mft.fe-dev.originenergy.com.au,"13.211.112.172, 54.153.225.31, 13.239.124.124","ns-592.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,s-36ba56ad5b804bec9.server.transfer.ap-southeast-2.amazonaws.com,,,,,,
,mft.fe-stg.originenergy.com.au,"3.105.204.27, 13.55.233.123, 54.79.97.213","ns-592.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,s-621360194abb4ab4a.server.transfer.ap-southeast-2.amazonaws.com,,,,,,
,nex.odcdn.com.au,,"ns-484.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,odcdn.com.au,,"ns-484.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,oe.originenergy.com.au,,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,oetest.originenergy.com.au,,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,oliex.originenergy.com.au,,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,,True,azure,"oliex-origin.msappproxy.net, 97160e56-eb00-44fe-b31d-0d6d351c636d.tenant.runtime.msappproxy.net, cwap-aus1-runtime.routing.msappproxy.net, aus.proxy-2.appproxy.msidentity.com, www.tm.aus.proxy-2.appproxy.trafficmanager.net",,,,,,
,olms-uat.originenergy.com.au,,"slen.gtm.idc.telstra.com, hostmaster.slen.gtm.idc.telstra.com",NOERROR,,,,,,,,,,
,olms.originenergy.com.au,,"slen.gtm.idc.telstra.com, hostmaster.slen.gtm.idc.telstra.com",NOERROR,,,,,,,,,,
,online-gw.originenergy.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,d2xdpa95i6g0yg.cloudfront.net,,,,,,
,online.originenergy.com.au,,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origindigital-pac.com.au,,,NOERROR,,,,,,,,,,"amazon.com, amazonaws.com, amazontrust.com, awstrust.com"
,originenergy.com.au,,,NOERROR,,True,cloudfront,,,,,,,"amazon.com, amazonaws.com, amazontrust.com, digicert.com, globalsign.com, letsencrypt.org, pki.goog, awstrust.com, securetrust.com"
,otportal02.originenergy.com.au,,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,owa.originenergy.com.au,,"slen.gtm.idc.telstra.com, hostmaster.slen.gtm.idc.telstra.com",NOERROR,,,,,,,,,,
,pages.lpg.originenergy.com.au,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,pages.virt.s10.exacttarget.com,,,,,,
,pages.retail.originenergy.com.au,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,pages.virt.s10.exacttarget.com,,,,,,
,paytest.originenergy.com.au,,"ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"payments-consumer-au.ficoccs-cqa.net, cqa-b-inter-xka9nu4j5pws-41457991.ap-southeast-2.elb.amazonaws.com",,,,,,
,peoplecentral.originenergy.com.au,,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,,
,plans.api.odcdn.com.au,,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,dukrtz4ipqy34.cloudfront.net,,,,,,
,plantest.originenergy.com.au,,"ns-1725.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,d47x6p8hfh4ob.cloudfront.net,,,,,,
,prd-admin.mydata.cdr.originenergy.com.au,,"alexis.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,,
,preprod.dataportal.originenergy.com.au,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,,
,preprod.digital.api.odcdn.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,d2y6aa1490edjg.cloudfront.net,,,,,,
,preprod.distributorlookup.api.odcdn.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,d1v82bh56rt10h.cloudfront.net,,,,,,
,preprod.ftr.api.odcdn.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,d2vz6ttx3886fl.cloudfront.net,,,,,,
,prod2.originenergy.com.au,,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,public.mydata.cdr.originenergy.com.au,,"alexis.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,,
,puppetmaster.odcdn.com.au,,"ns-484.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,pxl.originenergy.com.au,,"ns-1517.awsdns-61.org, awsdns-hostmaster.amazon.com",NOERROR,,,,everestengagement.com,"ns-1909.awsdns-46.co.uk, ns-80.awsdns-10.com, ns-865.awsdns-44.net, ns-1517.awsdns-61.org",,,,,
,q.originenergy.com.au,,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,qmark-test.originenergy.com.au,,"slen.gtm.idc.telstra.com, hostmaster.slen.gtm.idc.telstra.com",NOERROR,,,,,"exhi.gtm.idc.telstra.com, slen.gtm.idc.telstra.com",,,,,
,r171.ecomms.originenergy.com.au,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,r172.ecomms.originenergy.com.au,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,r174.ecomms.originenergy.com.au,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,r175.ecomms.originenergy.com.au,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,r176.ecomms.originenergy.com.au,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,r178.ecomms.originenergy.com.au,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,relay.originenergy.com.au,,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,remote.originenergy.com.au,,,NOERROR,,,,access.originenergy.com.au,,,,,,
,reneweclipse.originenergy.com.au,"13.237.118.78, 13.237.134.104, 54.79.240.247","ns-1240.awsdns-27.org, awsdns-hostmaster.amazon.com",NOERROR,"2406:da1c:b15:1600:2d29:9d64:ac51:3164, 2406:da1c:b15:1601:223e:128a:8a0c:2a0, 2406:da1c:b15:1602:3ff3:6738:d908:30fa",,,"reneweclipse.originenergy.com.au.cname.mendix.net, elb.bbl-prod-10.ap-southeast-2.mendixcloud.net",,,,,,
,reward.originenergy.com.au,54.79.120.137,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,mail.reward.originenergy.com.au,v=spf1 a:mail.reward.originenergy.com.au include:amazonses.com -all,,,
,rm.dataportal.originenergy.com.au,"13.224.189.13, 13.224.189.88, 13.224.189.12, 13.224.189.6","ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,,
,salesforce.originenergy.com.au,203.20.192.67,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,salesplan-api-prod.api.origindigital-pac.com.au,"108.157.229.3, 108.157.229.82, 108.157.229.122, 108.157.229.105","ns-172.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,qm1ewf9vr7.execute-api.ap-southeast-2.amazonaws.com,,,,,,
,smartworld.originenergy.com.au,119.9.38.130,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,575643-prod-mail1.originenergy.com.au,v=spf1 mx -all,,,
,solarportal.fe.originenergy.com.au,"52.222.214.51, 52.222.214.82, 52.222.214.92, 52.222.214.46","ns-1502.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,d17hemr1fu6y8e.cloudfront.net,"ns-1502.awsdns-59.org, ns-1934.awsdns-49.co.uk, ns-402.awsdns-50.com, ns-583.awsdns-08.net",,,,,
,spfa.originenergy.com.au,,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,v=spf1 ip4:60.234.58.6 ip4:66.150.108.0/24 ip4:168.87.71.42 ip4:185.37.172.6 ip4:208.72.90.123 ip4:208.72.90.124/31 ip4:210.80.140.140/30 ip4:116.50.58.190 ip4:116.50.57.190 ip4:168.87.70.90 ip4:67.217.81.0/24 include:spfb.originenergy.com.au ~all,,,
,spike.originenergy.com.au,"13.55.189.54, 54.253.3.5","ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"mx1.hc852-37.ap.iphmx.com, mx2.hc852-37.ap.iphmx.com","forward-email-site-verification=NboHFzhf4U, v=spf1 a mx ip4:203.20.196.0/24 include:spf.protection.outlook.com include:esa.hc852-37.ap.iphmx.com include:spf.forwardemail.net -all",,,
,staging-connect.origindigital-pac.com.au,"18.66.122.84, 18.66.122.63, 18.66.122.82, 18.66.122.97","ns-1643.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2250:ec00:15:d8e5:d900:93a1, 2600:9000:2250:0:15:d8e5:d900:93a1, 2600:9000:2250:b800:15:d8e5:d900:93a1, 2600:9000:2250:ba00:15:d8e5:d900:93a1, 2600:9000:2250:1400:15:d8e5:d900:93a1, 2600:9000:2250:ce00:15:d8e5:d900:93a1, 2600:9000:2250:1a00:15:d8e5:d900:93a1, 2600:9000:2250:4a00:15:d8e5:d900:93a1",True,cloudfront,d1mdxi6rmw4h2c.cloudfront.net,"ns-1643.awsdns-13.co.uk, ns-120.awsdns-15.com, ns-514.awsdns-00.net, ns-1056.awsdns-04.org",,,,,
,staging.digital.api.odcdn.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,dixcmtg6u2j54.cloudfront.net,,,,,,
,staging.origin.odcdn.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,duvhyyuc4l3pl.cloudfront.net,,,,,,
,staging1.originenergy.com.au,,"ns-10.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,,,,staging1.rack.origindigital-pac.com.au,,,,,,
,staging1.rack.origindigital-pac.com.au,,"ns-10.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,staging2.originenergy.com.au,119.9.38.129,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,staging3.originenergy.com.au,119.9.38.129,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,staging4.originenergy.com.au,119.9.38.129,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,static.originenergy.com.au,"18.244.102.103, 18.244.102.92, 18.244.102.56, 18.244.102.101, 205.251.192.139, 205.251.195.100, 205.251.196.249","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,dh3rh6e3q0lq3.cloudfront.net,"ns-868.awsdns-44.net, ns-139.awsdns-17.com, ns-1693.awsdns-19.co.uk, ns-1273.awsdns-31.org",,,,,
,staticsite-cdn-staging.origindigital-pac.com.au,"52.84.93.31, 52.84.93.83, 52.84.93.96, 52.84.93.111","ns-178.awsdns-22.com, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2046:ca00:17:7b4a:9a40:93a1, 2600:9000:2046:4e00:17:7b4a:9a40:93a1, 2600:9000:2046:8200:17:7b4a:9a40:93a1, 2600:9000:2046:9a00:17:7b4a:9a40:93a1, 2600:9000:2046:5800:17:7b4a:9a40:93a1, 2600:9000:2046:5000:17:7b4a:9a40:93a1, 2600:9000:2046:6600:17:7b4a:9a40:93a1, 2600:9000:2046:2000:17:7b4a:9a40:93a1",True,cloudfront,d2k6y9difh0ort.cloudfront.net,"ns-178.awsdns-22.com, ns-2021.awsdns-60.co.uk, ns-968.awsdns-57.net, ns-1460.awsdns-54.org",,,,,
,statuspage.origindigital-pac.com.au,52.215.192.132,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,ky2l6glcmwfn.stspg-customer.com,,,,,,"globalsign.com;, letsencrypt.org"
,svn.originenergy.com.au,203.122.252.75,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,syzmrsds01.originenergy.com.au,,,NOERROR,,,,,,,,,,
,syzmrsus01.upstream.originenergy.com.au,,,NOERROR,,,,,,,,,,
,t.ecomms.originenergy.com.au,"52.62.148.97, 54.79.53.181","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,originenergy-mkt-prod5-wp47w-59846451.ap-southeast-2.elb.amazonaws.com,,,,,,
,td.ecomms.originenergy.com.au,"52.52.70.46, 52.9.220.38, 52.9.43.213, 52.53.54.172","ns-1925.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,thirdparty.bnc.lt,,,v=spf1 -all,,,"letsencrypt.org, digicert.com, entrust.net"
,td.testbnc.originenergy.com.au,"52.9.220.38, 52.53.54.172, 52.52.70.46, 52.9.43.213","ns-1925.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,thirdparty.bnc.lt,,,v=spf1 -all,,,"digicert.com, entrust.net, letsencrypt.org"
,teamcity.odcdn.com.au,10.201.240.10,"ns-484.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,True,10.201.240.10,
,test.connect.originenergy.com.au,"108.157.4.72, 108.157.4.8, 108.157.4.41, 108.157.4.74","ns-948.awsdns-54.net, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2315:c800:3:bdd8:8800:93a1, 2600:9000:2315:400:3:bdd8:8800:93a1, 2600:9000:2315:ac00:3:bdd8:8800:93a1, 2600:9000:2315:7400:3:bdd8:8800:93a1, 2600:9000:2315:e600:3:bdd8:8800:93a1, 2600:9000:2315:ba00:3:bdd8:8800:93a1, 2600:9000:2315:8200:3:bdd8:8800:93a1, 2600:9000:2315:3200:3:bdd8:8800:93a1",True,cloudfront,"test-connect.origindigital-dac.com.au, d1pnnvd0xjibkw.cloudfront.net","ns-1683.awsdns-18.co.uk, ns-61.awsdns-07.com, ns-948.awsdns-54.net, ns-1229.awsdns-25.org",,,,,
,test.digital.api.odcdn.com.au,"18.164.52.127, 18.164.52.37, 18.164.52.78, 18.164.52.129","ns-235.awsdns-29.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,d16ijlxn2ri88z.cloudfront.net,"ns-1030.awsdns-00.org, ns-1755.awsdns-27.co.uk, ns-235.awsdns-29.com, ns-569.awsdns-07.net",,,,,
,test.ftr.api.odcdn.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,d240paqrqqst4r.cloudfront.net,,,,,,
,testassist.originenergy.com.au,"3.106.97.255, 13.211.104.196","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"corecollection-consumer-au.ficoccs-cqa.net, cqa-b-inter-xka9nu4j5pws-41457991.ap-southeast-2.elb.amazonaws.com",,,,,,
,tetraupdates.originenergy.com.au,,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,trapl.originenergy.com.au,"52.62.183.141, 13.236.203.156, 13.238.180.74","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"trapl.etrm.io, etrm-trap-prod-alb-1854358665.ap-southeast-2.elb.amazonaws.com",,,,,,
,trapltest.gtm.originenergy.com.au,"203.20.195.16, 203.20.195.236","slen.gtm.idc.telstra.com, hostmaster.slen.gtm.idc.telstra.com",NOERROR,,,,,,,,,,
,trapltest.originenergy.com.au,"13.210.190.41, 54.206.41.162, 52.64.40.18","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"trapltest.etrm.io, etrm-trap-preprod-alb-812961424.ap-southeast-2.elb.amazonaws.com",,,,,,
,view.retail.originenergy.com.au,13.111.137.147,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vpn-access.originenergy.com.au,54.206.4.72,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vpn.originenergy.com.au,203.20.195.135,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,wap.originenergy.com.au,203.16.214.209,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,web-corp.originenergy.com.au,"99.84.208.91, 99.84.208.37, 99.84.208.20, 99.84.208.76, 205.251.193.158, 205.251.194.246, 205.251.197.27, 205.251.199.102","ns-1894.awsdns-44.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2199:e600:1d:1fe7:bd80:93a1, 2600:9000:2199:a00:1d:1fe7:bd80:93a1, 2600:9000:2199:1c00:1d:1fe7:bd80:93a1, 2600:9000:2199:8000:1d:1fe7:bd80:93a1, 2600:9000:2199:3c00:1d:1fe7:bd80:93a1, 2600:9000:2199:9200:1d:1fe7:bd80:93a1, 2600:9000:2199:f000:1d:1fe7:bd80:93a1, 2600:9000:2199:ee00:1d:1fe7:bd80:93a1",True,cloudfront,d39lcawlixs4ja.cloudfront.net,"ns-1307.awsdns-35.org, ns-758.awsdns-30.net, ns-414.awsdns-51.com, ns-1894.awsdns-44.co.uk",,,,,
,web-reports.originenergy.com.au,119.9.38.129,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,webauthor.originenergy.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,d1kmzj8wycvyvn.cloudfront.net,,,,,,
,webgis.originenergy.com.au,119.9.38.130,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,webmail.originenergy.com.au,203.20.195.60,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,www.careers.originenergy.com.au,,"ns4.sap-ag.de, dns.sap-ag.de",NOERROR,,,,"originenergy.jobs2web.com, rmkrs.jobs2web.com",,,,,,
,yoursay.originenergy.com.au,,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
