new,host,mx,soa,status_code,a,cname,txt,ns,has_internal_ips,internal_ips,cdn,cdn-name,aaaa
,tellmeloggerxq1web.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.93.166,,,,,,,,
,tellmeloggerxq2.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2.19.120.4, 2.19.120.7","tellmeloggerxq2.fidelity.com.edgekey.net, e96534.x.akamaiedge.net",,,,,,,
,tellmeloggerxq2web.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.93.247,,,,,,,,
,termquote.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,testdrive401.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.228.33,,,,,,,,
,testing-3.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.138.29,,,,,,,,
,testjobs.fidelity.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"testjobs.fidelity.com.edgekey.net, e94609.a.akamaiedge.net",,,,,,,
,testresearch3.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.172.41,,,,,,,,
,testws311.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,tlatest301.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.201.229,,,,,,,,
,tlogin.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,tlogincqa.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.172.27,,,,,,,,
,tloginxdev1.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.149.194,,,,,,,,
,tloginxdev2.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.174.37,,,,,,,,
,tloginxq1.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.172.157,,,,,,,,
,tloginxq2.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,"a1-188.akam.net, a2-65.akam.net, a8-64.akam.net, udns1.cscdns.net, udns2.cscdns.uk",,,,,
,tms.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,tms.retail.fidelity.com,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,"155.199.152.179, 155.199.40.179, 155.199.208.179",,,,,,,,
,tmscqa.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.172.143,,,,,,,,
,toa.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"184.86.251.25, 184.86.251.19","toa.fidelity.com.edgekey.net, e72088.x.akamaiedge.net",,,,,,,
,toaxq2.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"23.37.226.107, 23.53.43.155","toaxq2.fidelity.com.edgekey.net, e127083.x.akamaiedge.net",,,,,,,
,toolbar.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,"155.199.8.53, 155.199.128.53",,,,,,,,
,toolbar6800.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.36.188,,,,,,,,
,tpldal010.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.25.13,,,,,,,,
,tplmmk50.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.243.87,,,,,,,,
,tplrtp010.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.136.204,,,,,,,,
,tps.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"95.101.74.142, 95.101.74.159","tps.fidelity.com.edgekey.net, e78282.x.akamaiedge.net",,,,,,,
,trade.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,trade.retail.fidelity.com,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,"155.199.64.150, 155.199.32.121, 155.199.193.34, 155.199.80.150",,,,,,,,
,tradexq1.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,tradexq2.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,travel.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,208.75.145.33,,,,,,,,
,treg411.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.188.26,,,,,,,,
,tregtest301.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.201.220,,,,,,,,
,trustedpartner-oma.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,trustedpartner-qa.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.245.100,,,,,,,,
,trustedpartner-rtp.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,trustedpartner-uat.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,trustedpartner.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,trustedpartneroma.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,trustedpartnerrtd.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,trusteeremoteaccess-qa.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.149.167,centraone-int245-167.fidelity.com,,,,,,,
,trusteeremoteaccess.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,trusteeremoteaccessoma.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,trusteeremoteaccessrtd.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,uat.bonds.a.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,uatcloud.aw037.c.fidelity.com,,"ns-1019.awsdns-63.net, awsdns-hostmaster.amazon.com",NOERROR,"44.208.202.30, 3.231.171.255",,,,,,,,
,um.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,umxq2.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,united.coronavirusguide.netbenefits.fidelity.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"23.12.147.157, 23.12.147.132","united.coronavirusguide.netbenefits.fidelity.com.edgekey.net, e95847.a.akamaiedge.net",,,,,,,
,unsubscribe-stg.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,unsubscribe.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,usabilitystudy.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,uxrous.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,va.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,"192.223.245.223, 192.223.245.234",,,,,,,,
,validation.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.128.150,,,,,,,,
,vc-gw-rtp-p2.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.160.36,,,,,,,,
,vc-gw-rtp-p3.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.160.37,,,,,,,,
,vcsfili.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,vcsfilidit1.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,vcsfilixq1.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,verify.fidelity.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"104.126.37.168, 104.126.37.145","verify.fidelity.com.edgekey.net, e112773.a.akamaiedge.net",,,,,,,
,video-east.aw017.c.fidelity.com,,"ns-1901.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"34.226.188.143, 3.209.175.10, 54.84.194.112",,,,,,,,
,video-east.aw018.c.fidelity.com,,"ns-885.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,"50.17.48.155, 184.73.12.52, 3.208.134.240",,,,,,,,
,video-uat.eimd.fidelity.com,,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2.18.29.235, 2.18.29.194","video-uat.eimd.fidelity.com.edgekey.net, e88871.dscx.akamaiedge.net",,,,,,,"2a02:26f0:d200::6855:f921, 2a02:26f0:d200::6855:f941"
,video.eimd.fidelity.com,,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"104.126.37.146, 104.126.37.185","video.eimd.fidelity.com.edgekey.net, e93362.dscx.akamaiedge.net",,,,,,,"2a02:26f0:3500:1b::1724:a395, 2a02:26f0:3500:1b::1724:a389"
,view.communications.institutional.fidelity.com,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,13.111.178.104,,,"ns4.exacttarget.com, ns2.exacttarget.com, ns3.exacttarget.com, ns1.exacttarget.com",,,,,
,visitor.fidelity.com,feedback-smtp.us-east-1.amazonses.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,23.251.228.6,,"v=spf1 ip4:23.251.228.6 -all, amazonses:aCdv1J7wK5wMBsQtJB+ZsHdHYv2S4cqfygm5lcAOi2I=",,,,,,
,vlbos989-01.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.245.37,,,,,,,,
,vlbos990-01.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.245.40,,,,,,,,
,vlbos990.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.245.36,,,,,,,,
,vltm-fwvdcomab101-vlan600.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.98.8,,,,,,,,
,vltm-fwvdcomab102-vlan600.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.98.9,,,,,,,,
,voicecontent.fidelity.com,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,155.199.148.177,voicecontent.retail.fidelity.com,,,,,,,
,voicecontent.retail.fidelity.com,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,155.199.148.177,,,,,,,,
,voicecontentdev.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.93.61,,,,,,,,
,voicecontentxq1.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.93.170,,,,,,,,
,voicecontentxq1web.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.93.170,,,,,,,,
,voicecontentxq2web.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.93.250,,,,,,,,
,voicelogin.fidelity.com,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,155.199.86.72,voicelogin.retail.fidelity.com,,,,,,,
,voicelogin.retail.fidelity.com,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,155.199.86.72,,,,,,,,
,voicelogincqa.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.94.86,,,,,,,,
,voiceloginxdev1.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.149.200,,,,,,,,
,voiceloginxdev2.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.174.26,,,,,,,,
,voiceloginxq2.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.93.39,,,,,,,,
,voiceredir-fbc.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,voiceredir-fiis.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,volatility-east1a.aw018.c.fidelity.com,,"ns-885.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,"18.213.249.73, 3.94.232.66",,,,,,,,
,volatility-east2b.aw017.c.fidelity.com,,"ns-1901.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"18.191.75.182, 3.136.224.225",,,,,,,,
,volatility-east2b.aw018.c.fidelity.com,,"ns-885.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,"3.14.77.189, 3.13.88.127",,,,,,,,
,voltage-pp-0000.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,vothloginxq2.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,vr.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,"192.223.245.234, 192.223.245.223",,,,,,,,
,vts.retire.fidelity.com,,,NOERROR,155.199.34.66,,,,,,,,
,vts110.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.66.143,,,,,,,,
,vts200.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.208.66,,,,,,,,
,vts220.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.34.66,,,,,,,,
,vts300.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,vtsxq3.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,wap.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.245.253,,,,,,,,
,watchlists-voice.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2.18.29.171, 2.18.29.219","watchlists-voice.fidelity.com.edgekey.net, e83378.x.akamaiedge.net",,,,,,,
,watchlists-voice.retail.fidelity.com,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,155.199.32.129,,,,,,,,
,watchlists.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"23.0.174.130, 23.0.174.89","watchlists.fidelity.com.edgekey.net, e114534.x.akamaiedge.net",,,,,,,
,watchlists.retail.fidelity.com,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,155.199.192.216,,,,,,,,
,watchlistsxq2.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"92.123.104.15, 92.123.104.65","watchlistsxq2.fidelity.com.edgekey.net, e127083.x.akamaiedge.net",,,,,,,
,watchlistsxq2web.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.93.251,,,,,,,,
,watchlistsxq3.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,waterstreet.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.192.192,waterstreetrtp.fidelity.com,,,,,,,
,waterstreet6800.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.36.192,,,,,,,,
,wealthlabpro.fidelity.com,,"n0q.akamai.net, hostmaster.akamai.com",NOERROR,"23.55.163.72, 23.55.163.68","wealthlabpro.fidelity.com.edgesuite.net, a165.q.akamai.net",,,,,,,
,wealthlabpro.retail.fidelity.com,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,155.199.64.159,,,,,,,,
,web.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,webcalc.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,webconf01.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,webconf01eng.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,webconf01qa.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,webconf02.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,webconf02qa.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,webexpress.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,webnews-dcc.fidelity.com,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,"155.199.37.134, 155.199.20.134, 155.199.18.134",webnews-dcc.retail.fidelity.com,,,,,,,
,webnews-dcc.retail.fidelity.com,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,"155.199.37.134, 155.199.18.134, 155.199.20.134",,,,,,,,
,webnews-mko.fidelity.com,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,155.199.192.92,webnews-mko.retail.fidelity.com,,"gtm-fwus301.fidelity.com, gtm-fwus201.fidelity.com, gtm-fwrtpb201.fidelity.com, gtm-fwus401.fidelity.com",,,,,
,webnews-oma1.atbtnews.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.74.92,,,,,,,,
,webnews-oma2.atbtnews.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.90.92,,,,,,,,
,webnews-rtp.atbtnews.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.192.92,webnews-rtp.fidelity.com,,,,,,,
,webnews-uat.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.173.122,,,,,,,,
,webnews.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,webnews301.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.136.20,,,,,,,,
,webnews305.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.136.24,,,,,,,,
,webnews307.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.136.26,,,,,,,,
,webnews308.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.136.27,,,,,,,,
,webnews309.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.136.28,,,,,,,,
,webnews311.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.136.30,,,"a1-188.akam.net, a2-65.akam.net, a8-64.akam.net, udns1.cscdns.net, udns2.cscdns.uk",,,,,
,webnews312.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.136.31,,,,,,,,
,webnews313.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.136.32,,,,,,,,
,webnews314.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.136.33,,,,,,,,
,webnews315.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.136.34,,,,,,,,
,webnews317.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.137.20,,,,,,,,
,webnews319.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.137.22,,,,,,,,
,webnews320.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.137.23,,,,,,,,
,webnews322.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.136.36,,,,,,,,
,webnews323.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.136.37,,,,,,,,
,webnews401.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.21.20,,,,,,,,
,webnews403.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.21.21,,,,,,,,
,webnews405.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.21.22,,,,,,,,
,webnews406.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.22.22,,,,,,,,
,webnews408.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.22.23,,,,,,,,
,webnews409.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.21.24,,,,,,,,
,webnews410.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.22.24,,,,,,,,
,webnews412.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.22.25,,,,,,,,
,webnews413.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.21.26,,,,,,,,
,webnews415.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.21.27,,,,,,,,
,webnews416.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,webnews417.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.21.28,,,,,,,,
,webnews418.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.22.28,,,,,,,,
,webnews419.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.21.29,,,"a1-188.akam.net, a2-65.akam.net, a8-64.akam.net, udns1.cscdns.net, udns2.cscdns.uk",,,,,
,webnews422.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.21.31,,,,,,,,
,webnews423.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.21.32,,,,,,,,
,webnwsdal31.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.21.131,,,,,,,,
,webnwsdal32.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.21.132,,,,,,,,
,webnwsdal33.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.21.133,,,,,,,,
,webnwsdal34.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.21.134,,,,,,,,
,webnwsdal36.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.21.136,,,,,,,,
,webnwsdal37.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.21.137,,,,,,,,
,webnwsdal38.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.21.138,,,,,,,,
,webnwsdal39.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.21.139,,,,,,,,
,webnwsdal40.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,webnwsrtp31.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.218.17,,,,,,,,
,webnwsrtp32.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.218.14,,,,,,,,
,webnwsrtp33.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.218.18,,,,,,,,
,webnwsrtp34.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.218.16,,,,,,,,
,webnwsrtp36.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.218.15,,,,,,,,
,webnwsrtp37.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.218.20,,,,,,,,
,webnwsrtp38.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.218.11,,,,,,,,
,webnwsrtp39.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.218.21,,,,,,,,
,webnwsrtp40.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.218.12,,,,,,,,
,webnwsuat32.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.173.117,,,,,,,,
,webworkshops.fidelity.com,,"n0q.akamai.net, hostmaster.akamai.com",NOERROR,"185.225.250.56, 185.225.250.49","webworkshops.fidelity.com.edgesuite.net, a291.q.akamai.net",,,,,,,
,webxpressbip301.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.221.50,,,,,,,,
,webxpressbip401.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.235.58,,,,,,,,
,webxpressxq2.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"92.123.104.21, 92.123.104.19","webxpressxq2.fidelity.com.edgekey.net, e96534.x.akamaiedge.net",,"a1-188.akam.net, a2-65.akam.net, a8-64.akam.net, udns1.cscdns.net, udns2.cscdns.uk",,,,,
,webxq1.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,weekend.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,"155.199.128.31, 155.199.8.31",weekend.members.fidelity.com,,,,,,,
,widigital.cloudfront.nonprod.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,widigital.cloudfront.prod.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,wieng-0.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.169.37,,,,,,,,
,wieng-1.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.169.36,,,,,,,,
,wimessages.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,winb100.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.196.23,,,,,,,,
,winb111.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.196.28,,,,,,,,
,winb300.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.181.82,,,,,,,,
,winb311.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.181.83,,,,,,,,
,winb400.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.188.82,,,,,,,,
,winbbip401.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.188.168,,,,,,,,
,wirelessmail301.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.141.5,,,,,,,,
