new,host,a,cname,soa,status_code,ns,has_internal_ips,internal_ips,cdn,cdn-name,txt,aaaa,mx
,blackbox-exporter.stage.personio-internal.de,"3.68.245.197, 3.122.57.109, 18.159.184.18",,"ns-63.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,blogx.x.personio-internal.de,"18.194.11.143, 18.158.145.126, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1326.awsdns-37.org, ns-1689.awsdns-19.co.uk, ns-417.awsdns-52.com, ns-613.awsdns-12.net",,,,,,,
,bloomberg2identifier.ebdr-supervisor.stage.personio-internal.de,"18.194.164.223, 18.185.185.207, 35.159.42.147",,"ns-63.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,boardofappeals.x.personio-internal.de,"18.158.145.126, 18.194.11.143, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,book.prod.personio-internal.de,"3.64.247.23, 3.66.153.7, 3.65.215.97",,"ns-1584.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bpg-be-tst.x.personio-internal.de,"18.194.11.143, 18.158.145.126, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,brasilintl.gitlab2.personio-internal.de,"18.194.11.143, 3.67.18.148, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,broker.pact.tools.personio-internal.de,"18.195.92.60, 18.156.211.153, 52.58.4.10",,"ns-352.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,broxel.x.personio-internal.de,"18.158.145.126, 3.67.18.148, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,btrack-uat.x.personio-internal.de,"18.158.145.126, 18.194.11.143, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bucket-515g15.x.personio-internal.de,"18.194.11.143, 3.67.18.148, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bucket-dbmsconnect-dns.prod.personio-internal.de,"3.64.247.23, 3.65.215.97, 3.66.153.7",,"ns-1584.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bucket-dns-mail-start-clients.assets.personio-internal.de,"3.67.18.148, 18.158.145.126, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bucket-status.x.personio-internal.de,"18.158.145.126, 3.67.18.148, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1326.awsdns-37.org, ns-1689.awsdns-19.co.uk, ns-417.awsdns-52.com, ns-613.awsdns-12.net",,,,,,,
,bucketdatastatusorigin.gitlab2.personio-internal.de,"18.158.145.126, 3.67.18.148, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bucketde.x.personio-internal.de,"18.158.145.126, 18.194.11.143, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bucketlogs-miembros.x.personio-internal.de,"18.194.11.143, 18.158.145.126, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bucketmeet-signup.x.personio-internal.de,"18.158.145.126, 18.194.11.143, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bucketresearchbackups-www-test.gitlab2.personio-internal.de,"18.158.145.126, 18.194.11.143, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bucketuploads-v1-web.x.personio-internal.de,"18.158.145.126, 18.194.11.143, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bulrush.gitlab2.personio-internal.de,"3.67.18.148, 18.158.145.126, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,businessportal005dev.gitlab2.personio-internal.de,"18.158.145.126, 18.194.11.143, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,businessportal006dev.gitlab2.personio-internal.de,"3.67.18.148, 18.194.11.143, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,c1-pqa.prod.personio-internal.de,"3.66.153.7, 3.64.247.23, 3.65.215.97",,"ns-1584.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,c2af094d.gitlab2.personio-internal.de,"3.67.18.148, 18.194.11.143, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,c2ust3dp-qa.prod.personio-internal.de,"3.66.153.7, 3.64.247.23, 3.65.215.97",,"ns-1584.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,c52.x.personio-internal.de,"18.194.11.143, 18.158.145.126, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,c79.x.personio-internal.de,"3.67.18.148, 18.158.145.126, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ca01peer01.gitlab2.personio-internal.de,"18.158.145.126, 3.67.18.148, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cache-alpha-stat-uat.x.personio-internal.de,"3.67.18.148, 18.158.145.126, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cache-cloud.x.personio-internal.de,"18.158.145.126, 18.194.11.143, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cache-customersv3-wikiengineeringcistorebackups-www-test.x.personio-internal.de,"18.194.11.143, 18.158.145.126, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cache-private.x.personio-internal.de,"18.194.11.143, 3.67.18.148, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cache-proxydevel-vpn.prod.personio-internal.de,"3.66.153.7, 3.64.247.23, 3.65.215.97",,"ns-1584.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cache-proxydevel-vpn.x.personio-internal.de,"3.67.18.148, 18.194.11.143, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cacheportal.stage.personio-internal.de,"18.194.164.223, 18.185.185.207, 35.159.42.147",,"ns-63.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cacheuser.certisign.personio-internal.de,"3.67.18.148, 18.194.11.143, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,caemp4.x.personio-internal.de,"18.194.11.143, 18.158.145.126, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,calendar-integration-service.dev.personio-internal.de,"35.157.181.243, 18.159.173.75, 3.126.100.102",,"ns-1881.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,calendar-service.dev.personio-internal.de,"35.157.181.243, 18.159.173.75, 3.126.100.102",,"ns-1881.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,calendar-service.recruiting.dev.personio-internal.de,"3.67.18.148, 18.158.145.126, 18.194.11.143",,"ns-1881.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,campbell-143-79-43-2.x.personio-internal.de,"3.67.18.148, 18.158.145.126, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,candidate-assessment-service.dev.personio-internal.de,"18.194.11.143, 3.67.18.148, 18.158.145.126",,"ns-1881.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,candidate-management-service.dev.personio-internal.de,"18.157.229.191, 18.198.226.28, 35.157.153.165",,"ns-1881.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,candidate-messaging-service.dev.personio-internal.de,"35.157.181.243, 18.159.173.75, 3.126.100.102",,"ns-1881.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,candidate-sourcing-service.dev.personio-internal.de,"18.159.173.75, 3.126.100.102, 35.157.181.243",,"ns-1881.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,carectech.x.personio-internal.de,"18.194.11.143, 18.158.145.126, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,career-pages-api.dev.personio-internal.de,"18.194.11.143, 3.67.18.148, 18.158.145.126",,"ns-1881.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,career-pages-service.dev.personio-internal.de,"18.194.11.143, 3.67.18.148, 18.158.145.126",,"ns-1881.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,careers-atlantichealth.x.personio-internal.de,"3.67.18.148, 18.158.145.126, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,carson-6-46-97-85.x.personio-internal.de,"3.67.18.148, 18.194.11.143, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,carspcms-30.x.personio-internal.de,"18.194.11.143, 3.67.18.148, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cas.dev.personio-internal.de,"18.194.11.143, 3.67.18.148, 18.158.145.126",,"ns-1881.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,catalog.personio.tools,"18.195.92.60, 52.58.4.10, 18.156.211.153",,"ns-1596.awsdns-07.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ccmsconsumermaster.gitlab2.personio-internal.de,"18.158.145.126, 3.67.18.148, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cdk-workshop-as.dev.personio-internal.de,"3.126.100.102, 35.157.181.243, 18.159.173.75",,"ns-1881.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cdncorporate-gitvpn.x.personio-internal.de,"3.67.18.148, 18.194.11.143, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cern.x.personio-internal.de,"18.194.11.143, 3.67.18.148, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,certisign.personio-internal.de,"18.194.11.143, 3.67.18.148, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cffp.x.personio-internal.de,"18.194.11.143, 3.67.18.148, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,chaminade-hs.x.personio-internal.de,"18.158.145.126, 3.67.18.148, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,channeladvisor.gitlab2.personio-internal.de,"18.158.145.126, 3.67.18.148, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,char.x.personio-internal.de,"18.158.145.126, 3.67.18.148, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1326.awsdns-37.org, ns-1689.awsdns-19.co.uk, ns-417.awsdns-52.com, ns-613.awsdns-12.net",,,,,,,
,chargebee-service.dev.personio-internal.de,"35.157.181.243, 18.159.173.75, 3.126.100.102",,"ns-1881.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,chargebee-service.sm.dev.personio-internal.de,"35.157.181.243, 3.126.100.102, 18.159.173.75",,"ns-1881.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,chart.dev.personio-internal.de,"18.158.145.126, 3.67.18.148, 18.194.11.143",,"ns-1881.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,chef-ccdwbcpdb02-v.x.personio-internal.de,"3.67.18.148, 18.158.145.126, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,chef-ipalt.x.personio-internal.de,"3.67.18.148, 18.158.145.126, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,chef-legacy-site.prod.personio-internal.de,"3.65.215.97, 3.64.247.23, 3.66.153.7",,"ns-1584.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,chef-oceaniajiratunnel-mx.x.personio-internal.de,"18.194.11.143, 3.67.18.148, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,chef-office-clients-stats-corp.x.personio-internal.de,"18.158.145.126, 3.67.18.148, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,chefaccounts-status.x.personio-internal.de,"3.67.18.148, 18.194.11.143, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,chefconfig.x.personio-internal.de,"18.194.11.143, 18.158.145.126, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,chefconfigbeta.x.personio-internal.de,"3.67.18.148, 18.194.11.143, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cheferror.prod.personio-internal.de,"3.65.215.97, 3.66.153.7, 3.64.247.23",,"ns-1584.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,chefjp.x.personio-internal.de,"3.67.18.148, 18.158.145.126, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,chefv3-access-qaproxy-vpn.x.personio-internal.de,"18.158.145.126, 18.194.11.143, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,chglog.prod.personio-internal.de,"3.64.247.23, 3.65.215.97, 3.66.153.7",,"ns-1584.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,chhs.x.personio-internal.de,"3.67.18.148, 18.194.11.143, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cig1w267-investments.gitlab2.personio-internal.de,"18.158.145.126, 18.194.11.143, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cig1w309-mobilebanking.gitlab2.personio-internal.de,"18.194.11.143, 3.67.18.148, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cirepository.x.personio-internal.de,"18.194.11.143, 18.158.145.126, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,citazioni.x.personio-internal.de,"18.194.11.143, 18.158.145.126, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,citrix.x.personio-internal.de,"18.158.145.126, 3.67.18.148, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cjc.x.personio-internal.de,"18.158.145.126, 3.67.18.148, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1326.awsdns-37.org, ns-1689.awsdns-19.co.uk, ns-417.awsdns-52.com, ns-613.awsdns-12.net",,,,,,,
,cl-storage.dev.personio-internal.de,"18.194.11.143, 3.67.18.148, 18.158.145.126",,"ns-1881.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,clap.gitlab2.personio-internal.de,"18.158.145.126, 18.194.11.143, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,classify-eu.gitlab2.personio-internal.de,"18.194.11.143, 18.158.145.126, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1326.awsdns-37.org, ns-1689.awsdns-19.co.uk, ns-417.awsdns-52.com, ns-613.awsdns-12.net",,,,,,,
,clients-stats-corp.x.personio-internal.de,"18.194.11.143, 18.158.145.126, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1326.awsdns-37.org, ns-1689.awsdns-19.co.uk, ns-417.awsdns-52.com, ns-613.awsdns-12.net",,,,,,,
,clients-svnpostgresgit.x.personio-internal.de,"3.67.18.148, 18.194.11.143, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,clkdns.x.personio-internal.de,"18.158.145.126, 3.67.18.148, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cloud4.gitlab2.personio-internal.de,"18.194.11.143, 3.67.18.148, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cloudnalu.gitlab2.personio-internal.de,"18.158.145.126, 18.194.11.143, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cluster-a.gitlab2.personio-internal.de,"18.158.145.126, 18.194.11.143, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cms-alpha-uploads-static-backup-accept-domain.x.personio-internal.de,"18.194.11.143, 3.67.18.148, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cms-apiremote.x.personio-internal.de,"18.158.145.126, 3.67.18.148, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1326.awsdns-37.org, ns-1689.awsdns-19.co.uk, ns-417.awsdns-52.com, ns-613.awsdns-12.net",,,,,,,
,cms-demouats-staging.personio-internal.de,"18.158.145.126, 3.67.18.148, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cms-edge-mqtt-mini-shv-01-hbe1.prod.personio-internal.de,"3.65.215.97, 3.64.247.23, 3.66.153.7",,"ns-1584.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cms-login-mx-connecthelp-helporigin.prod.personio-internal.de,"3.66.153.7, 3.64.247.23, 3.65.215.97",,"ns-1584.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cmsaccount-config.personio-internal.de,"18.194.11.143, 18.158.145.126, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cmscorpb2bsystem.gitlab2.personio-internal.de,"18.158.145.126, 3.67.18.148, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1326.awsdns-37.org, ns-1689.awsdns-19.co.uk, ns-417.awsdns-52.com, ns-613.awsdns-12.net",,,,,,,
,cmsdockerproduction.x.personio-internal.de,"18.194.11.143, 3.67.18.148, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cmsorigin.x.personio-internal.de,,alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cmsswitchtower.x.personio-internal.de,"3.67.18.148, 18.158.145.126, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cmx.gitlab2.personio-internal.de,"3.67.18.148, 18.158.145.126, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cnawsuat.gitlab2.personio-internal.de,"18.158.145.126, 18.194.11.143, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cnysware1.gitlab2.personio-internal.de,"3.67.18.148, 18.194.11.143, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,co.dev.personio-internal.de,"18.158.145.126, 3.67.18.148, 18.194.11.143",,"ns-1881.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,co.personio-internal.de,"3.67.18.148, 18.158.145.126, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cocsppdb.x.personio-internal.de,"18.158.145.126, 3.67.18.148, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,code-with-me-av.tor161-221-pdc.certisign.personio-internal.de,"18.194.11.143, 3.67.18.148, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,codeowners.gitlab2.personio-internal.de,"18.194.11.143, 18.158.145.126, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,collateral.x.personio-internal.de,"3.67.18.148, 18.158.145.126, 18.194.11.143",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,collectionq-qs.x.personio-internal.de,"18.158.145.126, 18.194.11.143, 3.67.18.148",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,colrovie.x.personio-internal.de,"3.67.18.148, 18.194.11.143, 18.158.145.126",alb-external-951264900.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
