new,host,ttl,soa,status_code,a,cname,aaaa,ns,caa,has_internal_ips,internal_ips,cdn,cdn-name,txt
,donation.bitexen.com,300,"{'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.18.15.27, 104.18.14.27",,"2606:4700::6812:e1b, 2606:4700::6812:f1b",,,,,,,
,enterpriseenrollment.bitexen.com,300,"{'name': 'northeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'swedencentral.cloudapp.azure.com', 'ns': 'ns1-07.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'swedencentral.cloudapp.azure.com', 'ns': 'ns1-07.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}",NOERROR,20.91.147.72,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu03.swedencentral.cloudapp.azure.com, pexsucpeu01.northeurope.cloudapp.azure.com, pexsucpeu02.westeurope.cloudapp.azure.com",,,,,,,,
,enterpriseregistration.bitexen.com,300,"{'name': 'akadns.net', 'ns': 'internal.akadns.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1712104200, 'refresh': 90000, 'retry': 90000, 'expire': 90000, 'minttl': 180}, {'name': 'akadns.net', 'ns': 'internal.akadns.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1712104200, 'refresh': 90000, 'retry': 90000, 'expire': 90000, 'minttl': 180}, {'name': 'akadns.net', 'ns': 'internal.akadns.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1712104200, 'refresh': 90000, 'retry': 90000, 'expire': 90000, 'minttl': 180}, {'name': 'trafficmanager.net', 'ns': 'tm1.dns-tm.com', 'mailbox': 'hostmaster.trafficmanager.net', 'serial': 2003080800, 'refresh': 900, 'retry': 300, 'expire': 2419200, 'minttl': 30}, {'name': 'akadns.net', 'ns': 'internal.akadns.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1712104200, 'refresh': 90000, 'retry': 90000, 'expire': 90000, 'minttl': 180}",NOERROR,,"enterpriseregistration.windows.net, na.privatelink.msidentity.com, prdf.aadg.msidentity.com, www.tm.f.prd.aadg.akadns.net, www.tm.f.prd.aadg.trafficmanager.net","2603:1027:1:148::b, 2603:1026:3000:150::3, 2603:1026:3000:150::2, 2603:1027:1:158::7",,,,,,,
,g.bitexen.com,300,"{'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.18.14.27, 104.18.15.27",,"2606:4700::6812:e1b, 2606:4700::6812:f1b",,,,,,,
,global.bitexen.com,300,"{'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.18.14.27, 104.18.15.27",,"2606:4700::6812:f1b, 2606:4700::6812:e1b",,,,,,,
,gmobile.bitexen.com,300,"{'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.18.15.27, 104.18.14.27",,,,,,,,,
,gp.bitexen.com,300,"{'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.18.14.27, 104.18.15.27",,"2606:4700::6812:f1b, 2606:4700::6812:e1b",,,,,,,
,gstatics.bitexen.com,300,"{'name': 'dqhlpbz19kwkm.cloudfront.net', 'ns': 'ns-1751.awsdns-26.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dqhlpbz19kwkm.cloudfront.net', 'ns': 'ns-1751.awsdns-26.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dqhlpbz19kwkm.cloudfront.net', 'ns': 'ns-1751.awsdns-26.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dqhlpbz19kwkm.cloudfront.net', 'ns': 'ns-1751.awsdns-26.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"3.165.206.81, 3.165.206.73, 3.165.206.48, 3.165.206.14",dqhlpbz19kwkm.cloudfront.net,"2600:9000:2190:ae00:4:c647:b980:93a1, 2600:9000:2190:fc00:4:c647:b980:93a1, 2600:9000:2190:4c00:4:c647:b980:93a1, 2600:9000:2190:6800:4:c647:b980:93a1, 2600:9000:2190:ec00:4:c647:b980:93a1, 2600:9000:2190:c600:4:c647:b980:93a1, 2600:9000:2190:d200:4:c647:b980:93a1, 2600:9000:2190:3400:4:c647:b980:93a1","ns-1063.awsdns-04.org, ns-1751.awsdns-26.co.uk, ns-184.awsdns-23.com, ns-551.awsdns-04.net",,,,True,cloudfront,
,gt.bitexen.com,300,"{'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.18.15.27, 104.18.14.27",,"2606:4700::6812:f1b, 2606:4700::6812:e1b",,,,,,,
,idev.bitexen.com,300,"{'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,172.31.32.75,internal-devinternalloadbalancer-1394889878.eu-west-1.elb.amazonaws.com,,,,True,172.31.32.75,,,
,idev1.bitexen.com,300,"{'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,172.31.38.142,internal-dev1-int-lb-1917637527.eu-west-1.elb.amazonaws.com,,,,True,172.31.38.142,,,
,idev2.bitexen.com,300,"{'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,172.31.24.182,internal-dev2-int-lb-1420383727.eu-west-1.elb.amazonaws.com,,,,True,172.31.24.182,,,
,idev3.bitexen.com,300,"{'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,172.31.30.198,internal-dev3-int-lb-847408169.eu-west-1.elb.amazonaws.com,,,,True,172.31.30.198,,,
,idev4.bitexen.com,187,"{'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,172.31.9.165,internal-dev4-int-lb-1848014451.eu-west-1.elb.amazonaws.com,,,,True,172.31.9.165,,,
,ig.bitexen.com,207,"{'name': 'eu-central-1.elb.amazonaws.com', 'ns': 'ns-1689.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-central-1.elb.amazonaws.com', 'ns': 'ns-1689.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-central-1.elb.amazonaws.com', 'ns': 'ns-1689.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-central-1.elb.amazonaws.com', 'ns': 'ns-1689.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,"10.10.51.135, 10.10.50.109",internal-internal-lb-1563402808.eu-central-1.elb.amazonaws.com,,,,True,"10.10.51.135, 10.10.50.109",,,
,igp.bitexen.com,300,"{'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,"172.40.81.214, 172.40.80.190",internal-gp-int-lb-1838760191.eu-west-1.elb.amazonaws.com,,"ns-1053.awsdns-03.org, ns-2023.awsdns-60.co.uk, ns-341.awsdns-42.com, ns-739.awsdns-28.net",,,,,,
,igt.bitexen.com,300,"{'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,"172.34.21.29, 172.34.20.176",internal-gt-int-lb-1716064099.eu-west-1.elb.amazonaws.com,,,,,,,,
,integrations.bitexen.com,1800,"{'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,,cxychn0hqk51y3jqhrxp2kh6m0x6w231
,itam.bitexen.com,300,"{'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.18.14.27, 104.18.15.27",,"2606:4700::6812:f1b, 2606:4700::6812:e1b",,,,,,,
,itest.bitexen.com,300,"{'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,"172.29.2.109, 172.29.3.20",internal-uatinternalloadbalancer-1236807541.eu-west-1.elb.amazonaws.com,,,,True,"172.29.2.109, 172.29.3.20",,,
,iwww.bitexen.com,300,"{'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,"172.32.21.135, 172.32.20.46",internal-internalloadbalancer-1711000128.eu-west-1.elb.amazonaws.com,,,,,,,,
,jk-dev.bitexen.com,1800,"{'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,,
,jobs.bitexen.com,300,"{'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.18.14.27, 104.18.15.27",,"2606:4700::6812:e1b, 2606:4700::6812:f1b",,,,,,,
,ldaps.bitexen.com,1800,"{'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bitexen.com', 'ns': 'ada.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356883829, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,,
