input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,favicon,final_url,tls_wildcard_certificate,tls_self_signed,tls_mismatched,tls_subject_org_,csp_domains_,tls_expired
cloud-user-events.ingress.us-east-2.prod.apps.paas.datastax.com,,503,,cloud-user-events.ingress.us-east-2.prod.apps.paas.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-07-07T00:00:00Z,2025-08-05T23:59:59Z,CN=cloud-user-events.prod.cloud.datastax.com,cloud-user-events.prod.cloud.datastax.com,cloud-user-events.ingress.us-east-2.prod.apps.paas.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,c56f14909cf398c273ff50ebf9bde9b3,f2c4ce6512962bbb4660d5a5c272d982d1ce1bfc543200fc8483c12bc1bc8d3a,ctls,cloud-user-events.ingress.us-east-2.prod.apps.paas.datastax.com,,443,https://cloud-user-events.ingress.us-east-2.prod.apps.paas.datastax.com,https,,,GET,3.12.9.251,/,/favicon.ico,18.222.77.116,,1,False,,other,0,,,,,,,,
cloud-user-events.ingress.us-east-2.test.apps.paas.datastax.com,,404,19,cloud-user-events.ingress.us-east-2.test.apps.paas.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-07-07T00:00:00Z,2025-08-05T23:59:59Z,CN=cloud-user-events.test.cloud.datastax.com,cloud-user-events.test.cloud.datastax.com,cloud-user-events.ingress.us-east-2.test.apps.paas.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,3b729ba559fbd93e614af9bf5d4a9d87,71c9b68e8272ac58b6c6b161f9f3531f6e4e0d7f3662c0435510e2a3b09d4995,ctls,cloud-user-events.ingress.us-east-2.test.apps.paas.datastax.com,,443,https://cloud-user-events.ingress.us-east-2.test.apps.paas.datastax.com,https,istio-envoy,text/plain,GET,3.140.105.51,/,/favicon.ico,3.133.249.108,Envoy,2,False,,error,0,,,,,,,,
cloud-user-events.prod.cloud.datastax.com,,503,,cloud-user-events.prod.cloud.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-07-07T00:00:00Z,2025-08-05T23:59:59Z,CN=cloud-user-events.prod.cloud.datastax.com,cloud-user-events.prod.cloud.datastax.com,cloud-user-events.ingress.us-east-2.prod.apps.paas.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,c56f14909cf398c273ff50ebf9bde9b3,f2c4ce6512962bbb4660d5a5c272d982d1ce1bfc543200fc8483c12bc1bc8d3a,ctls,cloud-user-events.prod.cloud.datastax.com,,443,https://cloud-user-events.prod.cloud.datastax.com,https,,,GET,18.222.77.116,/,/favicon.ico,3.12.9.251,,1,False,,other,0,,,,,,,,
cloud-user-events.test.cloud.datastax.com,,404,19,cloud-user-events.test.cloud.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-07-07T00:00:00Z,2025-08-05T23:59:59Z,CN=cloud-user-events.test.cloud.datastax.com,cloud-user-events.test.cloud.datastax.com,cloud-user-events.ingress.us-east-2.test.apps.paas.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,3b729ba559fbd93e614af9bf5d4a9d87,71c9b68e8272ac58b6c6b161f9f3531f6e4e0d7f3662c0435510e2a3b09d4995,ctls,cloud-user-events.test.cloud.datastax.com,,443,https://cloud-user-events.test.cloud.datastax.com,https,istio-envoy,text/plain,GET,3.133.249.108,/,/favicon.ico,3.140.56.42,Envoy,2,False,,error,0,,,,,,,,
cloud.ingress.us-east-2.feat.apps.paas.datastax.com,Datastax Astra,200,11768,dev.accounts.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-26T23:59:59Z,CN=cloud-session.dev.cloud.datastax.com,cloud-session.dev.cloud.datastax.com,dev.accounts.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,496bf159a09d09ec49545e4d2ca80108,8ba728a47398810f9d6ae0124162995221c5432b6357979e510d89bf79043094,ctls,dev.accounts.datastax.com,,443,https://cloud.ingress.us-east-2.feat.apps.paas.datastax.com,https,istio-envoy,text/html,GET,3.13.200.68,/,/favicon.ico,3.135.21.17,Envoy,256,False,,nonerror,0,1566106478,https://dev.accounts.datastax.com/session-service/v1/login,,,,,,
cloudquery.security.datastax.com,DataStax - Sign In,200,34882,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://cloudquery.security.datastax.com,https,nginx,text/html,GET,3.228.108.12,/,/bc/image/fileStoreRecord,3.228.108.12,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=imfgcLkKg2ggooMffA9E7Pexxj2F6wV,True,,,"Okta, Inc.",*.tiles.mapbox.com,
cndb.internal.datastax.com,Sign in to GitHub · GitHub,200,39782,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-05T00:00:00Z,2026-02-05T23:59:59Z,CN=github.com,github.com,www.github.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,6f23afb58b3c5c0e2ad302a3abf0d9be,b8bb81876833873942045a8df8f06219e00602ebcb4384c7abc24f18379c87f5,ctls,github.com,,443,https://cndb.internal.datastax.com,https,GitHub.com,text/html,GET,185.199.109.153,/,/assets/pinned-octocat-093da3e6fa40.svg,2606:50c0:8001::153,HSTS,518,False,,nonerror,0,,https://github.com/login?return_to=%2Fpages%2Fauth%3Fnonce%3D8fd09ab6-8ea9-418b-8589-3a54d79e2f87%26page_id%3D33110032%26path%3DLw,,,,,api.business.githubcopilot.com,
constellation.datastax.com,Astra DB for Generative AI App Creation & Development | DataStax,200,163533,www.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-23T14:56:27Z,2025-04-23T14:56:26Z,CN=www.datastax.com,www.datastax.com,www.datastax.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,d79529bd7016687f9b8af9e402da56ed,fb9424053c41998125ec5bb9d0a6650cc3452c82f5fa9ee7c2d44aa93da1dbb3,ctls,www.datastax.com,,443,https://constellation.datastax.com,https,Vercel,text/html,GET,96.45.83.47,/,/favicon.ico,96.45.83.224,Webpack,38,False,,other,0,,https://www.datastax.com/products/datastax-astra,,,,,https://hackerone.com,
creds-mgr-gov.ingress.us-east-2.nonprod.auth.paas.datastax.com,,200,10,creds-mgr-gov.ingress.us-east-2.nonprod.auth.paas.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-12-12T00:00:00Z,2026-01-11T23:59:59Z,CN=creds-mgr-gov.ingress.us-east-2.nonprod.auth.paas.datastax.com,creds-mgr-gov.ingress.us-east-2.nonprod.auth.paas.datastax.com,creds-mgr-gov.ingress.us-east-2.nonprod.auth.paas.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5512e810926d05f7779e472bc35ceb6a,7e8cde09b4df8f5cc66d5a7f2a3561060e502e5c9e624884d5e508cc21f56be6,ctls,creds-mgr-gov.ingress.us-east-2.nonprod.auth.paas.datastax.com,,443,https://creds-mgr-gov.ingress.us-east-2.nonprod.auth.paas.datastax.com,https,,text/plain,GET,18.190.120.148,/,/favicon.ico,3.136.208.186,,1,False,,error,0,,,,,,,,
datastax.com,The AI Platform to Build Production-Ready Apps | DataStax,200,261370,www.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-23T14:56:27Z,2025-04-23T14:56:26Z,CN=www.datastax.com,www.datastax.com,www.datastax.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,d79529bd7016687f9b8af9e402da56ed,fb9424053c41998125ec5bb9d0a6650cc3452c82f5fa9ee7c2d44aa93da1dbb3,ctls,www.datastax.com,,443,https://datastax.com,https,Vercel,text/html,GET,76.76.21.21,/,/favicon.ico,76.76.21.21,Webpack,5,False,,other,0,1566106478,https://www.datastax.com/,,,,,https://*.medium.com,
debian-public.datastax.com,,401,12,debian-public.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-06-20T00:00:00Z,2025-07-18T23:59:59Z,CN=*.datastax.com,*.datastax.com,qa.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,e54c466ad1907391ff26c9db19812307,7e3be0f37fc904ac86b6b3509bfbefc9f23fc324cd472785a194c3bf0e3d9f15,ctls,debian-public.datastax.com,cloudfront,443,https://debian-public.datastax.com,https,CloudFront,,GET,99.86.4.78,/,/favicon.ico,99.86.4.64,Basic,1,False,True,error,0,,,True,,,,,
debian-qa.datastax.com,,401,12,debian-qa.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-06-20T00:00:00Z,2025-07-18T23:59:59Z,CN=*.datastax.com,*.datastax.com,qa.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,e54c466ad1907391ff26c9db19812307,7e3be0f37fc904ac86b6b3509bfbefc9f23fc324cd472785a194c3bf0e3d9f15,ctls,debian-qa.datastax.com,cloudfront,443,https://debian-qa.datastax.com,https,CloudFront,,GET,18.172.112.16,/,/favicon.ico,18.172.112.63,Basic,1,False,True,error,0,,,True,,,,,
debian.datastax.com,Index of /,200,1283,debian.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-28T00:00:00Z,2025-09-27T23:59:59Z,CN=downloads.datastax.com,downloads.datastax.com,debian.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5f10617ca54a4a4fca1282063e0dcca5,f27d3ec6d0b945516144f1b0b1d2449cb37ee57cd008028048236c6153f63aa4,ctls,debian.datastax.com,,443,https://debian.datastax.com,https,Apache,text/html,GET,44.240.65.189,/,/favicon.ico,44.241.91.246,Apache HTTP Server,18,False,,nonerror,0,,,,,,,*.datastax.com,
debug.auth.cloud.datastax.com,,503,,debug.auth.cloud.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-04-23T00:00:00Z,2025-05-22T23:59:59Z,CN=debug.auth.cloud.datastax.com,debug.auth.cloud.datastax.com,debug.auth.cloud.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,518d00bb3e3b206419f3cbc7037d4084,58e7b56e65cb523346767604a94d59495fd5b5cd1b1782bc328a80780eb5edde,ctls,debug.auth.cloud.datastax.com,,443,https://debug.auth.cloud.datastax.com,https,,,GET,3.136.222.63,/,/favicon.ico,3.19.106.199,,1,False,,other,0,,,,,,,,
demos.datastax.com,,530,16,,,,,,,,,,,,,,,,,,cloudflare,80,http://demos.datastax.com,http,cloudflare,text/plain,GET,172.66.40.203,/,/favicon.ico,2606:4700:3108::ac42:28cb,HTTP/3,1,False,True,error,0,,,,,,,,
dev.accounts.datastax.com,Datastax Astra,200,11768,dev.accounts.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-26T23:59:59Z,CN=cloud-session.dev.cloud.datastax.com,cloud-session.dev.cloud.datastax.com,dev.accounts.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,496bf159a09d09ec49545e4d2ca80108,8ba728a47398810f9d6ae0124162995221c5432b6357979e510d89bf79043094,ctls,dev.accounts.datastax.com,,443,https://dev.accounts.datastax.com,https,istio-envoy,text/html,GET,3.12.54.30,/,/favicon.ico,3.12.70.119,Envoy,256,False,,nonerror,0,1566106478,https://dev.accounts.datastax.com/session-service/v1/login,,,,,,
dev.cloud.datastax.com,Datastax Astra,200,11768,dev.accounts.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-26T23:59:59Z,CN=cloud-session.dev.cloud.datastax.com,cloud-session.dev.cloud.datastax.com,dev.accounts.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,496bf159a09d09ec49545e4d2ca80108,8ba728a47398810f9d6ae0124162995221c5432b6357979e510d89bf79043094,ctls,dev.accounts.datastax.com,cloudfront,443,https://dev.cloud.datastax.com,https,istio-envoy,text/html,GET,99.86.4.54,/,/favicon.ico,99.86.4.91,Envoy,256,False,True,nonerror,0,1566106478,https://dev.accounts.datastax.com/session-service/v1/login,,,,,,
dev.datastax.com,DataStax for Developers | DataStax,200,190647,www.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-23T14:56:27Z,2025-04-23T14:56:26Z,CN=www.datastax.com,www.datastax.com,www.datastax.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,d79529bd7016687f9b8af9e402da56ed,fb9424053c41998125ec5bb9d0a6650cc3452c82f5fa9ee7c2d44aa93da1dbb3,ctls,www.datastax.com,,443,https://dev.datastax.com,https,Vercel,text/html,GET,96.45.83.224,/,/favicon.ico,96.45.82.5,Webpack,5,False,,other,0,,https://www.datastax.com/dev,,,,,https://*.jotform.com,
dev.langflow.datastax.com,Datastax Astra,200,11768,dev.accounts.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-26T23:59:59Z,CN=cloud-session.dev.cloud.datastax.com,cloud-session.dev.cloud.datastax.com,dev.accounts.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,496bf159a09d09ec49545e4d2ca80108,8ba728a47398810f9d6ae0124162995221c5432b6357979e510d89bf79043094,ctls,dev.accounts.datastax.com,cloudfront,443,https://dev.langflow.datastax.com,https,istio-envoy,text/html,GET,18.173.205.26,/,/favicon.ico,18.173.205.16,Envoy,256,False,True,nonerror,0,1566106478,https://dev.accounts.datastax.com/session-service/v1/login?redirect_to=https://dev.cloud.datastax.com/langflow,,,,,,
dev.metrics.infra.datastax.com,,404,74,dev.metrics.infra.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-31T02:20:34Z,2025-05-01T03:14:07Z,CN=dev.metrics.infra.datastax.com,dev.metrics.infra.datastax.com,dev.metrics.infra.datastax.com,"CN=WR3, O=Google Trust Services, C=US",WR3,Google Trust Services,244c79182e75995c9745bf8d94a3b4d6,b553ad95cdaed1698c6fd2dd20a466c0b23727c8d676dbea885c7ba0382cf5bc,ctls,dev.metrics.infra.datastax.com,google,443,https://dev.metrics.infra.datastax.com,https,,text/plain,GET,34.49.46.240,/,/favicon.ico,34.49.46.240,HTTP/3,2,False,True,error,0,,,,,,,,
dip003v0-okta-stage.teleport.teleport.astra-dev.datastax.com,,200,1005,teleport.astra-dev.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-11-17T00:00:00Z,2025-12-17T23:59:59Z,CN=teleport.astra-dev.datastax.com,teleport.astra-dev.datastax.com,*.teleport.astra-dev.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,510bf864c9cf938d265717c1d3bf8f6b,032d09410dd0ff775000a94e1f03db7ab58c51dce0461fb7b1725d908b394858,ctls,teleport.astra-dev.datastax.com,,443,https://dip003v0-okta-stage.teleport.teleport.astra-dev.datastax.com,https,,text/html,GET,54.186.54.105,/,/web/app/favicon-light.png,52.89.244.98,HSTS,33,False,,other,0,,https://teleport.astra-dev.datastax.com:443/web/launch/dip003v0-okta-stage.teleport.teleport.astra-dev.datastax.com?path=%2F,True,,,,https://dip003v0-okta-stage.teleport.teleport.astra-dev.datastax.com:*,
discover.datastax.com,,404,47,,,,,,,,,,,,,,,,,,cloudflare,80,http://discover.datastax.com,http,cloudflare,text/plain,GET,104.18.34.21,/,/favicon.ico,172.64.153.235,Cloudflare Bot Management,1,False,True,error,0,,,,,,,,
doc.datastax.com,DataStax Docs | DataStax Docs,200,57702,docs.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T00:00:00Z,2026-03-09T23:59:59Z,CN=docs.datastax.com,docs.datastax.com,docs-preview.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ce15e0b211ae67990f03b428126d8b08,b4a88c64fd47dfba6dca97cc67aaf056a386d7821faffa75388f6e55b92fe3d0,ctls,docs.datastax.com,,443,https://doc.datastax.com,https,AmazonS3,text/html,GET,96.45.82.5,/,/favicon.ico,96.45.82.212,HSTS,917,False,,other,0,1566106478,https://docs.datastax.com/en/home/index.html,,,,,https://www.youtube.com,
docs-preview.datastax.com,401 Unauthorized,401,473,docs-preview.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2019-06-10T00:00:00Z,2021-07-30T12:00:00Z,"CN=*.datastax.com, OU=IT, O=DataStax\, Inc., L=Santa Clara, ST=California, C=US",*.datastax.com,datastax.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,0c07179ee36a73ded609296bbb370eb5,176badb52c84d867a7bf69d6deba260e0e912a5ba428c31ef5f50d7194c719a7,ctls,docs-preview.datastax.com,,443,https://docs-preview.datastax.com,https,Apache/2.4.18 (Ubuntu),text/html,GET,52.11.193.144,/,/favicon.ico,52.11.193.144,Ubuntu,15,False,,error,0,,,True,,,"DataStax, Inc.",,True
docs-stage.datastax.com,DataStax Docs | DataStax Docs,200,56659,docs-stage.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T00:00:00Z,2026-03-09T23:59:59Z,CN=docs.datastax.com,docs.datastax.com,docs-preview.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ce15e0b211ae67990f03b428126d8b08,b4a88c64fd47dfba6dca97cc67aaf056a386d7821faffa75388f6e55b92fe3d0,ctls,docs-stage.datastax.com,cloudfront,443,https://docs-stage.datastax.com,https,AmazonS3,text/html,GET,52.222.236.87,/,/favicon.ico,2600:9000:223e:fe00:18:bd9a:4340:93a1,HSTS,898,False,True,other,0,1566106478,https://docs-stage.datastax.com/en/home/index.html,,,,,https://www.youtube.com,
docs.datastax.com,DataStax Docs | DataStax Docs,200,57702,docs.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T00:00:00Z,2026-03-09T23:59:59Z,CN=docs.datastax.com,docs.datastax.com,docs-preview.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ce15e0b211ae67990f03b428126d8b08,b4a88c64fd47dfba6dca97cc67aaf056a386d7821faffa75388f6e55b92fe3d0,ctls,docs.datastax.com,cloudfront,443,https://docs.datastax.com,https,AmazonS3,text/html,GET,108.138.26.24,/,/favicon.ico,2600:9000:2491:6200:3:2650:d400:93a1,HSTS,917,False,True,other,0,1566106478,https://docs.datastax.com/en/home/index.html,,,,,https://www.youtube.com,
download.datastax.com,DataStax Enterprise  |  DataStax and Apache Cassandra based Tools and Drivers,200,182817,downloads.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-28T00:00:00Z,2025-09-27T23:59:59Z,CN=downloads.datastax.com,downloads.datastax.com,debian.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5f10617ca54a4a4fca1282063e0dcca5,f27d3ec6d0b945516144f1b0b1d2449cb37ee57cd008028048236c6153f63aa4,ctls,downloads.datastax.com,,443,https://download.datastax.com,https,Apache,text/html,GET,96.45.82.5,/,/favicon.ico,96.45.83.224,YouTube,3762,False,,other,0,1587380371,https://downloads.datastax.com,,,,,*.datastax.com,
downloads-qa.datastax.com,,401,12,downloads-qa.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-06-20T00:00:00Z,2025-07-18T23:59:59Z,CN=*.datastax.com,*.datastax.com,qa.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,e54c466ad1907391ff26c9db19812307,7e3be0f37fc904ac86b6b3509bfbefc9f23fc324cd472785a194c3bf0e3d9f15,ctls,downloads-qa.datastax.com,cloudfront,443,https://downloads-qa.datastax.com,https,CloudFront,,GET,18.245.31.119,/,/favicon.ico,18.245.31.95,Basic,1,False,True,error,0,,,True,,,,,
downloads-staging.datastax.com,,401,12,downloads-staging.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-06-20T00:00:00Z,2025-07-18T23:59:59Z,CN=*.datastax.com,*.datastax.com,qa.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,e54c466ad1907391ff26c9db19812307,7e3be0f37fc904ac86b6b3509bfbefc9f23fc324cd472785a194c3bf0e3d9f15,ctls,downloads-staging.datastax.com,cloudfront,443,https://downloads-staging.datastax.com,https,CloudFront,,GET,18.172.112.35,/,/favicon.ico,18.172.112.107,Basic,1,False,True,error,0,,,True,,,,,
downloads.datastax.com,DataStax Enterprise  |  DataStax and Apache Cassandra based Tools and Drivers,200,182817,downloads.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-28T00:00:00Z,2025-09-27T23:59:59Z,CN=downloads.datastax.com,downloads.datastax.com,debian.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5f10617ca54a4a4fca1282063e0dcca5,f27d3ec6d0b945516144f1b0b1d2449cb37ee57cd008028048236c6153f63aa4,ctls,downloads.datastax.com,,443,https://downloads.datastax.com,https,Apache,text/html,GET,44.241.91.246,/,/favicon.ico,44.240.65.189,YouTube,3762,False,,other,0,1587380371,,,,,,*.datastax.com,
dse-drivers-cla.datastax.com,Contribution License Agreement,200,1450,dse-drivers-cla.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-30T00:00:00Z,2026-02-28T23:59:59Z,CN=*.herokuapp.com,*.herokuapp.com,*.herokuapp.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4f5af01cf368990154a3c1ec499111b2,67456ad33e8d932250d8d67965b85bb1f2804e019f0b47fdf4b4b18f33d4c01f,ctls,dse-drivers-cla.datastax.com,,443,https://dse-drivers-cla.datastax.com,https,Cowboy,text/html,GET,54.208.186.182,/,/favicon.ico,54.224.34.30,Heroku,46,False,,nonerror,0,-613393722,,True,,True,,,
email.datastax.com,Sign in - Google Accounts,200,1343,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:37:23Z,2025-04-21T08:37:22Z,CN=www.google.com,www.google.com,www.google.com,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,63f15ff9f2f55a05b138cb99273c3b11,5991b59e9a9d39dbaa87cdd0426f5057bf81f7c19f09d75eabb9729cb4098082,ctls,www.google.com,,443,https://email.datastax.com,https,GSE,text/html,GET,96.45.83.47,/,/favicon.ico,96.45.83.224,OpenGSE,32,False,,nonerror,0,,https://www.google.com/a/datastax.com/ServiceLogin?service=mail&passive=true&continue=https://mail.google.com/mail/&ss=1&ltmpl=ecobhgm&nui=5&btmpl=mobile&emr=1&osid=1,,,,,url=https://www.google.com/accounts/AccountChooser?hd=datastax.com&btmpl=mobile&continue=https%3A%2F%2Fmail.google.com%2Fmail%2F&osid=1&service=mail&ss=1&ltmpl=ecobhgm,
eng-resources.datastax.com,404 Not Found,404,346,eng-resources.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-06T00:00:00Z,2026-02-04T23:59:59Z,CN=eng-resources.datastax.com,eng-resources.datastax.com,eng-resources.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,3bc5cdbe37cb9d8a36d08bdd1f126b5a,9f8924da128d065c19a7444149d11f6b717f34ffb89c4af482e1e58536810ceb,ctls,eng-resources.datastax.com,cloudfront,443,https://eng-resources.datastax.com,https,AmazonS3,text/html,GET,99.86.4.88,/,/favicon.ico,2600:9000:2057:5800:a:9bb1:f2c0:93a1,Amazon Web Services,15,False,True,error,0,,,,,,,,
eng-training.datastax.com,Portal Unavailable,200,1924,eng-training.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-01T00:00:00Z,2024-12-19T23:59:59Z,"CN=msan1.myabsorb.com, O=Absorb Software Inc., L=Calgary, ST=Alberta, C=CA",msan1.myabsorb.com,learningexchange.vumc.org,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,4fa7952fb11e258dc1b56d60665dfa21,f20c847e7b933d801adf82a12ddefa5a435cd2bfc7e495dc50360634a02ecbdc,ctls,eng-training.datastax.com,,443,https://eng-training.datastax.com,https,,text/html,GET,3.211.53.110,/,/favicon.ico,52.4.190.211,HSTS,75,False,,error,0,162418931,https://eng-training.datastax.com/PortalUnavailable.html,,,True,Absorb Software Inc.,https://datastax.myabsorb.com/,True
