input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,webserver,tls_mismatched,csp_domains_,tls_expired
capital.rakuten.com,Rakuten Capital - for Global Innovation,200,64957,capital.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-27T00:00:00Z,2024-05-17T23:59:59Z,"CN=*.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.rakuten.com,"Rakuten Group, Inc.",rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,51701c6613268a5e9b86b1aa2a2b4ec1,71cb5198faf459ddd43cdd90832d67d4d1e593ee650bf9d631201f7c3bdee083,True,ctls,capital.rakuten.com,,443,https://capital.rakuten.com:443,https,text/html,GET,133.237.61.166,/,-926374507,,133.237.61.166,Apache,1089,False,,Apache,,,
cdn.fr.shopping.rakuten.com,rakuten.com,403,580,cdn.fr.shopping.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T00:00:00Z,2024-05-09T23:59:59Z,"CN=*.fr.shopping.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.fr.shopping.rakuten.com,"Rakuten Group, Inc.",fr.shopping.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e9e9dce3b58934bdbb63745f49e34cd1,52246c48fcf435748bbe0801f4a3aab183cdf86c7b538e60028a5d93a8074e99,True,ctls,cdn.fr.shopping.rakuten.com,,443,https://cdn.fr.shopping.rakuten.com:443,https,text/html,GET,152.199.23.20,/,686416004,,152.199.23.20,Datadome,2,False,,Apache,,,
cdn.pendo.io,,403,300,cdn.pendo.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-30T00:00:00Z,2024-07-28T23:59:59Z,CN=cdn.pendo.io,cdn.pendo.io,,cdn.pendo.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9c9491645f3c8b427c66d268808719f1,a48ce4cccd8a459089daba972c598b8addfc2c1b08ca409e77cc10357b1d6521,,ctls,cdn.pendo.io,cloudfront,443,https://cdn.pendo.io:443,https,application/xml,GET,18.66.112.14,/,501560377,,2600:9000:223f:b000:1f:aa31:7740:93a1,Amazon Web Services,1,False,True,UploadServer,,,
challenger.api.global.rakuten.com,,404,64,challenger.api.global.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-22T00:00:00Z,2023-09-22T23:59:59Z,"CN=*.api.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.api.global.rakuten.com,"Rakuten Group, Inc.",api.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2590de72e932f019853c5d2f8687d956,410e783b2a3f70f17d0b5abe364ffc9c4c2f73a61d84ff841cffde6d9b07b87d,True,ctls,challenger.api.global.rakuten.com,,443,https://challenger.api.global.rakuten.com:443,https,text/plain,GET,203.190.59.221,/,417151083,,203.190.59.221,Envoy,1,False,,istio-envoy,,,
clickfrom.rakuten.com,Service Unavailable,503,266,clickfrom.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-28T00:00:00Z,2024-02-11T23:59:59Z,"CN=www.rakuten.com, O=Ebates Performance Marketing\, Inc., L=San Francisco, ST=California, C=US",www.rakuten.com,"Ebates Performance Marketing, Inc.",www2.buy.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,6ecd10781e888a325a7ddecc24582893,d608cc7804a59179d71475c58caab5c35dfd136c163f60210a7ed3aab361de5c,,ctls,clickfrom.rakuten.com,,443,https://clickfrom.rakuten.com:443,https,text/html,GET,23.45.103.93,/,-1895981101,,23.45.103.93,,9,False,,AkamaiGHost,,,
cont001.ias.global.rakuten.com,403 Forbidden,403,135,cont001.ias.global.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-12T00:00:00Z,2024-06-12T23:59:59Z,"CN=*.ias.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.ias.global.rakuten.com,"Rakuten Group, Inc.",ias.global.rakuten.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,a65893a43b4a44b26de0821e633ba90a,bb0755de4763ee1c367a17af50be4cefac2ca750d0950e9c828bd1681c33b61c,True,ctls,cont001.ias.global.rakuten.com,,443,https://cont001.ias.global.rakuten.com:443,https,text/html,GET,23.57.19.11,/,-1482614436,,23.57.19.11,Nginx,3,False,,nginx,,,
contest.fr.shopping.rakuten.com,"Rakuten - Achat et vente neuf, occasion et reconditionné",200,1619213,contest.fr.shopping.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T00:00:00Z,2024-05-09T23:59:59Z,"CN=*.fr.shopping.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.fr.shopping.rakuten.com,"Rakuten Group, Inc.",fr.shopping.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e9e9dce3b58934bdbb63745f49e34cd1,52246c48fcf435748bbe0801f4a3aab183cdf86c7b538e60028a5d93a8074e99,True,ctls,contest.fr.shopping.rakuten.com,,443,https://contest.fr.shopping.rakuten.com:443,https,text/html,GET,66.22.35.2,/,686416004,,66.22.35.2,HSTS,13727,False,,,,https://preview.priceminister.com,
data.pendo.io,pendo.io,200,2443,data.pendo.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T00:46:05Z,2023-09-14T01:42:00Z,CN=pendo.io,pendo.io,,*.pendo.io,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,900e6766944486c762eb58ab1f7cdba0,ea305a8f289c8c4e29b58900113a21e5c91f73ae5b2f3851b585eca9d0378963,True,ctls,data.pendo.io,google,443,https://data.pendo.io:443,https,text/html,GET,34.149.155.70,/,-987300295,,34.149.155.70,Google Cloud CDN,1,False,True,,,,
dev.social.account.rakuten.com,,404,,dev.social.account.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T00:00:00Z,2024-06-04T23:59:59Z,"CN=*.social.account.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.social.account.rakuten.com,"Rakuten Group, Inc.",social.account.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,23b658a9b74d0f208735a4569779a11a,050ea0a884ebf025761d0123ff9af0723b90c82e9622a0a9959ce00777fcf28a,True,ctls,dev.social.account.rakuten.com,google,443,https://dev.social.account.rakuten.com:443,https,,GET,34.111.161.7,/,-1840324437,,34.111.161.7,HTTP/3,1,False,True,istio-envoy,,,
developer.rakuten.com,Rakuten Developers,200,42446,developers.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T00:00:00Z,2024-05-17T23:59:59Z,"CN=*.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.rakuten.com,"Rakuten Group, Inc.",rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,51701c6613268a5e9b86b1aa2a2b4ec1,71cb5198faf459ddd43cdd90832d67d4d1e593ee650bf9d631201f7c3bdee083,True,ctls,developers.rakuten.com,,443,https://developer.rakuten.com:443,https,text/html,GET,133.237.129.196,/,-1361263410,https://developers.rakuten.com/,133.237.129.196,HSTS,512,False,,Apache,,,
docs.sixthsense.rakuten.com,SixthSense Documentation,200,407,docs.sixthsense.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-30T00:00:00Z,2024-07-30T23:59:59Z,"CN=*.sixthsense.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.sixthsense.rakuten.com,"Rakuten Group, Inc.",sixthsense.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d19ecba744427bed2d841337e521f553,6c7257357c646684b75db9f9b71af5a120afcc464f8caf1e8470fcdf5b2ce467,True,ctls,docs.sixthsense.rakuten.com,google,443,https://docs.sixthsense.rakuten.com:443,https,text/html,GET,34.120.183.186,/,-1039357905,https://docs.sixthsense.rakuten.com/observability/,34.120.183.186,Nginx,18,False,True,nginx,,,
enterpriseenrollment.rakuten.com,Microsoft Intune admin center,200,42578,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-15T23:09:38Z,2024-06-27T23:59:59Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,Microsoft Corporation,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,cc05305937f68a7eea27d9d7af0caa65,110faef00876766ade3550f2f7525379d91c5b3f225fef3ca414db8c9620b49b,,ctls,intune.microsoft.com,azure,443,https://enterpriseenrollment.rakuten.com:443,https,text/html,GET,52.236.189.96,/,1631801191,https://intune.microsoft.com/,52.236.189.96,HSTS,4,False,True,,,,
enterpriseregistration.mail.rakuten.com,Service,404,1565,enterpriseregistration.mail.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-03T00:00:00Z,2024-07-03T23:59:59Z,"CN=graph.windows.net, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",graph.windows.net,Microsoft Corporation,sts.windows.net,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,e7df1f16e52638c1dfeed42ec0ca9590,2ac4f3864729a635125d556395e9307bc2967b6675fdc970a1d9e7daad887c7f,True,ctls,enterpriseregistration.mail.rakuten.com,azure,443,https://enterpriseregistration.mail.rakuten.com:443,https,text/html,GET,40.126.32.129,/,-2070773535,,2603:1027:1:148::b,HSTS,14,False,True,,True,,
eu.account.rakuten.com,My Rakuten,200,3263,eu.account.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-16T00:00:00Z,2024-06-13T23:59:59Z,"CN=*.eu.account.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.eu.account.rakuten.com,"Rakuten Group, Inc.",eu.account.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,fe20ad67301a9c1089b93982a1fc2b2e,e37ec7a3239715d3dd12fd79975063f1b9961ac76b97d8fe83d61d8e267da9b5,True,ctls,eu.account.rakuten.com,google,443,https://eu.account.rakuten.com:443,https,text/html,GET,35.227.206.108,/,780140893,,35.227.206.108,HTTP/3,1,False,True,,,,
eu.login.account.rakuten.com,Error - Rakuten,404,2594,eu.login.account.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-15T00:00:00Z,2024-01-15T23:59:59Z,"CN=*.login.account.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.login.account.rakuten.com,"Rakuten Group, Inc.",login.account.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f0dffc74bfd3c123eda9e378da636b8a,b848c68d7039cae84c2920b89309c5ad1a6588da5ebdd80a99289d5cf1799bb2,True,ctls,eu.login.account.rakuten.com,google,443,https://eu.login.account.rakuten.com:443,https,text/html,GET,34.107.149.224,/,-1048254736,,34.107.149.224,HTTP/3,71,False,True,istio-envoy,,,
europe.pay.rakuten.com,Home | Rakuten Pay,200,15812,www.europe.pay.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.europe.pay.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.europe.pay.rakuten.com,"Rakuten Group, Inc.",*.europe.pay.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c37dc5e060ec58d2902d0b78316d369b,5fffb76c3323d8c034ca8db7fb86be7ba86ad34bcfad52a63835fc9ef43dd403,True,ctls,www.europe.pay.rakuten.com,cloudfront,443,https://europe.pay.rakuten.com:443,https,text/html,GET,18.164.52.62,/,-1474531410,https://www.europe.pay.rakuten.com/index.html,2600:9000:2450:5400:0:4c05:9b40:93a1,Ruby,332,False,True,AmazonS3,,,
experiences.travel.rakuten.com,Rakuten Travel Experiences - Book Your Next Travel Adventure,200,324762,experiences.travel.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-06T00:55:45Z,2023-09-04T01:49:39Z,CN=experiences.travel.rakuten.com,experiences.travel.rakuten.com,,experiences.travel.rakuten.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,2087773427ffda1d81eecd671339f634,5121e4bbdb1828cdce75dcb41f9e9c023f17cfd52bd9f992e758a835373af2e2,,ctls,experiences.travel.rakuten.com,google,443,https://experiences.travel.rakuten.com:443,https,text/html,GET,34.120.81.214,/,1701243489,,34.120.81.214,Vue.js,1510,False,True,nginx,,,
federation-sso.account.rakuten.com,,404,,federation-sso.account.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T00:00:00Z,2024-05-28T23:59:59Z,"CN=*.id.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.id.global.rakuten.com,"Rakuten Group, Inc.",*.account.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,15817180358ab24ce68a3245cfba0e7b,f2419aa262e761b19fefd4343a2931911f0a896b4e4c69eefcda4da318d50f0c,True,ctls,federation-sso.account.rakuten.com,google,443,https://federation-sso.account.rakuten.com:443,https,,GET,34.85.117.129,/,-1840324437,,34.85.117.129,,1,False,True,istio-envoy,,,
fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:21:12Z,2023-10-02T08:21:11Z,CN=*.gstatic.com,*.gstatic.com,,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,094b775d6381284fd7043fc871efdc5c,659210c1a54cc8ad5769aafb5777054e2a82cd6e9c0f3559c21166a97ede41b3,True,ctls,fonts.gstatic.com,,443,https://fonts.gstatic.com:443,https,text/html,GET,142.250.185.163,/,302920777,,2a00:1450:4001:831::2003,HTTP/3,12,False,,sffe,,,
fr.shopping.rakuten.com,"Rakuten - Achat et vente neuf, occasion et reconditionné",200,1253870,fr.shopping.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,2024-05-09T23:59:59Z,"CN=*.fr.shopping.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.fr.shopping.rakuten.com,"Rakuten Group, Inc.",fr.shopping.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e9e9dce3b58934bdbb63745f49e34cd1,52246c48fcf435748bbe0801f4a3aab183cdf86c7b538e60028a5d93a8074e99,True,ctls,fr.shopping.rakuten.com,cloudfront,443,https://fr.shopping.rakuten.com:443,https,text/html,GET,13.32.27.66,/,686416004,,13.32.27.39,HTTP/3,13301,False,True,fasterize,,,
game.fr.shopping.rakuten.com,Rakuten,200,8841,game.fr.shopping.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T00:00:00Z,2024-05-09T23:59:59Z,"CN=*.fr.shopping.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.fr.shopping.rakuten.com,"Rakuten Group, Inc.",fr.shopping.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e9e9dce3b58934bdbb63745f49e34cd1,52246c48fcf435748bbe0801f4a3aab183cdf86c7b538e60028a5d93a8074e99,True,ctls,game.fr.shopping.rakuten.com,,443,https://game.fr.shopping.rakuten.com:443,https,text/html,GET,66.22.35.2,/,444763965,,66.22.35.2,PHP,179,False,,,,,
gateway-api.global.rakuten.com,,404,48,gateway-api.global.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-25T00:00:00Z,2024-06-22T23:59:59Z,"CN=*.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.global.rakuten.com,"Rakuten Group, Inc.",global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1f31917d90752410d4962f4514821442,5d1d922eeec1b0a5a38f4e50aa2e5939391b7c2683bd1f7de911e28d1aa77084,True,ctls,gateway-api.global.rakuten.com,,443,https://gateway-api.global.rakuten.com:443,https,application/json,GET,133.237.63.57,/,834205737,,133.237.63.57,,1,False,,,,,
gateway-api.golf.gs.rakuten.com,,404,48,gateway-api.golf.gs.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-05-28T23:59:59Z,"CN=*.golf.rakuten.co.jp, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.golf.rakuten.co.jp,"Rakuten Group, Inc.",golf.rakuten.co.jp,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,92f9cdae9ba7b967c8072d132ed0a840,955eceb0a0595366c58646e927bd22131f353bb3d311fc1f8439c433240030b5,True,ctls,gateway-api.golf.gs.rakuten.com,,443,https://gateway-api.golf.gs.rakuten.com:443,https,application/json,GET,133.237.62.87,/,834205737,,133.237.62.87,,1,False,,,True,,
gateway-api.point-service.global.rakuten.com,,200,22,gateway-api.point-service.global.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-13T00:00:00Z,2024-07-13T23:59:59Z,"CN=gateway-api.point-service.global.rakuten.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",gateway-api.point-service.global.rakuten.com,Microsoft Corporation,gateway-api.point-service.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a3d5d30c38fbda03452f92ea18b4031f,230d0b383cfc540d9f02e8823d9396b8b4d707f201fb20dc89cf5815992830da,,ctls,gateway-api.point-service.global.rakuten.com,,443,https://gateway-api.point-service.global.rakuten.com:443,https,application/json,GET,13.107.246.45,/,115727329,https://gateway-api.point-service.global.rakuten.com/404,2620:1ec:46::45,HSTS,1,False,,,,,
global-member.insight.rakuten.com,Rakuten Insight Surveys,200,81270,global-member.insight.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-15T00:00:00Z,2023-12-15T23:59:59Z,"CN=*.insight.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.insight.rakuten.com,"Rakuten Group, Inc.",insight.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1c3b8d63745c84afefc2a103c4af88fa,a7bdace271260b5b329a0815bd6cec61e7ef98adf6196e405f321c64020e9c6b,True,ctls,global-member.insight.rakuten.com,,443,https://global-member.insight.rakuten.com:443,https,text/html,GET,133.237.79.38,/,-1204883809,https://global-member.insight.rakuten.com/help/inquiry,133.237.79.38,webpack,2331,False,,,,,
global.fr.shopping.rakuten.com,rakuten.com,403,580,global.fr.shopping.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T00:00:00Z,2024-05-09T23:59:59Z,"CN=*.fr.shopping.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.fr.shopping.rakuten.com,"Rakuten Group, Inc.",fr.shopping.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e9e9dce3b58934bdbb63745f49e34cd1,52246c48fcf435748bbe0801f4a3aab183cdf86c7b538e60028a5d93a8074e99,True,ctls,global.fr.shopping.rakuten.com,,443,https://global.fr.shopping.rakuten.com:443,https,text/html,GET,141.226.253.212,/,1657360221,,141.226.253.212,Datadome,2,False,,Apache,,,
global.rakuten.com,"Rakuten Group, Inc.",200,74883,global.rakuten.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2023-02-16T00:00:00Z,2024-02-16T23:59:59Z,"CN=www.rakuten.co.jp, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP, serialNumber=0107-01-020592, businessCategory=Private Organization, jurisdictionCountry=JP, businessCategory=Private Organization, jurisdictionCountry=JP",www.rakuten.co.jp,"Rakuten Group, Inc.",www.rakuten.ne.jp,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,dab768ae06da0237d21235550a7e4df3,69711cb22c9baaf3adff8d4e96eabd075632488a42b90e751740bcc2c250aca6,,ctls,global.rakuten.com,,443,https://global.rakuten.com:443,https,text/html,GET,104.75.89.222,/,-1846279163,https://global.rakuten.com/corp/,104.75.89.222,Apache,1189,False,,Apache,,,
go.business.rakuten.com,Open main menu,404,44697,go.business.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-24T12:17:30Z,2023-10-22T12:17:29Z,CN=go.business.rakuten.com,go.business.rakuten.com,,go.business.rakuten.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,0a783f83826a9d154002258ad8a76132,82c23d38dc482e5b247da2702fd427a3ed0ce6ad210bd1c1f75021dfc916b630,,ctls,go.business.rakuten.com,,443,https://go.business.rakuten.com:443,https,text/html,GET,199.60.103.29,/,345509546,,2606:2c40::c73c:671d,HubSpot CMS Hub,2130,False,,cloudflare,,,
grpa01.payment.global.rakuten.com,All Rakuten Services: Error 404 Not Found,404,1887,grpa01.payment.global.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-07T00:00:00Z,2024-07-07T23:59:59Z,"CN=*.payment.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.payment.global.rakuten.com,"Rakuten Group, Inc.",payment.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,042c86dbb0d541ab8646bcdd63d65cb7,639e2df8b66ef8d57209d09b8a9580cf9da992e60ab52cf6294101e0d1a0b847,True,ctls,grpa01.payment.global.rakuten.com,,443,https://grpa01.payment.global.rakuten.com:443,https,text/html,GET,99.83.238.55,/,-926374507,,75.2.2.98,Nginx,42,False,,nginx,,,
https://oinmanager.okta.com,OIN Manager - Landing Page,200,1111,oinmanager.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-22T23:59:59Z,"CN=oinmanager.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",oinmanager.okta.com,"Okta, Inc.",oanmanager.okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c5ed6ef95b0582df3921359102788ad7,f97c36fa2d8a127a09340ceedf19856921fe6b3627f400ad24c548854b842b1e,,ctls,oinmanager.okta.com,,443,https://oinmanager.okta.com:443,https,text/html,GET,34.236.219.199,/,-2069203784,,18.211.173.97,HSTS,6,False,,envoy,,,
idrouter-prod.accounts.global.gs.rakuten.com,,403,93,idrouter-prod.accounts.global.gs.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-22T00:00:00Z,2023-09-22T23:59:59Z,"CN=*.accounts.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.accounts.global.rakuten.com,"Rakuten Group, Inc.",accounts.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6627fb262c7b8bddf61382bcd6350f27,a95208178b49ced4109d886b8e36548b6a40ac27f15843e9226bfdacf741ea3e,True,ctls,idrouter-prod.accounts.global.gs.rakuten.com,,443,https://idrouter-prod.accounts.global.gs.rakuten.com:443,https,text/html,GET,133.237.63.169,/,-1060002298,,133.237.63.169,,4,False,,,True,,
images.fr.shopping.rakuten.com,rakuten.com,403,580,images.fr.shopping.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T00:00:00Z,2024-05-09T23:59:59Z,"CN=*.fr.shopping.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.fr.shopping.rakuten.com,"Rakuten Group, Inc.",fr.shopping.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e9e9dce3b58934bdbb63745f49e34cd1,52246c48fcf435748bbe0801f4a3aab183cdf86c7b538e60028a5d93a8074e99,True,ctls,images.fr.shopping.rakuten.com,,443,https://images.fr.shopping.rakuten.com:443,https,text/html,GET,66.22.35.2,/,686416004,,66.22.35.2,HSTS,2,False,,,,,
