input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,webserver,tls_mismatched,csp_domains_,tls_expired
stg-grpa01.payment.global.rakuten.com,All Rakuten Services: Error 404 Not Found,404,1887,stg-grpa01.payment.global.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-07T00:00:00Z,2024-07-07T23:59:59Z,"CN=*.payment.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.payment.global.rakuten.com,"Rakuten Group, Inc.",payment.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,042c86dbb0d541ab8646bcdd63d65cb7,639e2df8b66ef8d57209d09b8a9580cf9da992e60ab52cf6294101e0d1a0b847,True,ctls,stg-grpa01.payment.global.rakuten.com,,443,https://stg-grpa01.payment.global.rakuten.com:443,https,text/html,GET,13.248.222.49,/,-926374507,,76.223.76.50,Nginx,42,False,,nginx,,,
stg-manage.travel.rakuten.com,Rakuten Travel - Supplier site,200,1675806,stg-manage.travel.rakuten.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2023-07-07T00:00:00Z,2024-01-03T23:59:59Z,"CN=stgdev.rakuten.co.jp, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",stgdev.rakuten.co.jp,"Rakuten Group, Inc.",test.address.rakuten.co.jp,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6528f3aaa30a973752152cb9aaf9cc5a,772d58a848a59944ea29db2faf73544f33dd9e5b0645bcab62fc6900e1b290d6,,ctls,stg-manage.travel.rakuten.com,,443,https://stg-manage.travel.rakuten.com:443,https,text/html,GET,23.48.14.34,/,903125162,,23.48.14.34,React,1242,False,,nginx,,*.google.com,
stg-premium.travel.rakuten.com,楽天トラベル : 指定されたページはアクセスが制限されています（エラー403）,403,1894,stg-premium.travel.rakuten.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2023-04-18T00:00:00Z,2024-04-17T23:59:59Z,"CN=intl.rakuten-static.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",intl.rakuten-static.com,"Rakuten Group, Inc.",www.the-seiyu.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,453500cd04053eab94381c3d3a2aae4d,1b51273b81e26e86b2d828360b2c3c941801819812d5215b10252b25f1f75359,,ctls,stg-premium.travel.rakuten.com,,443,https://stg-premium.travel.rakuten.com:443,https,text/html,GET,104.75.89.215,/,-847972639,,2a02:26f0:3500:886::3f57,Nginx,43,False,,nginx,,,
stg-travel.rakuten.com,Rakuten Travel: Book quality hotels and ryokans in Japan,200,1057182,stg-travel.rakuten.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2023-07-07T00:00:00Z,2024-01-03T23:59:59Z,"CN=stgdev.rakuten.co.jp, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",stgdev.rakuten.co.jp,"Rakuten Group, Inc.",test.address.rakuten.co.jp,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6528f3aaa30a973752152cb9aaf9cc5a,772d58a848a59944ea29db2faf73544f33dd9e5b0645bcab62fc6900e1b290d6,,ctls,stg-travel.rakuten.com,,443,https://stg-travel.rakuten.com:443,https,text/html,GET,23.48.14.34,/,-738705486,,2a02:26f0:1700:794::312,React,1671,False,,,,stg-trv.r10s.com,
stg.gateway-api.global.rakuten.com,,404,48,stg.gateway-api.global.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-27T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.gateway-api.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.gateway-api.global.rakuten.com,"Rakuten Group, Inc.",gateway-api.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7ac57d86c8f567638b112c7f7591c5cf,b4aae4ba167712e7deaf084ba42301215fe43ddb0641f64bfb15047bee72a27b,True,ctls,stg.gateway-api.global.rakuten.com,,443,https://stg.gateway-api.global.rakuten.com:443,https,application/json,GET,203.190.60.207,/,834205737,,203.190.60.207,,1,False,,,,,
symphony.rakuten.com,Rakuten Symphony | Mobile as a Software,200,65372,symphony.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-07T11:18:23Z,2023-10-05T11:18:22Z,CN=symphony.rakuten.com,symphony.rakuten.com,,symphony.rakuten.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,74d0bd0ad22f4ce4d4f1295149c99e65,cf5a3836decf7d36f4d42df0af20ededa286a9cd759327e915f839c829e2a6db,,ctls,symphony.rakuten.com,,443,https://symphony.rakuten.com:443,https,text/html,GET,34.249.200.254,/,1906542351,,63.35.51.142,Webflow,206,False,,,,,
tag.rmp.rakuten.com,,204,,tag.rmp.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-06T18:40:31Z,2023-09-04T19:33:45Z,CN=tag.rmp.rakuten.com,tag.rmp.rakuten.com,,tag.rmp.rakuten.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7e3c1cb904d552f913d566c82fd9f265,60a94012bc4ead52be6b90bd86a78aad269dcf99169885b5fcb5da37e7472b45,,ctls,tag.rmp.rakuten.com,google,443,https://tag.rmp.rakuten.com:443,https,,GET,34.102.147.248,/,-1840324437,,34.102.147.248,HTTP/3,1,False,True,,,,
test-blacklist.api.global.rakuten.com,,404,64,test-blacklist.api.global.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-22T00:00:00Z,2023-09-22T23:59:59Z,"CN=*.api.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.api.global.rakuten.com,"Rakuten Group, Inc.",api.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2590de72e932f019853c5d2f8687d956,410e783b2a3f70f17d0b5abe364ffc9c4c2f73a61d84ff841cffde6d9b07b87d,True,ctls,test-blacklist.api.global.rakuten.com,,443,https://test-blacklist.api.global.rakuten.com:443,https,text/plain,GET,133.237.61.235,/,417151083,,133.237.61.235,,1,False,,cfrontendapi,,,
test.ap.account.rakuten.com,403,403,134,test.ap.account.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-16T00:00:00Z,2023-12-13T23:59:59Z,"CN=*.ap.account.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.ap.account.rakuten.com,"Rakuten Group, Inc.",ap.account.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f73a075ef08d1df47e05f4f490aa8228,faf153ec4c231d367f252ba6404c6f129b6e74ecd0e32f073cf14fd32516ad12,True,ctls,test.ap.account.rakuten.com,google,443,https://test.ap.account.rakuten.com:443,https,text/html,GET,34.98.102.51,/,1723221432,,34.98.102.51,HTTP/3,1,False,True,,,,
token-jp.id.global.rakuten.com,,200,,token-jp.id.global.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-01T00:00:00Z,2024-05-28T23:59:59Z,"CN=*.id.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.id.global.rakuten.com,"Rakuten Group, Inc.",*.account.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,15817180358ab24ce68a3245cfba0e7b,f2419aa262e761b19fefd4343a2931911f0a896b4e4c69eefcda4da318d50f0c,True,ctls,token-jp.id.global.rakuten.com,,443,https://token-jp.id.global.rakuten.com:443,https,,GET,133.237.108.121,/,-138391155,,133.237.108.121,HSTS,1,False,,,,,
token.id.global.rakuten.com,,200,,token.id.global.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T00:00:00Z,2024-05-28T23:59:59Z,"CN=*.id.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.id.global.rakuten.com,"Rakuten Group, Inc.",*.account.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,15817180358ab24ce68a3245cfba0e7b,f2419aa262e761b19fefd4343a2931911f0a896b4e4c69eefcda4da318d50f0c,True,ctls,token.id.global.rakuten.com,google,443,https://token.id.global.rakuten.com:443,https,,GET,35.190.74.37,/,-138391155,,35.190.74.37,HTTP/3,1,False,True,,,,
travel.rakuten.com,Rakuten Travel: Book quality hotels and ryokans in Japan,200,3320228,travel.rakuten.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2023-04-18T00:00:00Z,2024-04-17T23:59:59Z,"CN=intl.rakuten-static.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",intl.rakuten-static.com,"Rakuten Group, Inc.",www.the-seiyu.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,453500cd04053eab94381c3d3a2aae4d,1b51273b81e26e86b2d828360b2c3c941801819812d5215b10252b25f1f75359,,ctls,travel.rakuten.com,,443,https://travel.rakuten.com:443,https,text/html,GET,104.75.89.215,/,-738705486,,104.75.89.215,React,1667,False,,,,*.rat.rakuten.co.jp,
trk.mg.links.rakuten.com,,404,128,trk.mg.links.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-31T20:18:58Z,2023-10-29T20:18:57Z,CN=trk.mg.links.rakuten.com,trk.mg.links.rakuten.com,,trk.mg.links.rakuten.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e6ceabe0b9aa47f9ade19b4de0ca76ae,6b650f6fc06e55e65d47822af284c3737bf780ced1a26979179a4a81970160a0,,ctls,trk.mg.links.rakuten.com,,443,https://trk.mg.links.rakuten.com:443,https,application/json,GET,54.156.128.221,/,-1586757741,,52.71.250.148,OpenResty:1.21.4.2,7,False,,openresty/1.21.4.2,,,
us.account.rakuten.com,Rakuten: Shop. Get Cash Back. Repeat.,200,272789,www.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-28T00:00:00Z,2024-02-11T23:59:59Z,"CN=www.rakuten.com, O=Ebates Performance Marketing\, Inc., L=San Francisco, ST=California, C=US",www.rakuten.com,"Ebates Performance Marketing, Inc.",www2.buy.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,6ecd10781e888a325a7ddecc24582893,d608cc7804a59179d71475c58caab5c35dfd136c163f60210a7ed3aab361de5c,,ctls,www.rakuten.com,google,443,https://us.account.rakuten.com:443,https,text/html,GET,35.227.206.108,/,467551226,https://www.rakuten.com/,35.227.206.108,Nginx,1843,False,True,nginx,,,
us.rakuten.com,Rakuten: Shop. Get Cash Back. Repeat.,200,272789,www.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-28T00:00:00Z,2024-02-11T23:59:59Z,"CN=www.rakuten.com, O=Ebates Performance Marketing\, Inc., L=San Francisco, ST=California, C=US",www.rakuten.com,"Ebates Performance Marketing, Inc.",www2.buy.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,6ecd10781e888a325a7ddecc24582893,d608cc7804a59179d71475c58caab5c35dfd136c163f60210a7ed3aab361de5c,,ctls,www.rakuten.com,,443,https://us.rakuten.com:443,https,text/html,GET,23.37.55.174,/,1097649740,https://www.rakuten.com/,23.37.55.174,Nginx,1843,False,,nginx,,,
view.emails.rakuten.com,Error,200,932,view.emails.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-14T00:00:00Z,2024-02-13T23:59:59Z,"CN=view.s6.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",view.s6.exacttarget.com,"SALESFORCE.COM, INC.",view.s6.sfmc-content.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,83e817960bb0f9c33714ca10c0baa9d4,e510d179a42908af34fd5b2b466a9003ae6899e34145693feb196e918f5a8b3d,,ctls,view.emails.rakuten.com,,443,https://view.emails.rakuten.com:443,https,text/html,GET,68.232.203.71,/,1631801191,https://view.emails.rakuten.com/Error.aspx,68.232.203.71,HSTS,28,False,,,True,,
view.newsletter.rakuten.com,Error,200,932,view.newsletter.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-14T00:00:00Z,2024-02-13T23:59:59Z,"CN=view.s6.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",view.s6.exacttarget.com,"SALESFORCE.COM, INC.",view.s6.sfmc-content.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,83e817960bb0f9c33714ca10c0baa9d4,e510d179a42908af34fd5b2b466a9003ae6899e34145693feb196e918f5a8b3d,,ctls,view.newsletter.rakuten.com,,443,https://view.newsletter.rakuten.com:443,https,text/html,GET,68.232.203.71,/,1631801191,https://view.newsletter.rakuten.com/Error.aspx,68.232.203.71,HSTS,28,False,,,True,,
web.point.rakuten.com,Page not found,503,3277,web.point.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,True,ctls,web.point.rakuten.com,,443,https://web.point.rakuten.com:443,https,text/html,GET,2.16.186.9,/,-123147934,,2a02:26f0:1700:d::1737:6e8f,Microsoft HTTPAPI:2.0,64,False,,Windows-Azure-Blob/1.0 Microsoft-HTTPAPI/2.0,True,,
ws.fr.shopping.rakuten.com,,403,594,ws.fr.shopping.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T00:00:00Z,2024-05-09T23:59:59Z,"CN=*.fr.shopping.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.fr.shopping.rakuten.com,"Rakuten Group, Inc.",fr.shopping.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e9e9dce3b58934bdbb63745f49e34cd1,52246c48fcf435748bbe0801f4a3aab183cdf86c7b538e60028a5d93a8074e99,True,ctls,ws.fr.shopping.rakuten.com,,443,https://ws.fr.shopping.rakuten.com:443,https,text/xml,GET,66.22.32.152,/,-1812417198,,66.22.32.152,,13,False,,RemoveIdentity,,,
www.business.rakuten.com,Get more rewarding performance | Rakuten,200,63457,business.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-09T17:54:21Z,2023-10-07T17:54:20Z,CN=business.rakuten.com,business.rakuten.com,,www.business.rakuten.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f97c1001e5ee833ffe3d8ef28073c8fa,7f43cfc3563c5f922d762e3f3fa4985f9e2332d862de34fe5e440b77435af6ac,,ctls,business.rakuten.com,,443,https://www.business.rakuten.com:443,https,text/html,GET,192.0.66.75,/,1274734426,https://business.rakuten.com/,2a04:fa87:fffd::c000:424b,Yoast SEO:20.7,763,False,,nginx,,,
www.europe.pay.rakuten.com,Home | Rakuten Pay,200,15812,www.europe.pay.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.europe.pay.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.europe.pay.rakuten.com,"Rakuten Group, Inc.",*.europe.pay.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c37dc5e060ec58d2902d0b78316d369b,5fffb76c3323d8c034ca8db7fb86be7ba86ad34bcfad52a63835fc9ef43dd403,True,ctls,www.europe.pay.rakuten.com,cloudfront,443,https://www.europe.pay.rakuten.com:443,https,text/html,GET,52.84.174.42,/,-1474531410,,2600:9000:218c:1c00:2:b6be:a980:93a1,Ruby,332,False,True,AmazonS3,,,
www.fr.shopping.rakuten.com,"Rakuten - Achat et vente neuf, occasion et reconditionné",200,1255400,fr.shopping.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,2024-05-09T23:59:59Z,"CN=*.fr.shopping.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.fr.shopping.rakuten.com,"Rakuten Group, Inc.",fr.shopping.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e9e9dce3b58934bdbb63745f49e34cd1,52246c48fcf435748bbe0801f4a3aab183cdf86c7b538e60028a5d93a8074e99,True,ctls,fr.shopping.rakuten.com,,443,https://www.fr.shopping.rakuten.com:443,https,text/html,GET,212.23.167.62,/,686416004,https://fr.shopping.rakuten.com/,212.23.167.62,HTTP/3,13328,False,,fasterize,,,
zendesk2.m.rakuten.com,,409,16,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk2.m.rakuten.com:80,http,text/plain,GET,162.159.128.7,/,1000520165,,162.159.138.6,Cloudflare,1,False,True,cloudflare,,,
zendesk3.m.rakuten.com,,409,16,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk3.m.rakuten.com:80,http,text/plain,GET,162.159.138.6,/,1000520165,,162.159.128.7,Cloudflare,1,False,True,cloudflare,,,
