input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,final_url
us.nucleus-lb.newrelic.com,,404,,,us.nucleus-lb.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-07T08:26:39Z,2023-08-05T08:26:38Z,CN=*.us-vacant-life.nucleus-lb.newrelic.com,*.us-vacant-life.nucleus-lb.newrelic.com,onenr.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ca3965e6a219912aa4f3ea25e8a1930e,cf7316a16c80d7ff11f95e0bef463a3101d7b870c6e07f3bd1392657a478f651,ctls,us.nucleus-lb.newrelic.com,,443,https://us.nucleus-lb.newrelic.com:443,https,envoy,,GET,18.219.167.17,/,-1840324437,3.129.33.187,Envoy,1,False,,,True,,
vpnaccess-https-th-m-wikipedia-org-4-6.service.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,vpnaccess-https-th-m-wikipedia-org-4-6.service.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.service.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.service.newrelic.com,service.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cebc90daed69987d6d0074096ef109f8,cfe6f56332cf8e968987e7f7e651fa8bdc6de19c72b2dbf3d3c0a347b555db71,ctls,vpnaccess-https-th-m-wikipedia-org-4-6.service.newrelic.com,,80,http://vpnaccess-https-th-m-wikipedia-org-4-6.service.newrelic.com:80,http,,text/html,GET,162.247.242.38,/,771224655,162.247.242.40,,389,False,,"New Relic, Inc.",True,,https://vpnaccess-https-th-m-wikipedia-org-4-6.service.newrelic.com/
wdl.staging-service.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,wdl.staging-service.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.staging-service.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.staging-service.newrelic.com,staging-service.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,47d0b6e93a79dad1894d43b2354fec34,a7cc985e41a10752665dc3bd86c61a756a8930182184fc23034fb1d72ba44d78,ctls,wdl.staging-service.newrelic.com,,443,https://wdl.staging-service.newrelic.com:443,https,,text/html,GET,162.247.242.170,/,771224655,162.247.242.170,,389,False,,"New Relic, Inc.",True,,
wiki-account-euwpostgresgit.service.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,wiki-account-euwpostgresgit.service.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.service.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.service.newrelic.com,service.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cebc90daed69987d6d0074096ef109f8,cfe6f56332cf8e968987e7f7e651fa8bdc6de19c72b2dbf3d3c0a347b555db71,ctls,wiki-account-euwpostgresgit.service.newrelic.com,,443,https://wiki-account-euwpostgresgit.service.newrelic.com:443,https,,text/html,GET,162.247.242.38,/,771224655,162.247.242.40,,389,False,,"New Relic, Inc.",True,,
wildcard-7.service.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,wildcard-7.service.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.service.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.service.newrelic.com,service.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cebc90daed69987d6d0074096ef109f8,cfe6f56332cf8e968987e7f7e651fa8bdc6de19c72b2dbf3d3c0a347b555db71,ctls,wildcard-7.service.newrelic.com,,443,https://wildcard-7.service.newrelic.com:443,https,,text/html,GET,162.247.242.39,/,771224655,162.247.242.39,,389,False,,"New Relic, Inc.",True,,
wildcard.service.eu.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,wildcard.service.eu.newrelic.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.service.eu.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.service.eu.newrelic.com,service.eu.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d002cbe86fbd8a3b02d9a05a7753e17b,893a5a67c3cef9060cfeb7d2cb5ef9348638681da681ed0eef9a58d50dcef32f,ctls,wildcard.service.eu.newrelic.com,,80,http://wildcard.service.eu.newrelic.com:80,http,,text/html,GET,185.221.86.8,/,771224655,185.221.86.40,,389,False,,"New Relic, Inc.",True,,https://wildcard.service.eu.newrelic.com/
wildcard.service.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,wildcard.service.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.service.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.service.newrelic.com,service.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cebc90daed69987d6d0074096ef109f8,cfe6f56332cf8e968987e7f7e651fa8bdc6de19c72b2dbf3d3c0a347b555db71,ctls,wildcard.service.newrelic.com,,443,https://wildcard.service.newrelic.com:443,https,,text/html,GET,162.247.242.38,/,771224655,162.247.242.40,,389,False,,"New Relic, Inc.",True,,
wildcard.staging-service.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,wildcard.staging-service.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.staging-service.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.staging-service.newrelic.com,staging-service.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,47d0b6e93a79dad1894d43b2354fec34,a7cc985e41a10752665dc3bd86c61a756a8930182184fc23034fb1d72ba44d78,ctls,wildcard.staging-service.newrelic.com,,443,https://wildcard.staging-service.newrelic.com:443,https,,text/html,GET,162.247.242.170,/,771224655,162.247.242.170,,389,False,,"New Relic, Inc.",True,,
www.newrelic.com,"New Relic | Monitor, Debug and Improve Your Entire Stack",200,424235,*.newrelic.com,newrelic.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,newrelic.com,fastly,443,https://www.newrelic.com:443,https,,text/html,GET,146.75.122.217,/,-422578660,146.75.122.217,Varnish,5328,False,True,"New Relic, Inc.",True,,https://newrelic.com/
xm.service.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,xm.service.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.service.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.service.newrelic.com,service.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cebc90daed69987d6d0074096ef109f8,cfe6f56332cf8e968987e7f7e651fa8bdc6de19c72b2dbf3d3c0a347b555db71,ctls,xm.service.newrelic.com,,80,http://xm.service.newrelic.com:80,http,,text/html,GET,162.247.242.39,/,771224655,162.247.242.38,,389,False,,"New Relic, Inc.",True,,https://xm.service.newrelic.com/
yum.newrelic.com,,200,8141,,yum.newrelic.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-07T17:48:32Z,2024-05-08T17:48:31Z,CN=download.newrelic.com,download.newrelic.com,yum.newrelic.com,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,85415b03e506a2a031ce8d6a2b0bed7a,b370aa1e87164e4e870b2155f1460401bf973824446059bd57d1c573ea9f7c35,ctls,yum.newrelic.com,fastly,443,https://yum.newrelic.com:443,https,AmazonS3,text/html,GET,151.101.2.137,/,368966252,151.101.194.137,Varnish,229,False,True,,,,
