input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,webserver,final_url
leereco.belastingdienst.nl,Request Rejected,200,246,leereco.belastingdienst.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-22T14:14:15Z,2023-08-22T14:24:00Z,"CN=leereco.belastingdienst.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",leereco.belastingdienst.nl,Belastingdienst,leereco.belastingdienst.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,4e479569cf64fc5e52f92818d8e686ae,50773e98258c5af7b5b6e03e7e583ef1e6ea59b5486f1014deda2e3edd00db9a,,ctls,leereco.belastingdienst.nl,,443,https://leereco.belastingdienst.nl:443,https,text/html,GET,85.159.98.77,/,-1112676481,2a04:9a01:1002::77,,1,False,,,,
leiderschapp.belastingdienst.nl,LeiderschAPP,200,1987,leiderschapp.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-30T02:17:50Z,2023-07-29T02:17:49Z,CN=leiderschapp.nl,leiderschapp.nl,,www.leiderschapp.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4820f833e478619d1cb5d001e6f9859e,596cb83f3667b97c57d97e90d8b2239de75a0469b9dae8cd3354e8c646ff2add,,ctls,leiderschapp.nl,,443,https://leiderschapp.belastingdienst.nl:443,https,text/html,GET,85.159.98.209,/,1593207841,85.159.98.209,HSTS,58,False,,https://leiderschapp.nl,,https://leiderschapp.nl/
mijn.belastingdienst.nl,Inloggen op Mijn Belastingdienst,200,17136,www.belastingdienst.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-22T11:14:25Z,2024-05-22T11:09:00Z,"CN=www.belastingdienst.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",www.belastingdienst.nl,Belastingdienst,belastingdienst.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,1030b599fe8fdd986ffbba53c975cd4f,19ca91c4739f924189f7c45db538257fc811108521c455df0fe919d32f835e26,,ctls,www.belastingdienst.nl,,443,https://mijn.belastingdienst.nl:443,https,text/html,GET,85.159.98.1,/,-780928015,2a04:9a01:1002::1:1,HSTS,484,False,,https://*.2o7.net,,https://www.belastingdienst.nl/wps/wcm/connect/nl/home/content/inloggen-mijn-belastingdienst
mijnzakelijk.belastingdienst.nl,Inloggen voor ondernemers,200,21729,www.belastingdienst.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-22T11:14:25Z,2024-05-22T11:09:00Z,"CN=www.belastingdienst.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",www.belastingdienst.nl,Belastingdienst,belastingdienst.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,1030b599fe8fdd986ffbba53c975cd4f,19ca91c4739f924189f7c45db538257fc811108521c455df0fe919d32f835e26,,ctls,www.belastingdienst.nl,,443,https://mijnzakelijk.belastingdienst.nl:443,https,text/html,GET,85.159.98.205,/,-1541556064,2a04:9a01:1002::205,HSTS,619,False,,https://*.cdn.optimizely.com,,https://www.belastingdienst.nl/wps/wcm/connect/nl/ondernemers/content/inloggen-voor-ondernemers
mm.belastingdienst.nl,,200,2,mm.belastingdienst.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-07T10:14:44Z,2023-09-07T10:09:00Z,"CN=rmt000.apps.overheid-i.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",rmt000.apps.overheid-i.nl,Belastingdienst,mm.belastingdienst.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,c0c55dd1c3c0230d0e50e303804020d7,24149ef828b16ff5757ff714e09d67ecad4857a478ba6f0c9dd343ff0c025452,,ctls,mm.belastingdienst.nl,,443,https://mm.belastingdienst.nl:443,https,text/html,GET,185.94.120.12,/,1931107,185.94.120.12,HSTS,1,False,,,,
moodle.vcdn.belastingdienst.nl,Belastingdienst Nederland,200,26101,www.belastingdienst.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-22T11:14:25Z,2024-05-22T11:09:00Z,"CN=www.belastingdienst.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",www.belastingdienst.nl,Belastingdienst,belastingdienst.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,1030b599fe8fdd986ffbba53c975cd4f,19ca91c4739f924189f7c45db538257fc811108521c455df0fe919d32f835e26,,ctls,www.belastingdienst.nl,,443,https://moodle.vcdn.belastingdienst.nl:443,https,text/html,GET,185.94.120.31,/,-1530211479,185.94.120.31,HSTS,717,False,,https://vinden.belastingdienst.nl,,https://www.belastingdienst.nl/wps/wcm/connect/nl/home/home
mwr-app-api-ota.belastingdienst.nl,,500,81,mwr-app-api-ota.belastingdienst.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-22T08:43:29Z,2023-09-22T08:38:00Z,"CN=mwr-app-api-ota.belastingdienst.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",mwr-app-api-ota.belastingdienst.nl,Belastingdienst,mwr-app-api-ota.belastingdienst.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,42cd5f8f0f8298e39a4e1ae4a5f3eef5,199f34ae26094132f2eb10c09c8f63e5e26d0afa2d66246d9f8807070d68b35c,,ctls,mwr-app-api-ota.belastingdienst.nl,,443,https://mwr-app-api-ota.belastingdienst.nl:443,https,application/json,GET,13.107.237.45,/,2033390377,2620:1ec:4f:1::45,IBM DataPower,5,False,,,,
mwr-app-api.belastingdienst.nl,,500,81,mwr-app-api.belastingdienst.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-22T08:38:10Z,2023-09-22T08:33:00Z,"CN=mwr-app-api.belastingdienst.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",mwr-app-api.belastingdienst.nl,Belastingdienst,mwr-app-api.belastingdienst.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,b52eeaa733736aa2373a3aa8d67e7045,4928764f9709afd5f3a37c33c5fadf80cee2ed03e69c24da7f39d43d3e7009f6,,ctls,mwr-app-api.belastingdienst.nl,,443,https://mwr-app-api.belastingdienst.nl:443,https,application/json,GET,13.107.237.45,/,2033390377,2620:1ec:4f:1::45,IBM DataPower,5,False,,,,
odb.belastingdienst.nl,Home - Ondersteuning Digitaal Berichtenverkeer (ODB),200,107342,odb.belastingdienst.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-22T11:43:18Z,2024-05-22T11:38:00Z,"CN=odb.belastingdienst.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",odb.belastingdienst.nl,Belastingdienst,oswo.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,28505f665f355640a6728afb8297fe3a,e6f0202bf8a2e00ab374145695f19bd5efa3bc3be5adab1eeacda32a9a53a5a9,,ctls,odb.belastingdienst.nl,,443,https://odb.belastingdienst.nl:443,https,text/html,GET,85.159.98.229,/,-569487998,2a04:9a01:1002::229,Yoast SEO:20.7,859,False,,,,
pgw.belastingdienst.nl,Login | Belastingdienst Gegevensportalen,200,7166,pgw.belastingdienst.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-28T10:57:15Z,2024-03-28T10:52:00Z,"CN=pgw.belastingdienst.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",pgw.belastingdienst.nl,Belastingdienst,pgw.belastingdienst.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,066143e6baff68b681dcd8ec76a066ed,5da70c5c7fa964abeb3464b3d9b21e6870bdd9b196abf7eb33d1ae0eb01ccecb,,ctls,pgw.belastingdienst.nl,,80,http://pgw.belastingdienst.nl:80,http,text/html,GET,85.159.98.104,/,122238229,2a04:9a01:1002::104,Python,322,False,,https://pgw.gegevensportaal.net,,https://pgw.belastingdienst.nl/accounts/login/?next=/
pmm.belastingdienst.nl,,401,,pmm.belastingdienst.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-22T12:13:32Z,2024-05-22T12:08:00Z,"CN=pmm.belastingdienst.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",pmm.belastingdienst.nl,Belastingdienst,pmm.belastingdienst.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,24c263c3c45a8756050b305903d1c100,6900aae7e9e24ab9d7c6130551241ce9e2291d8e2ee4f8a79069f1fcc619efb9,,ctls,pmm.belastingdienst.nl,,443,https://pmm.belastingdienst.nl:443,https,text/html,GET,85.159.98.7,/,1880561807,85.159.98.7,HSTS,1,False,,,,
rw.belastingdienst.nl,Ivanti Connect Secure,404,3091,rw.belastingdienst.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-20T11:55:59Z,2024-12-22T11:55:58Z,"CN=rw.belastingdienst.nl, O=ODC Belastingdienst, C=NL",rw.belastingdienst.nl,ODC Belastingdienst,rw.belastingdienst.nl,"CN=BCIE Infrastructuur CA - G2, O=ODC Belastingdienst, C=NL",BCIE Infrastructuur CA - G2,ODC Belastingdienst,8afd74dae041d8b88c951dc365aaa152,453042de832817698826dbb93f5fc63a591548b160cdd48f1401ba4e3e06c70b,,ctls,rw.belastingdienst.nl,,443,https://rw.belastingdienst.nl:443,https,text/html,GET,185.94.120.5,/,1607565253,185.94.120.5,HSTS,101,False,,,,
sorry.belastingdienst.nl,,200,256,sorry.belastingdienst.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-29T13:54:20Z,2023-12-29T13:49:00Z,"CN=sorry.belastingdienst.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",sorry.belastingdienst.nl,Belastingdienst,sorry.belastingdienst.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,6fdf20ff49298cad95f6baa1f5c99061,11e5253361e8758633e155cb181c811cb663207c8877bc6b4cf6ffc8250fabb7,,ctls,sorry.belastingdienst.nl,,80,http://sorry.belastingdienst.nl:80,http,text/html,GET,85.159.98.235,/,-1510540111,2a04:9a01:1002::235,HSTS,10,False,,https://*.demdex.net,,https://sorry.belastingdienst.nl/
stubs.tst.belastingdienst.nl,403 - Forbidden: Access is denied.,403,1233,stubs.tst.belastingdienst.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-29T08:07:10Z,2024-11-30T08:07:09Z,"CN=wildcard.tst.belastingdienst.nl, O=ODC Belastingdienst, C=NL",wildcard.tst.belastingdienst.nl,ODC Belastingdienst,*.str60.tst.belastingdienst.nl,"CN=BCIE Infrastructuur CA - G2, O=ODC Belastingdienst, C=NL",BCIE Infrastructuur CA - G2,ODC Belastingdienst,3d0ff0d56f0432c4547ce75cc3c726c0,266881f0e14b531519684387decc657e366f9a1855b4ff82704a8b56fe3d5c63,True,ctls,stubs.tst.belastingdienst.nl,,443,https://stubs.tst.belastingdienst.nl:443,https,text/html,GET,85.159.99.42,/,1631801191,85.159.99.42,,30,False,,,,
toestemming-acc.belastingdienst.nl,Toestemming - Belastingdienst,200,5212,toestemming-acc.belastingdienst.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-17T11:48:11Z,2024-01-17T11:43:00Z,"CN=toestemming-acc.belastingdienst.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",toestemming-acc.belastingdienst.nl,Belastingdienst,toestemming-acc.belastingdienst.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,17aaa67823f67e938c1c14d4cc82e852,80be84fca8131d420a0fe68f455fc43b199849dae79c952c979700621765eb90,,ctls,toestemming-acc.belastingdienst.nl,,80,http://toestemming-acc.belastingdienst.nl:80,http,text/html,GET,85.159.99.125,/,1884052377,85.159.99.125,,12,False,,rijksweb.nl,,https://toestemming-acc.belastingdienst.nl/
toestemming-tst.belastingdienst.nl,Toestemming - Belastingdienst,200,5212,toestemming-tst.belastingdienst.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-17T11:53:46Z,2024-01-17T11:48:00Z,"CN=toestemming-tst.belastingdienst.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",toestemming-tst.belastingdienst.nl,Belastingdienst,toestemming-tst.belastingdienst.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,8cab338a57fca101862265d45b9ce35e,f3d4662b25612a72ee47676c894f66b930dde76bc99cc674aa9f8efcea872887,,ctls,toestemming-tst.belastingdienst.nl,,443,https://toestemming-tst.belastingdienst.nl:443,https,text/html,GET,85.159.99.124,/,1884052377,85.159.99.124,,12,False,,rijksweb.nl,,
veiling.belastingdienst.nl,Home - Belastingdienst Veilingen,200,94637,veiling.belastingdienst.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-25T09:44:40Z,2024-04-25T09:39:00Z,"CN=veiling.belastingdienst.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",veiling.belastingdienst.nl,Belastingdienst,veiling.belastingdienst.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,5e853af5e5c5a2a141b0f912fa1a8543,3b0ca6b36fcda42cb4d8114ab0a0ff2687219cbf8477b9b1e892cc4aabdf3d19,,ctls,veiling.belastingdienst.nl,,443,https://veiling.belastingdienst.nl:443,https,text/html,GET,85.159.98.79,/,-569487998,2a04:9a01:1002::79,Yoast SEO:20.7,780,False,,,nginx,
veplivemedia.vcdn.belastingdienst.nl,Welcome to nginx!,200,612,veplivemedia.vcdn.belastingdienst.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-19T09:51:28Z,2023-09-19T09:46:00Z,"CN=veplivemedia.vcdn.belastingdienst.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",veplivemedia.vcdn.belastingdienst.nl,Belastingdienst,veplive.vcdn.belastingdienst.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,9ce578c164e3aafea5bf6ae384b7fbb3,8bb14e13576208f81cdd727c302c00f8ccf4259221c905d76ff8252b011a7171,,ctls,veplivemedia.vcdn.belastingdienst.nl,,443,https://veplivemedia.vcdn.belastingdienst.nl:443,https,text/html,GET,185.94.120.18,/,1494302000,185.94.120.18,HSTS,26,False,,,,
vepvod.vcdn.belastingdienst.nl,Kaltura - Everything Video,200,7678,vepvod.vcdn.belastingdienst.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-29T13:14:00Z,2023-11-29T13:08:00Z,"CN=vepvod.vcdn.belastingdienst.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",vepvod.vcdn.belastingdienst.nl,Belastingdienst,vepvod.vcdn.belastingdienst.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,11dd07371c9c0614f06a4eca3e6a0c04,d69dc158d41961eb34587675b6bb5dbd424af10210e2587c6c4cb7829a06fc40,,ctls,vepvod.vcdn.belastingdienst.nl,,443,https://vepvod.vcdn.belastingdienst.nl:443,https,text/html,GET,185.94.120.30,/,-1680741662,185.94.120.30,HSTS,36,False,,,,https://vepvod.vcdn.belastingdienst.nl/index.php/kmcng
vtsd.belastingdienst.nl,This page intentionally left blank.,200,288,vtsd.belastingdienst.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-07T13:18:58Z,2023-12-07T13:13:00Z,"CN=vtsd.belastingdienst.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",vtsd.belastingdienst.nl,Belastingdienst,vtsd.belastingdienst.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,9e456c37091a37746b113fd60f320a2c,4ac97003343b6fdcdc873ce85a99e17645fe30624d375fba539b6d8e471c9e0e,,ctls,vtsd.belastingdienst.nl,,443,https://vtsd.belastingdienst.nl:443,https,text/html,GET,85.159.98.4,/,-780928015,2a04:9a01:1002::144,HSTS,11,False,,,,
webforms.belastingdienst.nl,,200,276,webforms.belastingdienst.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-05T07:11:50Z,2024-04-05T07:06:00Z,"CN=webforms.belastingdienst.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",webforms.belastingdienst.nl,Belastingdienst,webforms.belastingdienst.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,c1c7b00db11a81503d9b9e1ec7c05f35,285e8b4943211c526afa59af4bed0dec97040f1838af17767ea9a807fb5486e2,,ctls,webforms.belastingdienst.nl,,443,https://webforms.belastingdienst.nl:443,https,text/html,GET,85.159.98.243,/,-209748769,85.159.98.243,,8,False,,url=https://www.belastingdienst.nl,,
website.belastingdienst.nl,Websiteplatform WordPress,200,55240,website.belastingdienst.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-25T09:48:02Z,2024-04-25T09:42:00Z,"CN=website.belastingdienst.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",website.belastingdienst.nl,Belastingdienst,website.belastingdienst.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,e4248feb16e50707c32c718c55977ace,95cc01ae1a2e751195962f6ca284591a0dcf3f5f271ab08954090644a41937b2,,ctls,website.belastingdienst.nl,,443,https://website.belastingdienst.nl:443,https,text/html,GET,85.159.98.26,/,-569487998,2a04:9a01:1002::26,WordPress,201,False,,,,
werken.belastingdienst.nl,Werken bij de Belastingdienst - Werken bij de Belastingdienst,200,55161,werken.belastingdienst.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-22T12:18:13Z,2024-05-22T12:12:00Z,"CN=werken.belastingdienst.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",werken.belastingdienst.nl,Belastingdienst,www.werken.belastingdienst.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,cc322e183f7c661e9becddbbc7e48cfc,65b3283293e439fb0fd6cd8753ecaead29328467ba57f8cd67b6f15ec033dffa,,ctls,werken.belastingdienst.nl,,80,http://werken.belastingdienst.nl:80,http,text/html,GET,85.159.98.48,/,-664020948,85.159.98.48,HSTS,1088,False,,https://o956100.ingest.sentry.io/api/5979820/security/?sentry_key=3365bf3db95341e8b0c888222a947b0e,Ponos Maximum,https://werken.belastingdienst.nl/
www.belastingdienst.nl,Belastingdienst Nederland,200,26101,www.belastingdienst.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-22T11:14:25Z,2024-05-22T11:09:00Z,"CN=www.belastingdienst.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",www.belastingdienst.nl,Belastingdienst,belastingdienst.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,1030b599fe8fdd986ffbba53c975cd4f,19ca91c4739f924189f7c45db538257fc811108521c455df0fe919d32f835e26,,ctls,www.belastingdienst.nl,,443,https://www.belastingdienst.nl:443,https,text/html,GET,85.159.98.33,/,-569487998,2a04:9a01:1002::33,HSTS,717,False,,https://img.youtube.com,,https://www.belastingdienst.nl/wps/wcm/connect/nl/home/home
www.werken.belastingdienst.nl,Werken bij de Belastingdienst - Werken bij de Belastingdienst,200,55161,werken.belastingdienst.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-22T12:18:13Z,2024-05-22T12:12:00Z,"CN=werken.belastingdienst.nl, O=Belastingdienst, L=Apeldoorn, ST=Gelderland, C=NL",werken.belastingdienst.nl,Belastingdienst,www.werken.belastingdienst.nl,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,cc322e183f7c661e9becddbbc7e48cfc,65b3283293e439fb0fd6cd8753ecaead29328467ba57f8cd67b6f15ec033dffa,,ctls,werken.belastingdienst.nl,,443,https://www.werken.belastingdienst.nl:443,https,text/html,GET,85.159.98.48,/,-409594258,85.159.98.48,HSTS,1088,False,,https://o956100.ingest.sentry.io/api/5979820/security/?sentry_key=3365bf3db95341e8b0c888222a947b0e,Ponos Maximum,https://werken.belastingdienst.nl/
