input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,tls_expired,csp_domains_,tls_mismatched
review-crawler.apps.shoplazza.com,,404,19,review-crawler.apps.shoplazza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-08T00:00:00Z,2023-10-08T23:59:59Z,"CN=apps.shoplazza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",apps.shoplazza.com,"Cloudflare, Inc.",apps.shoplazza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15ca2565f79c983f1c62936aeefc38be,fb3533924b1e7f16caf41649ea826eb280f21da98b7256078ded80b6dba33bb7,True,ctls,review-crawler.apps.shoplazza.com,cloudflare,443,https://review-crawler.apps.shoplazza.com:443,https,cloudflare,text/plain,GET,104.18.14.54,/,-138391155,104.18.15.54,HTTP/3,2,False,True,,,,
review-crawlers.apps.shoplazza.com,店匠科技,200,545,review-crawlers.apps.shoplazza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-08T00:00:00Z,2023-10-08T23:59:59Z,"CN=apps.shoplazza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",apps.shoplazza.com,"Cloudflare, Inc.",apps.shoplazza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15ca2565f79c983f1c62936aeefc38be,fb3533924b1e7f16caf41649ea826eb280f21da98b7256078ded80b6dba33bb7,True,ctls,review-crawlers.apps.shoplazza.com,cloudflare,443,https://review-crawlers.apps.shoplazza.com:443,https,cloudflare,text/html,GET,104.18.14.54,/,1801272487,104.18.15.54,HTTP/3,17,False,True,,,,
richness.myshoplaza.com,The store doesn’t exist,404,6373,richness.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,richness.myshoplaza.com,cloudflare,443,https://richness.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,-486694991,104.18.27.71,Microsoft ASP.NET,26,False,True,,,,
robotime.myshoplaza.com,The store is currently unavailable,404,6405,robotime.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,robotime.myshoplaza.com,cloudflare,443,https://robotime.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,-629614568,104.18.27.71,Microsoft ASP.NET,26,False,True,,,,
roma001.myshoplaza.com,The store is currently unavailable,404,6405,roma001.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,roma001.myshoplaza.com,cloudflare,443,https://roma001.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,2145794197,104.18.27.71,Microsoft ASP.NET,26,False,True,,,,
rtuousa.myshoplaza.com,The store is currently unavailable,404,6405,rtuousa.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,rtuousa.myshoplaza.com,cloudflare,443,https://rtuousa.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,-251900880,104.18.27.71,Microsoft ASP.NET,26,False,True,,,,
rtvlife.myshoplaza.com,rtvlife,200,276420,rtvlife.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,rtvlife.myshoplaza.com,cloudflare,443,https://rtvlife.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,-1206076886,104.18.27.71,YouTube,3193,False,True,,,,
rulalala.myshoplaza.com,The store doesn’t exist,404,6373,rulalala.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,rulalala.myshoplaza.com,cloudflare,443,https://rulalala.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,31634243,104.18.27.71,Microsoft ASP.NET,26,False,True,,,,
runlinstore.myshoplaza.com,The store is currently unavailable,404,6405,runlinstore.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,runlinstore.myshoplaza.com,cloudflare,443,https://runlinstore.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,814226514,104.18.27.71,Microsoft ASP.NET,26,False,True,,,,
rusticfarmtray1109.myshoplaza.com,The store is currently unavailable,404,6405,rusticfarmtray1109.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,rusticfarmtray1109.myshoplaza.com,cloudflare,443,https://rusticfarmtray1109.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,-471113555,104.18.27.71,Microsoft ASP.NET,26,False,True,,,,
rvinimc.myshoplaza.com,The store is currently unavailable,404,6405,rvinimc.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,rvinimc.myshoplaza.com,cloudflare,443,https://rvinimc.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,822927455,104.18.27.71,Microsoft ASP.NET,26,False,True,,,,
rxcolhh.myshoplaza.com,The store is currently unavailable,404,6405,rxcolhh.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,rxcolhh.myshoplaza.com,cloudflare,443,https://rxcolhh.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,1057120358,104.18.27.71,Microsoft ASP.NET,26,False,True,,,,
ryochic.myshoplaza.com,The store is currently unavailable,404,6405,ryochic.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,ryochic.myshoplaza.com,cloudflare,443,https://ryochic.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,900340442,104.18.27.71,Microsoft ASP.NET,26,False,True,,,,
safgreenwig.myshoplaza.com,THECBSTYLE,200,285008,safgreenwig.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,safgreenwig.myshoplaza.com,cloudflare,443,https://safgreenwig.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,-1206076886,104.18.27.71,Microsoft ASP.NET,3420,False,True,,,,
salv56.myshoplaza.com,The store is currently unavailable,404,6405,salv56.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,salv56.myshoplaza.com,cloudflare,443,https://salv56.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,-986229015,104.18.27.71,Microsoft ASP.NET,26,False,True,,,,
sam6.myshoplaza.com,The store is currently unavailable,404,6405,sam6.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,sam6.myshoplaza.com,cloudflare,443,https://sam6.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.27.71,/,1765289380,104.18.26.71,Microsoft ASP.NET,26,False,True,,,,
sandootech.myshoplaza.com,The store is currently unavailable,404,6405,sandootech.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,sandootech.myshoplaza.com,cloudflare,443,https://sandootech.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,2106371186,104.18.27.71,Microsoft ASP.NET,26,False,True,,,,
sandrasmall3648.myshoplaza.com,nrsrain,200,273350,sandrasmall3648.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,sandrasmall3648.myshoplaza.com,cloudflare,443,https://sandrasmall3648.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,-1206076886,104.18.27.71,Microsoft ASP.NET,4803,False,True,,,,
sanerba.myshoplaza.com,The store is currently unavailable,404,6405,sanerba.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,sanerba.myshoplaza.com,cloudflare,443,https://sanerba.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.27.71,/,-1729576608,104.18.26.71,Microsoft ASP.NET,26,False,True,,,,
santasilo.myshoplaza.com,The store doesn’t exist,404,6373,santasilo.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,santasilo.myshoplaza.com,cloudflare,443,https://santasilo.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.27.71,/,-1809089541,104.18.26.71,Microsoft ASP.NET,26,False,True,,,,
saoiret.myshoplaza.com,The store is currently unavailable,404,6405,saoiret.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,saoiret.myshoplaza.com,cloudflare,443,https://saoiret.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,1596759959,104.18.27.71,Microsoft ASP.NET,26,False,True,,,,
sawatches.myshoplaza.com,sawatches,200,366469,sawatches.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,sawatches.myshoplaza.com,cloudflare,443,https://sawatches.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,-1206076886,104.18.27.71,Microsoft ASP.NET,3876,False,True,,,,
scsdf.myshoplaza.com,scsdf,200,418232,scsdf.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,scsdf.myshoplaza.com,cloudflare,443,https://scsdf.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.27.71,/,-1206076886,104.18.26.71,Microsoft ASP.NET,8048,False,True,,,,
sdfnfg8899.myshoplaza.com,The store is currently unavailable,404,6405,sdfnfg8899.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,sdfnfg8899.myshoplaza.com,cloudflare,443,https://sdfnfg8899.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,496338560,104.18.27.71,Microsoft ASP.NET,26,False,True,,,,
sdo8.myshoplaza.com,The store is currently unavailable,404,6405,sdo8.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,sdo8.myshoplaza.com,cloudflare,443,https://sdo8.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,1795995201,104.18.27.71,Microsoft ASP.NET,26,False,True,,,,
sdyf22.myshoplaza.com,The store is currently unavailable,404,6405,sdyf22.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,sdyf22.myshoplaza.com,cloudflare,443,https://sdyf22.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,-468188365,104.18.27.71,Microsoft ASP.NET,26,False,True,,,,
seaachic1.myshoplaza.com,The store doesn’t exist,404,6373,seaachic1.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,seaachic1.myshoplaza.com,cloudflare,443,https://seaachic1.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,-127257792,104.18.27.71,Microsoft ASP.NET,26,False,True,,,,
sealsea.myshoplaza.com,sealsea,200,1504451,sealsea.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,sealsea.myshoplaza.com,cloudflare,443,https://sealsea.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,-1206076886,104.18.27.71,Microsoft ASP.NET,12849,False,True,,,,
seantr.myshoplaza.com,The store doesn’t exist,404,6373,seantr.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,seantr.myshoplaza.com,cloudflare,443,https://seantr.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,-902271780,104.18.27.71,Microsoft ASP.NET,26,False,True,,,,
secondskinstyle.myshoplaza.com,The store is currently unavailable,404,6405,secondskinstyle.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,secondskinstyle.myshoplaza.com,cloudflare,443,https://secondskinstyle.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,-1447440585,104.18.27.71,Microsoft ASP.NET,26,False,True,,,,
secretgarden03.myshoplaza.com,The store is currently unavailable,404,6405,secretgarden03.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,secretgarden03.myshoplaza.com,cloudflare,443,https://secretgarden03.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.27.71,/,-1851168299,104.18.26.71,Microsoft ASP.NET,26,False,True,,,,
securetopom.myshoplaza.com,The store doesn’t exist,404,6373,securetopom.myshoplaza.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=myshoplaza.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myshoplaza.com,"Cloudflare, Inc.",*.myshoplaza.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ce38301e875cd46435c551cc4bb59db,0eaffd396363b60c5eecd5b52a6a12aae9753a0f8dfddb0ff7c1e68001a945bf,True,ctls,securetopom.myshoplaza.com,cloudflare,443,https://securetopom.myshoplaza.com:443,https,cloudflare,text/html,GET,104.18.26.71,/,1885096595,104.18.27.71,Microsoft ASP.NET,26,False,True,,,,
