input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,tech_,tls_wildcard_certificate,final_url,cdn_name,cdn,tls_expired
use4-dqcloud.dm-us.informaticacloud.com,,503,107,use4-dqcloud.dm-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-22T17:24:39Z,2024-04-15T17:23:39Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=use4-dqcloud.dm-us.informaticacloud.com",use4-dqcloud.dm-us.informaticacloud.com,Informatica LLC,use4-dqcloud.dm-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,f849bf76dc4d01d5be9179528d184b20,71e31cc1dbdeba0ad28e22f35579e00f23d6abab0defe995099347a99b0f01c7,ctls,use4-dqcloud.dm-us.informaticacloud.com,443,https://use4-dqcloud.dm-us.informaticacloud.com:443,https,,text/html,GET,3.95.143.72,/,-1654418437,3.225.131.209,4,False,,,,,,,
use4-dqprofile.dm-us.informaticacloud.com,,503,107,use4-dqprofile.dm-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-22T17:25:13Z,2024-04-15T17:24:13Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=use4-dqprofile.dm-us.informaticacloud.com",use4-dqprofile.dm-us.informaticacloud.com,Informatica LLC,use4-dqprofile.dm-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,86834f11f56b8e5aa44f63a39a3fa382,90fef3e341e9cb218e9ea4d65d25fee3e934df45488d3b3d5cc00c8162bef00b,ctls,use4-dqprofile.dm-us.informaticacloud.com,443,https://use4-dqprofile.dm-us.informaticacloud.com:443,https,,text/html,GET,54.152.180.254,/,-1654418437,50.19.5.68,4,False,,,,,,,
use4-ias.dm-us.informaticacloud.com,,503,107,use4-ias.dm-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,,2023-01-27T07:58:54Z,2024-02-21T07:57:54Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=use4.dm-us.informaticacloud.com",use4.dm-us.informaticacloud.com,Informatica LLC,use4-b2bgw.dm-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,792e68c79ab538dda429359752e9aeca,9df71109f1c3f89c22f4b6261b9ebe1236824eaa6035932970995aa890fdc387,ctls,use4-ias.dm-us.informaticacloud.com,443,https://use4-ias.dm-us.informaticacloud.com:443,https,,text/html,GET,34.226.10.236,/,-1654418437,23.21.254.252,4,False,,,,,,,
use4-ing.dm-us.informaticacloud.com,,404,,use4-ing.dm-us.informaticacloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-27T07:58:54Z,2024-02-21T07:57:54Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=use4.dm-us.informaticacloud.com",use4.dm-us.informaticacloud.com,Informatica LLC,use4-b2bgw.dm-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,792e68c79ab538dda429359752e9aeca,9df71109f1c3f89c22f4b6261b9ebe1236824eaa6035932970995aa890fdc387,ctls,use4-ing.dm-us.informaticacloud.com,443,https://use4-ing.dm-us.informaticacloud.com:443,https,,,GET,52.55.131.254,/,-1840324437,54.157.155.193,1,False,,,,,,,
use4-mdm.dm-us.informaticacloud.com,,404,21,use4-mdm.dm-us.informaticacloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-13T12:43:27Z,2023-10-08T12:42:27Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=use4-mdm.dm-us.informaticacloud.com",use4-mdm.dm-us.informaticacloud.com,Informatica LLC,use4-mdm.dm-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,5de9b98073f1c352bd57eba41c5e22da,b64a342cdbdf550c7b9abf7fe9240f9577b34ebccd7aa21e58d2d5b07a40424a,ctls,use4-mdm.dm-us.informaticacloud.com,443,https://use4-mdm.dm-us.informaticacloud.com:443,https,,text/plain,GET,54.163.121.250,/,-1669793162,54.204.127.61,1,False,,HSTS,,,,,
use4-opsinsights.dm-us.informaticacloud.com,HTTP Status 404 – Not Found,404,431,use4-opsinsights.dm-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-16T05:08:12Z,2023-08-16T05:18:00Z,"CN=opsinsights.dm-us.informaticacloud.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",opsinsights.dm-us.informaticacloud.com,Informatica LLC,uk1-opsinsights.dm-uk.informaticacloud.com,"CN=HydrantID SSL CA G3, O=HydrantID (Avalanche Cloud Corporation), C=US",HydrantID SSL CA G3,HydrantID (Avalanche Cloud Corporation),eca2aaac1bba663a91d57141317beb79,20b80f9eeda074a0381524ad7630147882af09cd7537930b351bbd5f89473f91,ctls,use4-opsinsights.dm-us.informaticacloud.com,443,https://use4-opsinsights.dm-us.informaticacloud.com:443,https,,text/html,GET,52.1.23.27,/,-230353730,54.152.190.130,1,False,,,,,,,
use6-apigw.dm-us.informaticacloud.com,,200,302,use6-apigw.dm-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-05T12:16:51Z,2024-06-29T12:15:51Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=use6-apim.dm-us.informaticacloud.com",use6-apim.dm-us.informaticacloud.com,Informatica LLC,use6-apigw.dm-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,b4c42759df1b3fa8414576541f421f38,15f80b9d381b43f3d2ccf0ad9d0a6783a45cf0113eb84f2a8cf62e425c31f89d,ctls,use6-apigw.dm-us.informaticacloud.com,443,https://use6-apigw.dm-us.informaticacloud.com:443,https,,text/html,GET,52.86.223.170,/,-1655234758,54.89.203.68,1,False,,,,,,,
use6-apim.dm-us.informaticacloud.com,HTTP Status 404 – Not Found,404,431,use6-apim.dm-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-05T12:16:51Z,2024-06-29T12:15:51Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=use6-apim.dm-us.informaticacloud.com",use6-apim.dm-us.informaticacloud.com,Informatica LLC,use6-apigw.dm-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,b4c42759df1b3fa8414576541f421f38,15f80b9d381b43f3d2ccf0ad9d0a6783a45cf0113eb84f2a8cf62e425c31f89d,ctls,use6-apim.dm-us.informaticacloud.com,443,https://use6-apim.dm-us.informaticacloud.com:443,https,apimgm,text/html,GET,52.7.131.175,/,-230353730,34.204.83.64,1,False,,,,,,,
use6-b2bgw.dm-us.informaticacloud.com,,200,126,use6-b2bgw.dm-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-27T08:01:40Z,2024-02-21T08:00:40Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=use6.dm-us.informaticacloud.com",use6.dm-us.informaticacloud.com,Informatica LLC,use6-b2bgw.dm-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,486c443cd510ee398ef641d754ab7445,bd3a163575fd6cfe43bb5d1774594ef382dad4d1737a2c7422b82ec95a510d49,ctls,use6-b2bgw.dm-us.informaticacloud.com,443,https://use6-b2bgw.dm-us.informaticacloud.com:443,https,unknown,text/html,GET,54.227.23.34,/,1788855989,54.88.186.83,8,False,URL=/b2b-gw/login.jsp,Amazon Web Services,,,,,
use6-cai.dm-us.informaticacloud.com,,404,,use6-cai.dm-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-10-11T05:33:50Z,2023-11-05T05:32:50Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=use6-cai.dm-us.informaticacloud.com",use6-cai.dm-us.informaticacloud.com,Informatica LLC,use6-sfdc-cai.dm-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,faca56dc40e218cd3e0b5a35bc8fb507,464f8115309f0d32f08c1a4469dcdc07f9a55c8fcd3c98993cb0603141067e88,ctls,use6-cai.dm-us.informaticacloud.com,443,https://use6-cai.dm-us.informaticacloud.com:443,https,istio-envoy,,GET,52.200.243.57,/,-1840324437,52.0.172.71,1,False,,,,,,,
use6-cdsd.dm-us.informaticacloud.com,,404,,use6-cdsd.dm-us.informaticacloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-21T12:43:29Z,2024-08-14T12:42:29Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=use6.dm-us.informaticacloud.com",use6.dm-us.informaticacloud.com,Informatica LLC,use6-b2bgw.dm-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,9e50ff564d18ff3b9a3c60d61a813cb3,fd61048af7c89bb8569d7cb72fa24ac47b4f2df36e41d136065eab7a5ffe1475,ctls,use6-cdsd.dm-us.informaticacloud.com,443,https://use6-cdsd.dm-us.informaticacloud.com:443,https,,,GET,34.234.34.141,/,-1840324437,54.209.4.13,1,False,,,,,,,
use6-cih.dm-us.informaticacloud.com,,200,124,use6-cih.dm-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-27T08:01:40Z,2024-02-21T08:00:40Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=use6.dm-us.informaticacloud.com",use6.dm-us.informaticacloud.com,Informatica LLC,use6-b2bgw.dm-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,486c443cd510ee398ef641d754ab7445,bd3a163575fd6cfe43bb5d1774594ef382dad4d1737a2c7422b82ec95a510d49,ctls,use6-cih.dm-us.informaticacloud.com,443,https://use6-cih.dm-us.informaticacloud.com:443,https,unknown,text/html,GET,34.200.103.79,/,1793249149,54.84.163.249,8,False,URL=/dih-console/login.jsp,Amazon Web Services,,,,,
use6-dqcloud.dm-us.informaticacloud.com,,503,107,use6-dqcloud.dm-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-06T08:30:05Z,2024-06-30T08:29:05Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=use6-dqcloud.dm-us.informaticacloud.com",use6-dqcloud.dm-us.informaticacloud.com,Informatica LLC,use6-dqcloud.dm-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,7805af008216ef2301fb4621a0994a87,c180315a32f697c6e36dd8bf99063cae563eb1753f9003da1a3366536a2b8fae,ctls,use6-dqcloud.dm-us.informaticacloud.com,443,https://use6-dqcloud.dm-us.informaticacloud.com:443,https,,text/html,GET,3.215.238.111,/,-1654418437,54.86.78.136,4,False,,,,,,,
use6-dqprofile.dm-us.informaticacloud.com,,503,107,use6-dqprofile.dm-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-06T08:30:29Z,2024-06-30T08:29:29Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=use6-dqprofile.dm-us.informaticacloud.com",use6-dqprofile.dm-us.informaticacloud.com,Informatica LLC,use6-dqprofile.dm-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,33169a674eb41eb889b25a16bec2e431,e49fd005b56171f5d95b1080f08e09e2c540d57e5f3155aa7bd521762e08382e,ctls,use6-dqprofile.dm-us.informaticacloud.com,443,https://use6-dqprofile.dm-us.informaticacloud.com:443,https,,text/html,GET,44.215.25.96,/,-1654418437,34.196.249.165,4,False,,,,,,,
use6-ias.dm-us.informaticacloud.com,,503,107,use6-ias.dm-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,,2023-01-27T08:01:40Z,2024-02-21T08:00:40Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=use6.dm-us.informaticacloud.com",use6.dm-us.informaticacloud.com,Informatica LLC,use6-b2bgw.dm-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,486c443cd510ee398ef641d754ab7445,bd3a163575fd6cfe43bb5d1774594ef382dad4d1737a2c7422b82ec95a510d49,ctls,use6-ias.dm-us.informaticacloud.com,443,https://use6-ias.dm-us.informaticacloud.com:443,https,,text/html,GET,34.237.201.23,/,-1654418437,107.21.210.140,4,False,,,,,,,
use6-ing.dm-us.informaticacloud.com,,404,,use6-ing.dm-us.informaticacloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-27T08:01:40Z,2024-02-21T08:00:40Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=use6.dm-us.informaticacloud.com",use6.dm-us.informaticacloud.com,Informatica LLC,use6-b2bgw.dm-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,486c443cd510ee398ef641d754ab7445,bd3a163575fd6cfe43bb5d1774594ef382dad4d1737a2c7422b82ec95a510d49,ctls,use6-ing.dm-us.informaticacloud.com,443,https://use6-ing.dm-us.informaticacloud.com:443,https,,,GET,184.72.229.171,/,-1840324437,34.194.46.249,1,False,,,,,,,
use6-mdm.dm-us.informaticacloud.com,,404,21,use6-mdm.dm-us.informaticacloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-28T09:29:51Z,2023-10-23T09:28:51Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=use6-mdm.dm-us.informaticacloud.com",use6-mdm.dm-us.informaticacloud.com,Informatica LLC,use6-mdm.dm-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,c8a01239bb0dd59048609039fce16f22,a07dd1d8adb2fb283e93b4f7845897b54634b746bed8632b637658321e1ce857,ctls,use6-mdm.dm-us.informaticacloud.com,443,https://use6-mdm.dm-us.informaticacloud.com:443,https,,text/plain,GET,54.209.137.44,/,-1669793162,54.145.172.253,1,False,,HSTS,,,,,
use6-sfdc-cai.dm-us.informaticacloud.com,,404,,use6-sfdc-cai.dm-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-10-11T05:33:50Z,2023-11-05T05:32:50Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=use6-cai.dm-us.informaticacloud.com",use6-cai.dm-us.informaticacloud.com,Informatica LLC,use6-sfdc-cai.dm-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,faca56dc40e218cd3e0b5a35bc8fb507,464f8115309f0d32f08c1a4469dcdc07f9a55c8fcd3c98993cb0603141067e88,ctls,use6-sfdc-cai.dm-us.informaticacloud.com,443,https://use6-sfdc-cai.dm-us.informaticacloud.com:443,https,istio-envoy,,GET,52.205.177.223,/,-1840324437,52.200.243.57,1,False,,,,,,,
use6.dm-us.informaticacloud.com,,503,107,use6.dm-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-05T18:11:30Z,2023-09-05T18:06:00Z,"CN=dm-us.informaticacloud.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",dm-us.informaticacloud.com,Informatica LLC,use6-testing.dm-us.informaticacloud.com,"CN=HydrantID SSL CA G3, O=HydrantID (Avalanche Cloud Corporation), C=US",HydrantID SSL CA G3,HydrantID (Avalanche Cloud Corporation),dea56874acfb8c06943ea4d915e34b56,a9ed3ef8534a2f70c6a3ea8e8faf5f3db74d030f3413cee1047f98be56f568ef,ctls,use6.dm-us.informaticacloud.com,443,https://use6.dm-us.informaticacloud.com:443,https,,text/html,GET,3.33.248.254,/,-679384095,15.197.250.84,4,False,,,,,,,
usw1-apic.dm-staging.informaticacloud.com,,404,,usw1-apic.dm-staging.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-11-15T08:39:28Z,2023-12-10T08:38:28Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=usw1-apic.dm-staging.informaticacloud.com",usw1-apic.dm-staging.informaticacloud.com,Informatica LLC,usw1-apic.dm-staging.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,fb217c1361b125b9e064062138fd8aff,4d16c0609ddf40c3741428c23493a5d136e568d95b65f5ca94aa39505662b542,ctls,usw1-apic.dm-staging.informaticacloud.com,443,https://usw1-apic.dm-staging.informaticacloud.com:443,https,istio-envoy,,GET,54.186.193.18,/,-1840324437,54.203.36.75,1,False,,,,,,,
usw1-apic.dm-us.informaticacloud.com,,404,,usw1-apic.dm-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-14T12:20:51Z,2024-04-07T12:19:51Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=usw1-apic.dm-us.informaticacloud.com",usw1-apic.dm-us.informaticacloud.com,Informatica LLC,usw1-apic.dm-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,34cf814e4a784484b250ee5e84b53a93,04a6d0b0c98f5529041779e90143687158a76d5d37bc287cb327b999cc68a280,ctls,usw1-apic.dm-us.informaticacloud.com,443,https://usw1-apic.dm-us.informaticacloud.com:443,https,istio-envoy,,GET,50.112.175.173,/,-1840324437,52.37.231.106,1,False,,,,,,,
usw1-apic.dmp-us.informaticacloud.com,,404,,usw1-apic.dmp-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-08T15:49:15Z,2024-05-02T15:48:15Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=usw1.dmp-us.informaticacloud.com",usw1.dmp-us.informaticacloud.com,Informatica LLC,usw1-b2bgw.dmp-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,a3e808e9c3d3f2c27e31230e1b45c2ac,98e752c81a713158583d1b33b16e51909844faa4d30cd28b516c478873c4a79e,ctls,usw1-apic.dmp-us.informaticacloud.com,443,https://usw1-apic.dmp-us.informaticacloud.com:443,https,istio-envoy,,GET,35.83.236.221,/,-1840324437,35.84.56.209,1,False,,,,,,,
usw1-apic.dmr-us.informaticacloud.com,,404,,usw1-apic.dmr-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-11-15T08:41:47Z,2023-12-10T08:40:47Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=usw1-apic.dmr-us.informaticacloud.com",usw1-apic.dmr-us.informaticacloud.com,Informatica LLC,usw1-apic.dmr-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,b41fdb699e1a166e3baa8c64c8c013f8,7de3d442b0f53ac1f47c303937d252b158fb6b45d707c0115ae4f26da20fc2e0,ctls,usw1-apic.dmr-us.informaticacloud.com,443,https://usw1-apic.dmr-us.informaticacloud.com:443,https,istio-envoy,,GET,52.35.107.221,/,-1840324437,54.149.68.139,1,False,,,,,,,
usw1-apigw.dm-staging.informaticacloud.com,,200,302,usw1-apigw.dm-staging.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-03T14:31:41Z,2024-05-27T14:30:41Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=usw1-apim.dm-staging.informaticacloud.com",usw1-apim.dm-staging.informaticacloud.com,Informatica LLC,usw1-apigw.dm-staging.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,f851c48e4e2a3adc9192a48efe672d44,f3c031b65c52e6862057a97ee0f1cc6e1bd3d1ef45705bcf0751bc84870ed613,ctls,usw1-apigw.dm-staging.informaticacloud.com,443,https://usw1-apigw.dm-staging.informaticacloud.com:443,https,,text/html,GET,44.242.30.59,/,-1655234758,34.214.22.6,1,False,,,,,,,
usw1-apigw.dm1-staging.informaticacloud.com,,200,302,usw1-apigw.dm1-staging.informaticacloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-08T07:54:06Z,2024-06-01T07:53:06Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=usw1-apim.dm1-staging.informaticacloud.com",usw1-apim.dm1-staging.informaticacloud.com,Informatica LLC,usw1-apigw.dm1-staging.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,defaf5eaa0397ca94f50365f0d88b1e5,3826e5c7834981cd8ae91d63b3afd91d0ed48a4f7c0984adab4a00f586592508,ctls,usw1-apigw.dm1-staging.informaticacloud.com,443,https://usw1-apigw.dm1-staging.informaticacloud.com:443,https,,text/html,GET,52.149.57.127,/,-1655234758,52.149.57.127,1,False,,,,,azure,True,
usw1-apigw.dm1-us.informaticacloud.com,,200,302,usw1-apigw.dm1-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-13T08:15:38Z,2024-01-07T08:14:38Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=usw1-apim.dm1-us.informaticacloud.com",usw1-apim.dm1-us.informaticacloud.com,Informatica LLC,usw1-apigw.dm1-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,7189d2edd04e752f412a69098fe2d9e0,0c44e471de05cbb75e657638b207d75f0c9863dc0c6f3c8898a95704e3feda28,ctls,usw1-apigw.dm1-us.informaticacloud.com,443,https://usw1-apigw.dm1-us.informaticacloud.com:443,https,,text/html,GET,52.148.151.161,/,-1655234758,52.148.151.161,1,False,,,,,azure,True,
usw1-apigw.dm2-staging.informaticacloud.com,,200,302,usw1-apigw.dm2-staging.informaticacloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-10-26T12:53:04Z,2023-11-20T12:52:04Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=usw1-apim.dm2-staging.informaticacloud.com",usw1-apim.dm2-staging.informaticacloud.com,Informatica LLC,usw1-apigw.dm2-staging.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,6ef78735cd6c069e0267351f75a39bf3,ebcb34fbc93951bb0e97f76b37cd3b77ee80d013d8c0baeea0305509b4405eb2,ctls,usw1-apigw.dm2-staging.informaticacloud.com,443,https://usw1-apigw.dm2-staging.informaticacloud.com:443,https,,text/html,GET,34.111.247.71,/,-1655234758,34.111.247.71,1,False,,HTTP/3,,,google,True,
usw1-apigw.dm2-us.informaticacloud.com,,200,302,usw1-apigw.dm2-us.informaticacloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-29T10:05:08Z,2023-12-24T10:04:08Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=usw1-apim.dm2-us.informaticacloud.com",usw1-apim.dm2-us.informaticacloud.com,Informatica LLC,usw1-apigw.dm2-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,095cd774d19c7ac86061f718cc5d0c3a,07f837c7881c48f94e43f05d1de5002747fbc2dc8f6c0eac438d037ae2fe6633,ctls,usw1-apigw.dm2-us.informaticacloud.com,443,https://usw1-apigw.dm2-us.informaticacloud.com:443,https,,text/html,GET,34.96.71.175,/,-1655234758,34.96.71.175,1,False,,HTTP/3,,,google,True,
usw1-apigw.dmr-us.informaticacloud.com,,200,302,usw1-apigw.dmr-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-10-31T16:23:58Z,2023-11-25T16:22:58Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=usw1-apim.dmr-us.informaticacloud.com",usw1-apim.dmr-us.informaticacloud.com,Informatica LLC,usw1-apigw.dmr-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,aff176db9bef70c3c2958430d8e3db05,4a46438c9ab3ab769025c52e51c7d4fc14bdc1b270bac96d70e529609ea0dfe8,ctls,usw1-apigw.dmr-us.informaticacloud.com,443,https://usw1-apigw.dmr-us.informaticacloud.com:443,https,,text/html,GET,35.165.200.176,/,-1655234758,52.26.248.109,1,False,,,,,,,
usw1-apim.dm-staging.informaticacloud.com,HTTP Status 404 – Not Found,404,431,usw1-apim.dm-staging.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-03T14:31:41Z,2024-05-27T14:30:41Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=usw1-apim.dm-staging.informaticacloud.com",usw1-apim.dm-staging.informaticacloud.com,Informatica LLC,usw1-apigw.dm-staging.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,f851c48e4e2a3adc9192a48efe672d44,f3c031b65c52e6862057a97ee0f1cc6e1bd3d1ef45705bcf0751bc84870ed613,ctls,usw1-apim.dm-staging.informaticacloud.com,443,https://usw1-apim.dm-staging.informaticacloud.com:443,https,apimgm,text/html,GET,44.225.1.155,/,-230353730,52.26.103.155,1,False,,,,,,,
