input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,tech_,tls_wildcard_certificate,final_url,cdn_name,cdn,tls_expired
content.dm1-ca.informaticacloud.com,Informatica Cloud,200,4976,dm1-ca.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-19T06:58:16Z,2024-07-13T06:57:16Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=dm1-ca.informaticacloud.com",dm1-ca.informaticacloud.com,Informatica LLC,cac2-testing.dm1-ca.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,26e9ce935d85141675d35fcdc8924a22,e86599616df267ebcf447832b30a6648ac84b11b7201ef98ee0b2f1bfb35867a,ctls,dm1-ca.informaticacloud.com,443,https://content.dm1-ca.informaticacloud.com:443,https,,text/html,GET,4.204.214.53,/,-679384095,4.204.214.53,121,False,https:,Java,,https://dm1-ca.informaticacloud.com/identity-service/home,,,
content.dm1-em.informaticacloud.com,Informatica Cloud,200,4976,dm1-em.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-12T07:21:50Z,2024-07-06T07:20:50Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=dm1-em.informaticacloud.com",dm1-em.informaticacloud.com,Informatica LLC,emc1-testing.dm1-em.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,ab783e6567fbfc3d964cf1758870af90,18f50da3d484eec256f516ff1090e8ba1c414fee135e02ca3f49e1d20f3c9d8a,ctls,dm1-em.informaticacloud.com,443,https://content.dm1-em.informaticacloud.com:443,https,,text/html,GET,20.79.77.157,/,-679384095,20.79.77.157,121,False,https:,Java,,https://dm1-em.informaticacloud.com/identity-service/home,,,
content.dm1-emse.informaticacloud.com,Informatica Cloud,200,4978,dm1-emse.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-08T09:36:15Z,2024-07-02T09:35:15Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=dm1-emse.informaticacloud.com",dm1-emse.informaticacloud.com,Informatica LLC,emse1-testing.dm1-emse.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,265b371de28e91b1c8d6c22fb9664318,03b347e0c70a50c2ffac9346f566e0cc9185d92ee8d5c227e618b97d54c82831,ctls,dm1-emse.informaticacloud.com,443,https://content.dm1-emse.informaticacloud.com:443,https,,text/html,GET,20.203.18.50,/,-679384095,20.203.18.50,121,False,https:,Java,,https://dm1-emse.informaticacloud.com/identity-service/home,,,
content.dm1-staging.informaticacloud.com,Informatica Cloud,200,4981,dm1-staging.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-31T14:26:40Z,2024-06-24T14:25:40Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=dm1-staging.informaticacloud.com",dm1-staging.informaticacloud.com,Informatica LLC,usw1-testing.dm1-staging.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,00c6c3e89b311a113a98c3fe67a0d254,795bd4068046824ef85d45d32696e261d793b9a4017326aa50af85460f40f77c,ctls,dm1-staging.informaticacloud.com,443,https://content.dm1-staging.informaticacloud.com:443,https,,text/html,GET,51.143.110.192,/,-679384095,51.143.110.192,121,False,https:,Java,,https://dm1-staging.informaticacloud.com/identity-service/home,azure,True,
content.dm2-em.informaticacloud.com,Informatica Cloud,200,4976,dm2-em.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-28T07:28:38Z,2024-04-21T07:27:38Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=dm2-em.informaticacloud.com",dm2-em.informaticacloud.com,Informatica LLC,content.dm2-em.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,5ce7637465d2f861bc22b66699a11ba2,414b8ab8c7cf730f18d897bfb2d473a1a83588b42de312129ff7b8a659049fe5,ctls,dm2-em.informaticacloud.com,443,https://content.dm2-em.informaticacloud.com:443,https,,text/html,GET,34.117.251.129,/,-679384095,34.117.251.129,121,False,https:,Java,,https://dm2-em.informaticacloud.com/identity-service/home,google,True,
content.dm2-us.informaticacloud.com,Informatica Cloud,200,4976,dm2-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-21T00:42:31Z,2024-07-15T00:41:31Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=dm2-us.informaticacloud.com",dm2-us.informaticacloud.com,Informatica LLC,usw1-testing.dm2-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,c7354e922d52c9caa9609868c7932b92,adbe11c7596c0169f4b53f21c1c135245499ea5f2665fea0424384f45c424d01,ctls,dm2-us.informaticacloud.com,443,https://content.dm2-us.informaticacloud.com:443,https,,text/html,GET,34.107.173.26,/,-679384095,34.107.173.26,121,False,https:,Java,,https://dm2-us.informaticacloud.com/identity-service/home,google,True,
content.dmp-us.informaticacloud.com,Informatica Cloud,200,4976,dmp-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-05T18:11:37Z,2023-09-05T18:06:00Z,"CN=dmp-us.informaticacloud.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",dmp-us.informaticacloud.com,Informatica LLC,usw1.dmp-us.informaticacloud.com,"CN=HydrantID SSL CA G3, O=HydrantID (Avalanche Cloud Corporation), C=US",HydrantID SSL CA G3,HydrantID (Avalanche Cloud Corporation),4b3e8541186cba9e475580e875718ff4,0e498d854c0fb33006d28a8e9c8bafd34342d0a22695a31c870415a3b8ec621e,ctls,dmp-us.informaticacloud.com,443,https://content.dmp-us.informaticacloud.com:443,https,,text/html,GET,44.224.118.85,/,-679384095,44.240.29.49,121,False,https:,Java,,https://dmp-us.informaticacloud.com/identity-service/home,,,
content.dmr-us.informaticacloud.com,Informatica Cloud,200,4977,dmr-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-10-10T11:24:48Z,2023-10-06T11:23:48Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=dmr-us.informaticacloud.com",dmr-us.informaticacloud.com,Informatica LLC,usw1-testing.dmr-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,0666606115abd4a02a20ca299d60e855,d4c67d09dc02a36e23c165e366a5f0ecc69b714881a97765c9f6fc8347edf924,ctls,dmr-us.informaticacloud.com,443,https://content.dmr-us.informaticacloud.com:443,https,,text/html,GET,54.71.180.136,/,-679384095,35.165.126.61,121,False,https:,Java,,https://dmr-us.informaticacloud.com/identity-service/home,,,
content.iics-icinq1.informaticacloud.com,Informatica Cloud,200,4981,iics-icinq1.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-05T18:11:51Z,2023-09-05T18:06:00Z,"CN=iics-icinq1.informaticacloud.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",iics-icinq1.informaticacloud.com,Informatica LLC,na1-testing.iics-icinq1.informaticacloud.com,"CN=HydrantID SSL CA G3, O=HydrantID (Avalanche Cloud Corporation), C=US",HydrantID SSL CA G3,HydrantID (Avalanche Cloud Corporation),01cb2936839a20a8ec71b6b57788e6e0,22b2b8cdd69c9d1f1f362e6b46055d164f8df526de17a0d43378498f441695cb,ctls,iics-icinq1.informaticacloud.com,443,https://content.iics-icinq1.informaticacloud.com:443,https,,text/html,GET,52.43.136.76,/,-679384095,44.237.208.150,121,False,https:,Java,,https://iics-icinq1.informaticacloud.com/identity-service/home,,,
content.informatica.com,Enterprise Cloud Data Management | Informatica,200,239046,www.informatica.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-12T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.informatica.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",www.informatica.com,Informatica LLC,accounts-alpha.informatica.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7c228b750a0e2f6f8064187bfb5364e6,6e868b6126f06b865e67ad04eac84f99e282e19d427dfa6135ecd482fe51b48f,ctls,www.informatica.com,443,https://content.informatica.com:443,https,Apache,text/html,GET,52.188.201.96,/,-777600206,52.188.201.96,6849,False,api.company-target.com,Java,,https://www.informatica.com,azure,True,
content.sbdeloitteextract.informaticacloud.com,Informatica Cloud,200,4988,sbdeloitteextract.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-05T18:11:13Z,2023-09-05T18:06:00Z,"CN=sbdeloitteextract.informaticacloud.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",sbdeloitteextract.informaticacloud.com,Informatica LLC,use1-testing.sbdeloitteextract.informaticacloud.com,"CN=HydrantID SSL CA G3, O=HydrantID (Avalanche Cloud Corporation), C=US",HydrantID SSL CA G3,HydrantID (Avalanche Cloud Corporation),56ee28bd70ac51145d2a8792a54004b1,4d3e0b8576d749c441a2c97c888162ecf5b9896278bbc9898d669df17fc9de5c,ctls,sbdeloitteextract.informaticacloud.com,443,https://content.sbdeloitteextract.informaticacloud.com:443,https,,text/html,GET,18.205.30.22,/,-679384095,18.211.247.209,121,False,https:,Java,,https://sbdeloitteextract.informaticacloud.com/identity-service/home,,,
creative.informatica.com,Informatica Brand Central Station,200,32183,creative.informatica.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-20T00:00:00Z,2024-05-18T23:59:59Z,CN=creative.informatica.com,creative.informatica.com,,creative.informatica.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c8447507425948665047dacd2effcedf,db2e520428ce2893f4a950912e7456d17b2bbb3c3df3baf60140948ee8c39167,ctls,creative.informatica.com,443,https://creative.informatica.com:443,https,nginx,text/html,GET,3.160.212.36,/,-1840324437,2600:9000:223c:1600:1:70d:cc00:93a1,629,False,https://*.google-analytics.com,Nginx,,https://creative.informatica.com/login/,cloudfront,True,
crl.informatica.com,IIS Windows Server,200,703,,,,,,,,,,,,,,,,,,,,80,http://crl.informatica.com:80,http,Microsoft-IIS/10.0,text/html,GET,194.165.163.170,/,1631801191,194.165.163.170,32,False,,Windows Server,,,,,
customersuccess.informatica.com,Success Offerings | Informatica,200,155294,www.informatica.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-12T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.informatica.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",www.informatica.com,Informatica LLC,accounts-alpha.informatica.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7c228b750a0e2f6f8064187bfb5364e6,6e868b6126f06b865e67ad04eac84f99e282e19d427dfa6135ecd482fe51b48f,ctls,www.informatica.com,443,https://customersuccess.informatica.com:443,https,Apache,text/html,GET,198.202.141.84,/,-362987182,198.202.141.84,3422,False,assets.adobedtm.com,Java,,https://www.informatica.com/services-and-training/customer-success-services.html,,,
deloitteextract.informaticacloud.com,Informatica Cloud,200,4986,deloitteextract.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-05T18:11:06Z,2023-09-05T18:06:00Z,"CN=deloitteextract.informaticacloud.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",deloitteextract.informaticacloud.com,Informatica LLC,use1-testing.deloitteextract.informaticacloud.com,"CN=HydrantID SSL CA G3, O=HydrantID (Avalanche Cloud Corporation), C=US",HydrantID SSL CA G3,HydrantID (Avalanche Cloud Corporation),75090fdf93050b0264c114f21162aa66,daf2b354b06a833589769a31f5516c4a9def86a587c0170f2c34ff45a0322e15,ctls,deloitteextract.informaticacloud.com,443,https://deloitteextract.informaticacloud.com:443,https,,text/html,GET,34.225.41.90,/,-679384095,52.70.154.85,121,False,https:,Java,,https://deloitteextract.informaticacloud.com/identity-service/home,,,
dev.static.informaticacloud.com,Service Unavailable,503,268,dev.static.informaticacloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-03T09:43:11Z,2024-07-27T09:42:11Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=non-prod.static.informaticacloud.com",non-prod.static.informaticacloud.com,Informatica LLC,parallel-qa-staging5.static.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,4abcfbfc91b6360e35997f9acc25202c,da3e205210f9c2378f873e74b67e58c19205a8cb2450ac608c14a1104e331cd7,ctls,dev.static.informaticacloud.com,443,https://dev.static.informaticacloud.com:443,https,AkamaiGHost,text/html,GET,184.30.135.224,/,1568463646,184.30.135.224,9,False,,,,,,,
developer.informatica.com,IICS API Portal,200,337757,developer.informatica.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=developer.informatica.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",developer.informatica.com,"Cloudflare, Inc.",developer.informatica.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ca845abc8d9e48296fe755438b1a3f26,a3536320d0d189761ecdb36cf73caaa0595daf9333a241d392ea4ac4171695c1,ctls,developer.informatica.com,443,https://developer.informatica.com:443,https,cloudflare,text/html,GET,104.18.211.56,/,-1972962719,2606:4700::6812:d238,396,False,,Heroku,,,cloudflare,True,
devint1.non-prod.static.informaticacloud.com,Service Unavailable,503,268,devint1.non-prod.static.informaticacloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-03T09:43:11Z,2024-07-27T09:42:11Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=non-prod.static.informaticacloud.com",non-prod.static.informaticacloud.com,Informatica LLC,parallel-qa-staging5.static.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,4abcfbfc91b6360e35997f9acc25202c,da3e205210f9c2378f873e74b67e58c19205a8cb2450ac608c14a1104e331cd7,ctls,devint1.non-prod.static.informaticacloud.com,443,https://devint1.non-prod.static.informaticacloud.com:443,https,AkamaiGHost,text/html,GET,23.212.202.252,/,2143974538,23.212.202.252,9,False,,,,,,,
dm-em.informaticacloud.com,Informatica Cloud,200,4975,dm-em.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-05T18:10:38Z,2023-09-05T18:05:00Z,"CN=dm-em.informaticacloud.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",dm-em.informaticacloud.com,Informatica LLC,emw1.dm-em.informaticacloud.com,"CN=HydrantID SSL CA G3, O=HydrantID (Avalanche Cloud Corporation), C=US",HydrantID SSL CA G3,HydrantID (Avalanche Cloud Corporation),69e476d4fb2b47854ea97693147d2151,5afce5f8ec47e9dfd3da66f311634d96771a0cff1e941398d9881e2804632fb0,ctls,dm-em.informaticacloud.com,443,https://dm-em.informaticacloud.com:443,https,,text/html,GET,54.229.43.97,/,-679384095,54.194.192.122,121,False,https:,Java,,https://dm-em.informaticacloud.com/identity-service/home,,,
dm-ford-us.informaticacloud.com,Informatica Cloud,200,4981,dm-ford-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-05T18:10:57Z,2023-09-05T18:05:00Z,"CN=dm-ford-us.informaticacloud.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",dm-ford-us.informaticacloud.com,Informatica LLC,use1-testing.dm-ford-us.informaticacloud.com,"CN=HydrantID SSL CA G3, O=HydrantID (Avalanche Cloud Corporation), C=US",HydrantID SSL CA G3,HydrantID (Avalanche Cloud Corporation),c081f07a35d40594024add5ad1bd0685,1848b3d240cae868cca6b9fdb252ac6c4ea40abaf8269ecd325d4f4ff4a9fcad,ctls,dm-ford-us.informaticacloud.com,443,https://dm-ford-us.informaticacloud.com:443,https,,text/html,GET,52.3.108.173,/,-679384095,52.20.120.39,121,False,https:,Java,,https://dm-ford-us.informaticacloud.com/identity-service/home,,,
dm-na.informaticacloud.com,Informatica Cloud,200,4975,dm-na.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-05T18:10:17Z,2023-09-05T18:05:00Z,"CN=dm-na.informaticacloud.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",dm-na.informaticacloud.com,Informatica LLC,nac1.dm-na.informaticacloud.com,"CN=HydrantID SSL CA G3, O=HydrantID (Avalanche Cloud Corporation), C=US",HydrantID SSL CA G3,HydrantID (Avalanche Cloud Corporation),98ccceaf63afa14fac0f9d6fdb5e02a9,952ef0217a90132f7c94ff9d4fd4f2cda01ac371eedfd05246bb059c30183922,ctls,dm-na.informaticacloud.com,443,https://dm-na.informaticacloud.com:443,https,,text/html,GET,35.183.138.93,/,-679384095,15.223.110.56,121,False,https:,Java,,https://dm-na.informaticacloud.com/identity-service/home,,,
dm-staging.informaticacloud.com,Informatica Cloud,200,4981,dm-staging.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-10-07T07:49:48Z,2023-10-03T07:48:48Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=dm-staging.informaticacloud.com",dm-staging.informaticacloud.com,Informatica LLC,usw3-testing.dm-staging.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,d85e202ad339cdbdc605a0742cf8c292,64791017e65ecc253f6273f4ce43c3b047dda2d5ebf2f8869ab2f61b65b85b93,ctls,dm-staging.informaticacloud.com,443,https://dm-staging.informaticacloud.com:443,https,,text/html,GET,34.213.54.149,/,-679384095,54.185.229.144,121,False,https:,Java,,https://dm-staging.informaticacloud.com/identity-service/home,,,
dm-uk.informaticacloud.com,Informatica Cloud,200,4975,dm-uk.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-05T18:10:24Z,2023-09-05T18:05:00Z,"CN=dm-uk.informaticacloud.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",dm-uk.informaticacloud.com,Informatica LLC,uk1.dm-uk.informaticacloud.com,"CN=HydrantID SSL CA G3, O=HydrantID (Avalanche Cloud Corporation), C=US",HydrantID SSL CA G3,HydrantID (Avalanche Cloud Corporation),bd8754d58f119600241ef5b0f41cfabe,cade0b5d10d72597a0fc60160c73f6b0a7dffdd894d6a4523f3038a369100a81,ctls,dm-uk.informaticacloud.com,443,https://dm-uk.informaticacloud.com:443,https,,text/html,GET,35.177.14.50,/,-679384095,3.11.203.81,121,False,https:,Java,,https://dm-uk.informaticacloud.com/identity-service/home,,,
dm-us.informaticacloud.com,Informatica Cloud,200,4975,dm-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-05T18:11:30Z,2023-09-05T18:06:00Z,"CN=dm-us.informaticacloud.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",dm-us.informaticacloud.com,Informatica LLC,use6-testing.dm-us.informaticacloud.com,"CN=HydrantID SSL CA G3, O=HydrantID (Avalanche Cloud Corporation), C=US",HydrantID SSL CA G3,HydrantID (Avalanche Cloud Corporation),dea56874acfb8c06943ea4d915e34b56,a9ed3ef8534a2f70c6a3ea8e8faf5f3db74d030f3413cee1047f98be56f568ef,ctls,dm-us.informaticacloud.com,443,https://dm-us.informaticacloud.com:443,https,,text/html,GET,52.11.251.104,/,-679384095,50.112.49.143,121,False,https:,Java,,https://dm-us.informaticacloud.com/identity-service/home,,,
dm1-ca.informaticacloud.com,Informatica Cloud,200,4976,dm1-ca.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-19T06:58:16Z,2024-07-13T06:57:16Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=dm1-ca.informaticacloud.com",dm1-ca.informaticacloud.com,Informatica LLC,cac2-testing.dm1-ca.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,26e9ce935d85141675d35fcdc8924a22,e86599616df267ebcf447832b30a6648ac84b11b7201ef98ee0b2f1bfb35867a,ctls,dm1-ca.informaticacloud.com,443,https://dm1-ca.informaticacloud.com:443,https,,text/html,GET,4.204.214.53,/,-679384095,4.204.214.53,121,False,https:,Java,,https://dm1-ca.informaticacloud.com/identity-service/home,,,
dm1-em.informaticacloud.com,Informatica Cloud,200,4976,dm1-em.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-12T07:21:50Z,2024-07-06T07:20:50Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=dm1-em.informaticacloud.com",dm1-em.informaticacloud.com,Informatica LLC,emc1-testing.dm1-em.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,ab783e6567fbfc3d964cf1758870af90,18f50da3d484eec256f516ff1090e8ba1c414fee135e02ca3f49e1d20f3c9d8a,ctls,dm1-em.informaticacloud.com,443,https://dm1-em.informaticacloud.com:443,https,,text/html,GET,20.79.77.157,/,-679384095,20.79.77.157,121,False,https:,Java,,https://dm1-em.informaticacloud.com/identity-service/home,,,
dm1-emse.informaticacloud.com,Informatica Cloud,200,4978,dm1-emse.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-08T09:36:15Z,2024-07-02T09:35:15Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=dm1-emse.informaticacloud.com",dm1-emse.informaticacloud.com,Informatica LLC,emse1-testing.dm1-emse.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,265b371de28e91b1c8d6c22fb9664318,03b347e0c70a50c2ffac9346f566e0cc9185d92ee8d5c227e618b97d54c82831,ctls,dm1-emse.informaticacloud.com,443,https://dm1-emse.informaticacloud.com:443,https,,text/html,GET,20.203.18.50,/,-679384095,20.203.18.50,121,False,https:,Java,,https://dm1-emse.informaticacloud.com/identity-service/home,,,
dm1-staging.informaticacloud.com,Informatica Cloud,200,4981,dm1-staging.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-31T14:26:40Z,2024-06-24T14:25:40Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=dm1-staging.informaticacloud.com",dm1-staging.informaticacloud.com,Informatica LLC,usw1-testing.dm1-staging.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,00c6c3e89b311a113a98c3fe67a0d254,795bd4068046824ef85d45d32696e261d793b9a4017326aa50af85460f40f77c,ctls,dm1-staging.informaticacloud.com,443,https://dm1-staging.informaticacloud.com:443,https,,text/html,GET,51.143.110.192,/,-679384095,51.143.110.192,121,False,https:,Java,,https://dm1-staging.informaticacloud.com/identity-service/home,azure,True,
dm2-staging.informaticacloud.com,Informatica Cloud,200,4981,dm2-staging.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-01T14:04:22Z,2024-06-25T14:03:22Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=dm2-staging.informaticacloud.com",dm2-staging.informaticacloud.com,Informatica LLC,usw1-testing.dm2-staging.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,ba34e4dc4adcda08286f2ec51480b0e0,ba76f4ee2755f59bacd8d8098145a69c689e11ff988b83135cf518a2e2d2fa09,ctls,dm2-staging.informaticacloud.com,443,https://dm2-staging.informaticacloud.com:443,https,,text/html,GET,35.201.73.127,/,-679384095,35.201.73.127,121,False,https:,Java,,https://dm2-staging.informaticacloud.com/identity-service/home,google,True,
dm2-us.informaticacloud.com,Informatica Cloud,200,4976,dm2-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-21T00:42:31Z,2024-07-15T00:41:31Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=dm2-us.informaticacloud.com",dm2-us.informaticacloud.com,Informatica LLC,usw1-testing.dm2-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,c7354e922d52c9caa9609868c7932b92,adbe11c7596c0169f4b53f21c1c135245499ea5f2665fea0424384f45c424d01,ctls,dm2-us.informaticacloud.com,443,https://dm2-us.informaticacloud.com:443,https,,text/html,GET,34.107.173.26,/,-679384095,34.107.173.26,121,False,https:,Java,,https://dm2-us.informaticacloud.com/identity-service/home,google,True,
dmr-us.informaticacloud.com,Informatica Cloud,200,4977,dmr-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-10-10T11:24:48Z,2023-10-06T11:23:48Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=dmr-us.informaticacloud.com",dmr-us.informaticacloud.com,Informatica LLC,usw1-testing.dmr-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,0666606115abd4a02a20ca299d60e855,d4c67d09dc02a36e23c165e366a5f0ecc69b714881a97765c9f6fc8347edf924,ctls,dmr-us.informaticacloud.com,443,https://dmr-us.informaticacloud.com:443,https,,text/html,GET,35.165.126.61,/,-679384095,54.71.180.136,121,False,https:,Java,,https://dmr-us.informaticacloud.com/identity-service/home,,,
