input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_self_signed,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_expired,tls_wildcard_certificate,webserver,cdn_name,cdn,csp_domains_,final_url
gsp64.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://gsp64.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
home.bluesnap.com,429 Too Many Requests,429,162,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://home.bluesnap.com:443,https,text/html,GET,141.193.213.21,/,-1840324437,141.193.213.20,HTTP/3,8,False,,,cloudflare,,,,https://www.bluesnap.com//
host-214-18-29-32.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://host-214-18-29-32.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
http-m-jobstreet-com-ph5-5.testuff.bluesnap.com,429 Too Many Requests,429,162,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://http-m-jobstreet-com-ph5-5.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,HTTP/3,8,False,,,cloudflare,,,,https://www.bluesnap.com
http-m-wattpad-com1-3.testuff.bluesnap.com,429 Too Many Requests,429,162,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://http-m-wattpad-com1-3.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,HTTP/3,8,False,,,cloudflare,,,,https://www.bluesnap.com
https-th-m-wikipedia-org2-6.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://https-th-m-wikipedia-org2-6.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
https://crypt.parrot.sh,"CryptPad: Collaboration suite, encrypted and open-source",200,1753,crypt.parrot.sh,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-07-10T02:09:33Z,2023-10-08T02:09:32Z,CN=parrot.sh,parrot.sh,,parrot.sh,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,a23bb95adef0949163963d1d32850e10,4d47d24caf69bb89e95fb4372699ad26e20ea404b9a9ca3080fb4e87342a27ac,ctls,crypt.parrot.sh,443,https://crypt.parrot.sh:443,https,text/html,GET,188.114.97.3,/,-135713372,2a06:98c1:3120::3,HTTP/3,27,False,,True,cloudflare,cloudflare,True,https://secure.parrot.sh,
https://secure.parrot.sh,"CryptPad: Collaboration suite, encrypted and open-source",200,1753,secure.parrot.sh,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-07-10T02:09:33Z,2023-10-08T02:09:32Z,CN=parrot.sh,parrot.sh,,parrot.sh,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,a23bb95adef0949163963d1d32850e10,4d47d24caf69bb89e95fb4372699ad26e20ea404b9a9ca3080fb4e87342a27ac,ctls,secure.parrot.sh,443,https://secure.parrot.sh:443,https,text/html,GET,188.114.96.3,/,-135713372,2a06:98c1:3121::3,HTTP/3,27,False,,True,cloudflare,cloudflare,True,https://secure.parrot.sh,
hzec.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://hzec.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
india1-apac-mirror.parrot.sh,Index of /,200,1878,india1-apac-mirror.parrot.sh,443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2023-06-24T21:39:32Z,2024-06-23T21:39:32Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,c401c084f177f24eed60dc7d61afb073,2fa566969601c14cb3ebba894880c618a646081e7b33e05d3fed7512fcd13fdf,ctls,india1-apac-mirror.parrot.sh,443,https://india1-apac-mirror.parrot.sh:443,https,text/html,GET,162.19.139.93,/,286975560,2001:41d0:700:6b5d:aaaa:cafe:dead:beef,HSTS,12,False,,,,,,,
infra.parrot.sh,Index of /,200,1878,infra.parrot.sh,443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2023-06-24T21:39:32Z,2024-06-23T21:39:32Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,c401c084f177f24eed60dc7d61afb073,2fa566969601c14cb3ebba894880c618a646081e7b33e05d3fed7512fcd13fdf,ctls,infra.parrot.sh,443,https://infra.parrot.sh:443,https,text/html,GET,162.19.139.93,/,286975560,2001:41d0:700:6b5d:aaaa:cafe:dead:beef,HSTS,12,False,,,,,,,
internal.parrot.sh,Index of /,200,1878,internal.parrot.sh,443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2023-06-24T21:39:32Z,2024-06-23T21:39:32Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,c401c084f177f24eed60dc7d61afb073,2fa566969601c14cb3ebba894880c618a646081e7b33e05d3fed7512fcd13fdf,ctls,internal.parrot.sh,443,https://internal.parrot.sh:443,https,text/html,GET,162.19.139.93,/,286975560,2001:41d0:700:6b5d:aaaa:feed:dead:beef,HSTS,12,False,,,,,,,
ipam-global.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://ipam-global.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
isengard.backbone.rfc2549.network,Index of /,200,1878,isengard.backbone.rfc2549.network,443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2023-06-24T21:44:21Z,2024-06-23T21:44:21Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,5279b13f7e4e875a3734da9d782bdd6d,4e21b4d9a5bf04115864b11fa5ed18c759ab97fda8e831248c24fd1833ae4315,ctls,isengard.backbone.rfc2549.network,443,https://isengard.backbone.rfc2549.network:443,https,text/html,GET,51.89.52.95,/,286975560,2001:41d0:700:6b5d:aaaa:cafe:dead:beef,HSTS,12,False,,,,,,,
jelling.testuff.bluesnap.com,429 Too Many Requests,429,162,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://jelling.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,HTTP/3,8,False,,,cloudflare,,,,https://www.bluesnap.com
killah-priest.testuff.bluesnap.com,429 Too Many Requests,429,162,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://killah-priest.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,HTTP/3,8,False,,,cloudflare,,,,https://www.bluesnap.com
kir.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://kir.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
lagosan-privacy.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://lagosan-privacy.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
lapp25.testuff.bluesnap.com,429 Too Many Requests,429,162,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://lapp25.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,HTTP/3,8,False,,,cloudflare,,,,https://www.bluesnap.com
lifeimagetest.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://lifeimagetest.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
lighthouse.parrot.sh,Index of /,200,1878,lighthouse.parrot.sh,443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2023-06-24T21:44:21Z,2024-06-23T21:44:21Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,5279b13f7e4e875a3734da9d782bdd6d,4e21b4d9a5bf04115864b11fa5ed18c759ab97fda8e831248c24fd1833ae4315,ctls,lighthouse.parrot.sh,443,https://lighthouse.parrot.sh:443,https,text/html,GET,51.89.52.94,/,286975560,2001:41d0:700:6dc3:aaaa:cafe:dead:beef,HSTS,12,False,,,,,,,
lisakagan.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://lisakagan.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
log-heaventools.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://log-heaventools.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
lutil10.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://lutil10.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
mail-153-euc1.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://mail-153-euc1.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
meast1-emea-mirror.parrot.sh,Index of /,200,1878,meast1-emea-mirror.parrot.sh,443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2023-06-24T21:44:21Z,2024-06-23T21:44:21Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,5279b13f7e4e875a3734da9d782bdd6d,4e21b4d9a5bf04115864b11fa5ed18c759ab97fda8e831248c24fd1833ae4315,ctls,meast1-emea-mirror.parrot.sh,443,https://meast1-emea-mirror.parrot.sh:443,https,text/html,GET,51.89.52.93,/,286975560,2001:41d0:700:6b5d:aaaa:cafe:dead:beef,HSTS,12,False,,,,,,,
meet-git.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://meet-git.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
menina-thadya.testuff.bluesnap.com,429 Too Many Requests,429,162,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://menina-thadya.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,HTTP/3,8,False,,,cloudflare,,,,https://www.bluesnap.com
mirror.parrot.sh,Index of /,200,1878,mirror.parrot.sh,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-07-10T02:09:33Z,2023-10-08T02:09:32Z,CN=parrot.sh,parrot.sh,,parrot.sh,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,a23bb95adef0949163963d1d32850e10,4d47d24caf69bb89e95fb4372699ad26e20ea404b9a9ca3080fb4e87342a27ac,ctls,mirror.parrot.sh,443,https://mirror.parrot.sh:443,https,text/html,GET,188.114.97.3,/,228041381,2a06:98c1:3120::3,HTTP/3,12,False,,True,cloudflare,cloudflare,True,,
montreal.gibson.infra.parrot.sh,Index of /,200,1878,montreal.gibson.infra.parrot.sh,443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2023-06-24T21:44:21Z,2024-06-23T21:44:21Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,5279b13f7e4e875a3734da9d782bdd6d,4e21b4d9a5bf04115864b11fa5ed18c759ab97fda8e831248c24fd1833ae4315,ctls,montreal.gibson.infra.parrot.sh,443,https://montreal.gibson.infra.parrot.sh:443,https,text/html,GET,51.89.52.95,/,286975560,2001:41d0:700:6b5d:aaaa:feed:dead:beef,HSTS,12,False,,,,,,,
moulac.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://moulac.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
mq-test.testuff.bluesnap.com,429 Too Many Requests,429,162,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://mq-test.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,HTTP/3,8,False,,,cloudflare,,,,https://www.bluesnap.com
