input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_self_signed,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_expired,tls_wildcard_certificate,webserver,cdn_name,cdn,csp_domains_,final_url
authcachemain.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://authcachemain.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
auxiliaryservices.testuff.bluesnap.com,429 Too Many Requests,429,162,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://auxiliaryservices.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,HTTP/3,8,False,,,cloudflare,,,,https://www.bluesnap.com
azure.deb.parrot.sh,Index of /,200,1878,azure.deb.parrot.sh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-04-24T00:00:00Z,2024-04-24T23:59:59Z,"CN=azure.deb.parrot.sh, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",azure.deb.parrot.sh,Microsoft Corporation,azure.deb.parrot.sh,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,54a984b563593ebfe47f65536b6cb1d1,ca62587ae77932aba59ce7b907f4732d369ddbbe2f25965abde631a864a8e8ff,ctls,azure.deb.parrot.sh,443,https://azure.deb.parrot.sh:443,https,text/html,GET,13.107.246.45,/,286975560,2620:1ec:46::45,HSTS,12,False,,,,,,,
azure.speedtest.parrot.sh,Parrot Security SpeedTest,200,23624,azure.speedtest.parrot.sh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-06-28T00:00:00Z,2024-06-28T23:59:59Z,"CN=azure.speedtest.parrot.sh, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",azure.speedtest.parrot.sh,Microsoft Corporation,azure.speedtest.parrot.sh,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,917046fcd1c8141e3b427bfd957e5f98,9ff9ccfd6745079f5f3062f1182158e62c0f943d0dff7858c949d1d27317a9ef,ctls,azure.speedtest.parrot.sh,443,https://azure.speedtest.parrot.sh:443,https,text/html,GET,13.107.246.45,/,-1487903702,2620:1ec:46::45,HSTS,602,False,,,,,,,
b2bbpmstg.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://b2bbpmstg.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
bid474w.testuff.bluesnap.com,429 Too Many Requests,429,162,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://bid474w.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,HTTP/3,8,False,,,cloudflare,,,,https://www.bluesnap.com
bid47d4.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://bid47d4.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
blog.parrot.sh,Index of /,200,1878,blog.parrot.sh,443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2023-06-24T21:44:21Z,2024-06-23T21:44:21Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,5279b13f7e4e875a3734da9d782bdd6d,4e21b4d9a5bf04115864b11fa5ed18c759ab97fda8e831248c24fd1833ae4315,ctls,blog.parrot.sh,443,https://blog.parrot.sh:443,https,text/html,GET,51.89.52.94,/,286975560,2001:41d0:700:6dc3:aaaa:cafe:c0de:1337,HSTS,12,False,,,,,,,
build.parrot.sh,Index of /,200,477,build.parrot.sh,443,True,tls13,TLS_AES_256_GCM_SHA384,,True,2023-06-23T10:41:08Z,2023-09-21T10:41:07Z,CN=build.parrotsec.org,build.parrotsec.org,,download.parrotsec.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8ef79246b43f41b388fe6ef9da335e84,b04e4ab532166d27ea55888f8c3cae458479dae0d8e2b298615813ccafde63a7,ctls,build.parrot.sh,443,https://build.parrot.sh:443,https,text/html,GET,195.15.242.154,/,75173171,2001:1600:10:100::3fe,Apache,11,False,,,Apache,,,,
bunny.speedtest.parrot.sh,Parrot Security SpeedTest,200,23624,bunny.speedtest.parrot.sh,443,True,tls13,TLS_AES_256_GCM_SHA384,,,2023-06-22T04:09:53Z,2023-09-20T04:09:52Z,CN=bunny.speedtest.parrot.sh,bunny.speedtest.parrot.sh,,bunny.speedtest.parrot.sh,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3a0d827d770d803c229f163fb13bc7a7,d0279c6a11c8b4f48d45ccad96e1dd430e823d69bfc26e42031c922f4868db45,ctls,bunny.speedtest.parrot.sh,443,https://bunny.speedtest.parrot.sh:443,https,text/html,GET,169.150.247.38,/,-1487903702,2400:52e0:1e00::1081:1,HSTS,602,False,,,BunnyCDN-DE1-1081,,,,
buy-stage.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://buy-stage.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
cacheweb0.testuff.bluesnap.com,429 Too Many Requests,429,162,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://cacheweb0.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,HTTP/3,8,False,,,cloudflare,,,,https://www.bluesnap.com
cannabisconsulting.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://cannabisconsulting.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
cas-eu.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://cas-eu.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
ccpce-sit.testuff.bluesnap.com,429 Too Many Requests,429,162,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://ccpce-sit.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,HTTP/3,8,False,,,cloudflare,,,,https://www.bluesnap.com
cent.testuff.bluesnap.com,429 Too Many Requests,429,162,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://cent.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,HTTP/3,8,False,,,cloudflare,,,,https://www.bluesnap.com
cf.deb.parrot.sh,Not Found,404,21609,cf.deb.parrot.sh,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-13T00:00:00Z,2023-11-13T23:59:59Z,"CN=cf.deb.parrot.sh, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cf.deb.parrot.sh,"Cloudflare, Inc.",cf.deb.parrot.sh,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",31eaf3843be9878d55edf43ec0004073,5e127e63ab6c5ee9f73c25305c5fdeee50a39cb37d5a9bc60930843c6c797fcc,ctls,cf.deb.parrot.sh,443,https://cf.deb.parrot.sh:443,https,text/html,GET,188.114.97.3,/,1800863576,2a06:98c1:3120::3,HTTP/3,234,False,,,cloudflare,cloudflare,True,,
ci-linux-postgres-cypress.mathwave.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://ci-linux-postgres-cypress.mathwave.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
cig1w319-banking.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://cig1w319-banking.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.autodesk.com,https://www.bluesnap.com
cig1w340-banking.testuff.bluesnap.com,429 Too Many Requests,429,162,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://cig1w340-banking.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,HTTP/3,8,False,,,cloudflare,,,,https://www.bluesnap.com
ciscftweb.testuff.bluesnap.com,429 Too Many Requests,429,162,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://ciscftweb.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,HTTP/3,8,False,,,cloudflare,,,,https://www.bluesnap.com
cjdsw02.testuff.bluesnap.com,429 Too Many Requests,429,162,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://cjdsw02.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,HTTP/3,8,False,,,cloudflare,,,,https://www.bluesnap.com
cloudflare.deb.parrot.sh,Not Found,404,21609,cloudflare.deb.parrot.sh,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-13T00:00:00Z,2023-11-13T23:59:59Z,"CN=cloudflare.deb.parrot.sh, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cloudflare.deb.parrot.sh,"Cloudflare, Inc.",cloudflare.deb.parrot.sh,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5e8e777d9da3a7cdd408f1cd0dca25bb,3ba3a0c75dd842c15705f8faf9e6ac762dd9a96f3158cb36ff1fe3d54fd85d25,ctls,cloudflare.deb.parrot.sh,443,https://cloudflare.deb.parrot.sh:443,https,text/html,GET,188.114.96.3,/,1800863576,2a06:98c1:3120::3,HTTP/3,234,False,,,cloudflare,cloudflare,True,,
cmsdev-stage-start-clients.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://cmsdev-stage-start-clients.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
community.parrot.sh,Index of /,200,1878,community.parrot.sh,443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2023-06-24T21:39:32Z,2024-06-23T21:39:32Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,c401c084f177f24eed60dc7d61afb073,2fa566969601c14cb3ebba894880c618a646081e7b33e05d3fed7512fcd13fdf,ctls,community.parrot.sh,443,https://community.parrot.sh:443,https,text/html,GET,51.89.14.47,/,286975560,2001:41d0:700:6b5d:aaaa:cafe:dead:beef,HSTS,12,False,,,,,,,
config-ppdocs.digitalofficepro.bluesnap.com,429 Too Many Requests,429,162,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://config-ppdocs.digitalofficepro.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,HTTP/3,8,False,,,cloudflare,,,,https://www.bluesnap.com
core.parrot.sh,Index of /,200,1878,core.parrot.sh,443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2023-06-24T21:39:32Z,2024-06-23T21:39:32Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,c401c084f177f24eed60dc7d61afb073,2fa566969601c14cb3ebba894880c618a646081e7b33e05d3fed7512fcd13fdf,ctls,core.parrot.sh,443,https://core.parrot.sh:443,https,text/html,GET,51.89.14.47,/,286975560,2001:41d0:700:6dc3:aaaa:feed:dead:beef,HSTS,12,False,,,,,,,
crypt.parrot.sh,"CryptPad: Collaboration suite, encrypted and open-source",200,1753,crypt.parrot.sh,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-07-10T02:09:33Z,2023-10-08T02:09:32Z,CN=parrot.sh,parrot.sh,,parrot.sh,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,a23bb95adef0949163963d1d32850e10,4d47d24caf69bb89e95fb4372699ad26e20ea404b9a9ca3080fb4e87342a27ac,ctls,crypt.parrot.sh,443,https://crypt.parrot.sh:443,https,text/html,GET,188.114.97.3,/,-135713372,2a06:98c1:3120::3,HTTP/3,27,False,,True,cloudflare,cloudflare,True,https://secure.parrot.sh,
csinc.testuff.bluesnap.com,All-in-One Payment Orchestration Platform to Increase Revenue & Reduce Costs | BlueSnap,200,218205,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://csinc.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,Yoast SEO:20.8,1456,False,,,cloudflare,,,*.bluesnap.com,https://www.bluesnap.com
curvita.testuff.bluesnap.com,429 Too Many Requests,429,162,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://curvita.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,HTTP/3,8,False,,,cloudflare,,,,https://www.bluesnap.com
dashboard.lighthouse.parrot.sh,Index of /,200,1878,dashboard.lighthouse.parrot.sh,443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2023-06-24T21:44:21Z,2024-06-23T21:44:21Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,5279b13f7e4e875a3734da9d782bdd6d,4e21b4d9a5bf04115864b11fa5ed18c759ab97fda8e831248c24fd1833ae4315,ctls,dashboard.lighthouse.parrot.sh,443,https://dashboard.lighthouse.parrot.sh:443,https,text/html,GET,51.89.52.95,/,286975560,51.89.52.94,HSTS,12,False,,,,,,,
db.parrot.sh,Index of /,200,1878,db.parrot.sh,443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2023-06-24T21:39:32Z,2024-06-23T21:39:32Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,c401c084f177f24eed60dc7d61afb073,2fa566969601c14cb3ebba894880c618a646081e7b33e05d3fed7512fcd13fdf,ctls,db.parrot.sh,443,https://db.parrot.sh:443,https,text/html,GET,141.95.31.133,/,286975560,2001:41d0:700:6b5d:aaaa:cafe:dead:beef,HSTS,12,False,,,,,,,
dealaxis2.testuff.bluesnap.com,429 Too Many Requests,429,162,www.bluesnap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-30T00:00:00Z,2024-05-28T23:59:59Z,"CN=www.bluesnap.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bluesnap.com,"Cloudflare, Inc.",www.bluesnap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",486d84bf3d8d938a909f088c9a155133,5885e9a564b8a714d40faae2f62380010386da18e247e3f20092e69fd0d1110c,ctls,www.bluesnap.com,443,https://dealaxis2.testuff.bluesnap.com:443,https,text/html,GET,141.226.142.181,/,,141.226.142.181,HTTP/3,8,False,,,cloudflare,,,,https://www.bluesnap.com
