input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,csp_domains_,final_url,tls_mismatched,tls_subject_org_
charts-qa.mongodb.com,MongoDB Charts,200,6564,charts-qa.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-04T00:00:00Z,2023-10-20T23:59:59Z,CN=charts-qa.mongodb.com,charts-qa.mongodb.com,www.charts-qa.mongodb.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,b9dcf4b77d7e9c46a77108b638e7e20c,c1ec2a0307aca313eac30eae5c3dffc4e2606ff1da7a2c729c348b60baf88ddd,ctls,charts-qa.mongodb.com,cloudfront,443,https://charts-qa.mongodb.com:443,https,AmazonS3,text/html,GET,143.204.215.54,/,104027616,2600:9000:214f:c200:19:3e6a:b900:93a1,Amazon Web Services,161,False,True,,,,,
charts-stage.mongodb.com,MongoDB Charts,200,6564,charts-stage.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-04T00:00:00Z,2023-10-20T23:59:59Z,CN=charts-stage.mongodb.com,charts-stage.mongodb.com,www.charts-stage.mongodb.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,20a8a4586b7abea92a3b76d196fcf09d,2ce049903a347d0add1f5ae76043defb8388e7f7554a4179166cd1fda014331a,ctls,charts-stage.mongodb.com,cloudfront,443,https://charts-stage.mongodb.com:443,https,AmazonS3,text/html,GET,108.138.17.105,/,104027616,108.138.17.121,HSTS,161,False,True,,,,,
charts.mongodb.com,MongoDB Charts,200,6564,charts.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-04T00:00:00Z,2023-10-20T23:59:59Z,CN=charts.mongodb.com,charts.mongodb.com,www.charts.mongodb.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,03c7384443acdf9c6fc603677577d42a,6e336fe1e113454588ad910a24465fcbff5a29d30a2909e35dd327709d6e3216,ctls,charts.mongodb.com,cloudfront,443,https://charts.mongodb.com:443,https,AmazonS3,text/html,GET,13.225.78.72,/,104027616,13.225.78.14,HSTS,161,False,True,,,,,
cloud-dev.mongodb.com,Cloud: MongoDB Cloud,200,5384,account-dev.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-21T20:11:29Z,2023-08-19T20:11:28Z,CN=account-dev.mongodb.com,account-dev.mongodb.com,account-dev.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,899d89b6241be2159c9f838c7becc366,8954d8b95c4b95d7668a893a1f3b25fb59c74d028f7d1bf2d06fc182ba08d2a7,ctls,account-dev.mongodb.com,,443,https://cloud-dev.mongodb.com:443,https,mdbws,text/html,GET,23.23.86.210,/,1363305053,23.23.86.210,HSTS,128,False,,,,https://account-dev.mongodb.com/account/login,,
cloud-internal.mongodb.com,Cloud: MongoDB Cloud,200,3383,account-internal.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T06:11:38Z,2023-08-10T06:11:37Z,CN=account-internal.mongodb.com,account-internal.mongodb.com,account-internal.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4e579b8406037e11d76b8cb2628274f7,60f357515e1755b068732e6b6683559d17747b4a4bbb995a4519a219af03a2c7,ctls,account-internal.mongodb.com,,443,https://cloud-internal.mongodb.com:443,https,mdbws,text/html,GET,3.132.12.20,/,-1767196082,3.132.12.20,HSTS,88,False,,,,https://account-internal.mongodb.com/account/login,,
cloud.mongodb.com,MongoDB Cloud | MongoDB,200,479801,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://cloud.mongodb.com:443,https,,text/html,GET,34.194.131.15,/,1147964469,34.194.131.15,HSTS,364,False,,True,https://*.mongodb.com,https://www.mongodb.com/cloud,,
cloudcdn-dev.mongodb.com,MongoDB: The Developer Data Platform | MongoDB,200,723954,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://cloudcdn-dev.mongodb.com:443,https,,text/html,GET,54.175.147.155,/,-341556553,52.206.222.245,HSTS,457,False,,True,https://*.mongodb.com,https://www.mongodb.com/,,
community.mongodb.com,"MongoDB Developer Community Forums - A place to discover, learn, and grow with MongoDB technologies",200,1049696,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,cloudfront,443,https://community.mongodb.com:443,https,nginx,text/html,GET,143.204.215.35,/,-1840324437,2600:9000:214f:4600:d:2b08:f840:93a1,Ruby on Rails,900,False,True,True,,https://www.mongodb.com/community/forums/,,
compass-maps.mongodb.com,MongoDB Charts Maps Server,200,13551,compass-maps.mongodb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-04T10:26:37Z,2023-09-02T10:26:36Z,CN=compass-maps.mongodb.com,compass-maps.mongodb.com,compass-maps.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e5af824b3d506cc87bbcea9ec8a7a4ef,f8565cc554d62e9a3118923dae19b4364ad0d5a62c573f3a518f658738945c2e,ctls,compass-maps.mongodb.com,,443,https://compass-maps.mongodb.com:443,https,nginx/1.23.4,text/html,GET,44.205.161.131,/,1643585738,54.210.21.1,Nginx:1.23.4,62,False,,,,,,
compass.mongodb.com,404 | MongoDB,404,10171,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://compass.mongodb.com:443,https,,text/html,GET,44.205.161.131,/,-1259179666,54.210.21.1,HSTS,148,False,,True,https://*.mongodb.com,https://www.mongodb.com/404,,
content.mongodb.com,Turtl - Sign in,200,5056,content.mongodb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-09T02:08:06Z,2023-09-07T02:08:05Z,CN=content.mongodb.com,content.mongodb.com,content.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a1663f04afe44aa6dbac752775ebecd,8cdd27593616d31ebf9f8fa183d260c4f1ba6fe4fc4fdd60d4b109c3ec85d825,ctls,content.mongodb.com,fastly,443,https://content.mongodb.com:443,https,,text/html,GET,151.101.2.133,/,1623300064,151.101.194.133,HSTS,166,False,True,,,https://content.mongodb.com/user/login,,
corp.mongodb.com,My Apps Dashboard | MongoDB,200,10568,corp.mongodb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-06T19:42:46Z,2023-09-04T19:42:45Z,CN=corp.mongodb.com,corp.mongodb.com,corp.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,103b7b1152ff279a1d3e8be1e0576f54,4a8028007d7448ec350ecbf63ee8ec4af0cd2927be9d443841811f2df6bcb68c,ctls,corp.mongodb.com,,443,https://corp.mongodb.com:443,https,nginx,text/html,GET,34.223.206.17,/,-599803935,34.223.206.19,Nginx,181,False,,,*.authenticatorlocalprod.com:65151,https://corp.mongodb.com/app/UserHome?iss=https%3A%2F%2Fcorp.mongodb.com&session_hint=AUTHENTICATED,,
cp.mongodb.com,MongoDB: The Developer Data Platform | MongoDB,200,723954,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://cp.mongodb.com:443,https,,text/html,GET,52.206.222.245,/,-341556553,52.21.89.200,HSTS,457,False,,True,https://*.mongodb.com,https://www.mongodb.com/,,
dbeng-pm.prod.corp.mongodb.com,404 | MongoDB,404,10171,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://dbeng-pm.prod.corp.mongodb.com:443,https,,text/html,GET,34.204.138.12,/,,44.205.161.131,HSTS,148,False,,True,https://*.mongodb.com,https://www.mongodb.com/404,,
demo.mongodb.com,MongoDB: The Developer Data Platform | MongoDB,200,723954,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://demo.mongodb.com:443,https,,text/html,GET,52.206.222.245,/,-362643842,54.175.147.155,HSTS,457,False,,True,https://*.mongodb.com,https://www.mongodb.com/,,
dev.mongodb.com,MongoDB: The Developer Data Platform | MongoDB,200,723954,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://dev.mongodb.com:443,https,,text/html,GET,52.55.204.142,/,-341556553,34.204.138.12,HSTS,457,False,,True,https://*.mongodb.com,https://www.mongodb.com/,,
developer.mongodb.com,MongoDB Developer Center,200,239324,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,fastly,443,https://developer.mongodb.com:443,https,,text/html,GET,146.75.122.133,/,104027616,146.75.122.133,webpack,1,False,True,True,https://*.mongodb.com,https://www.mongodb.com/developer/,,
developers.mongodb.com,MongoDB Developer Center,200,239324,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,fastly,443,https://developers.mongodb.com:443,https,,text/html,GET,151.101.2.133,/,,151.101.194.133,webpack,1,False,True,True,https://*.mongodb.com,https://www.mongodb.com/developer/,,
devhub-cms.corp.mongodb.com,404 | MongoDB,404,10171,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://devhub-cms.corp.mongodb.com:443,https,,text/html,GET,54.243.81.147,/,-337508236,44.205.161.131,HSTS,148,False,,True,https://*.mongodb.com,https://www.mongodb.com/404,,
dex-healthcheck.corp.mongodb.com,404 | MongoDB,404,10171,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://dex-healthcheck.corp.mongodb.com:443,https,,text/html,GET,52.55.204.142,/,,44.205.161.131,HSTS,148,False,,True,https://*.mongodb.com,https://www.mongodb.com/404,,
diagnostics.corp.mongodb.com,MongoDB - Sign In,200,29205,corp.mongodb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-06T19:42:46Z,2023-09-04T19:42:45Z,CN=corp.mongodb.com,corp.mongodb.com,corp.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,103b7b1152ff279a1d3e8be1e0576f54,4a8028007d7448ec350ecbf63ee8ec4af0cd2927be9d443841811f2df6bcb68c,ctls,corp.mongodb.com,,443,https://diagnostics.corp.mongodb.com:443,https,nginx,text/html,GET,54.243.81.147,/,,34.204.138.12,Nginx,399,False,,,,https://corp.mongodb.com/oauth2/v1/authorize?client_id=0oa3e3dsu168G2pm3297&redirect_uri=https%3A%2F%2Flogin.corp.mongodb.com%2Flogin%2Fokta%2Fcallback&response_type=code&scope=openid+profile+email+groups&state=878578ad-d0e3-437a-94cd-2479b8aa555a,,
discourse.university.mongodb.com,MongoDB University - MongoDB Developer Community Forums,200,978393,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,cloudfront,443,https://discourse.university.mongodb.com:443,https,nginx,text/html,GET,13.32.99.41,/,1076645893,2600:9000:2251:ce00:8:a781:7040:93a1,Ruby on Rails,671,False,True,True,,https://www.mongodb.com/community/forums/c/university/19,,
discover.mongodb.com,Resources | MongoDB,200,142642,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://discover.mongodb.com:443,https,,text/html,GET,54.243.81.147,/,,44.205.161.131,HSTS,314,False,,True,https://mongodbcom.website.staging.corp.mongodb.com,https://www.mongodb.com/resources,,
docit.applications.mongodb.com,MongoDB: The Developer Data Platform | MongoDB,200,723954,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://docit.applications.mongodb.com:443,https,,text/html,GET,54.175.147.155,/,-462569222,52.206.222.245,HSTS,457,False,,True,https://*.mongodb.com,https://www.mongodb.com/,,
docs-akamai.mongodb.com,MongoDB: The Developer Data Platform | MongoDB,200,723954,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://docs-akamai.mongodb.com:443,https,,text/html,GET,52.21.89.200,/,-1828542067,52.206.222.245,HSTS,457,False,,True,https://*.mongodb.com,https://www.mongodb.com/,,
docs-atlas-staging.mongodb.com,What is MongoDB Atlas? — MongoDB Atlas,200,287232,docs-atlas-staging.mongodb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-01T14:04:54Z,2023-08-30T14:04:53Z,CN=docs-atlas-staging.mongodb.com,docs-atlas-staging.mongodb.com,docs-atlas-staging.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5142b6e6a9ef37f00e07b7358d1a1910,9858e73e82163d3a15a205ed5df5e1da6a574d95db53bb8d8f0743fa4cae7c0f,ctls,docs-atlas-staging.mongodb.com,fastly,443,https://docs-atlas-staging.mongodb.com:443,https,AmazonS3,text/html,GET,151.101.2.133,/,666122118,151.101.194.133,webpack,19,False,True,,,,,
docs-staging.atlas.mongodb.com,404 Not Found,404,345,docs-staging.atlas.mongodb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-11T14:09:38Z,2023-09-09T14:09:37Z,CN=docs-staging.atlas.mongodb.com,docs-staging.atlas.mongodb.com,docs-staging.atlas.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86df9301db11ffc3c41df49f3d353432,4a14b170a1e216e8bc2a19e8a273fa95c115f6f17736d7d6a9a9be54c623a1ac,ctls,docs-staging.atlas.mongodb.com,fastly,443,https://docs-staging.atlas.mongodb.com:443,https,AmazonS3,text/html,GET,151.101.2.133,/,1201102455,151.101.194.133,Varnish,15,False,True,,,,,
docs-staging.cloudmanager.mongodb.com,MongoDB: The Developer Data Platform | MongoDB,200,723954,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://docs-staging.cloudmanager.mongodb.com:443,https,,text/html,GET,52.206.222.245,/,-27074921,52.21.89.200,HSTS,457,False,,True,https://*.mongodb.com,https://www.mongodb.com/,,
docs.mms.mongodb.com,MongoDB: The Developer Data Platform | MongoDB,200,723954,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://docs.mms.mongodb.com:443,https,,text/html,GET,52.206.222.245,/,-341556553,52.21.89.200,HSTS,457,False,,True,https://*.mongodb.com,https://www.mongodb.com/,,
docs.mongodb.com,MongoDB Documentation,200,232186,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,fastly,443,https://docs.mongodb.com:443,https,AmazonS3,text/html,GET,151.101.2.133,/,-1197321145,151.101.194.133,webpack,42,False,True,True,,https://www.mongodb.com/docs/,,
docs.opsmanager.mongodb.com,MongoDB Ops Manager – 6.0 Release — MongoDB Ops Manager 6.0,200,99662,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,fastly,443,https://docs.opsmanager.mongodb.com:443,https,AmazonS3,text/html,GET,151.101.2.133,/,-1197321145,151.101.194.133,Pygments,252,False,True,True,,https://www.mongodb.com/docs/ops-manager/current/,,
download.mongodb.com,Try MongoDB Atlas Products | MongoDB,200,182304,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://download.mongodb.com:443,https,,text/html,GET,54.243.81.147,/,,52.55.204.142,HSTS,154,False,,True,https://*.mongodb.com,https://www.mongodb.com/try,,
downloads.mongodb.com,,200,203,downloads.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-23T00:00:00Z,2024-06-20T23:59:59Z,CN=downloads.mongodb.com,downloads.mongodb.com,downloads.10gen.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9baa0f3ac90b955f237a26a8362cbc9d,9dde1dfa76eabf577a06425b2bcde2d3a6287a453096c86e899f7795f7ccd640,ctls,downloads.mongodb.com,cloudfront,443,https://downloads.mongodb.com:443,https,AmazonS3,text/html,GET,65.9.66.49,/,-463958619,2600:9000:206f:4000:a:2670:9d40:93a1,Amazon Web Services,9,False,True,,url=https://www.mongodb.com/download-center,,,
email.mongodb.com,MongoDB: The Developer Data Platform | MongoDB,200,723954,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,cloudfront,443,https://email.mongodb.com:443,https,,text/html,GET,18.66.147.32,/,1667461818,2600:9000:225e:6800:11:521b:7140:93a1,HSTS,457,False,True,True,https://*.mongodb.com,https://www.mongodb.com/,,
entdecke.mongodb.com,Resources | MongoDB,200,142642,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://entdecke.mongodb.com:443,https,,text/html,GET,54.243.81.147,/,,44.205.161.131,HSTS,314,False,,True,https://www.mongodb.com,https://www.mongodb.com/resources,,
eu-west-2.cloud.mongodb.com,MongoDB Cloud | MongoDB,200,479801,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://eu-west-2.cloud.mongodb.com:443,https,,text/html,GET,18.135.65.163,/,1147964469,18.135.65.163,HSTS,364,False,,True,https://*.mongodb.com,https://www.mongodb.com/cloud,,
evergreen.mongodb.com,MongoDB - Sign In,200,30911,corp.mongodb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-06T19:42:46Z,2023-09-04T19:42:45Z,CN=corp.mongodb.com,corp.mongodb.com,corp.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,103b7b1152ff279a1d3e8be1e0576f54,4a8028007d7448ec350ecbf63ee8ec4af0cd2927be9d443841811f2df6bcb68c,ctls,corp.mongodb.com,,443,https://evergreen.mongodb.com:443,https,nginx,text/html,GET,3.208.221.20,/,-138391155,34.231.129.28,Nginx,399,False,,,,https://corp.mongodb.com/oauth2/default/v1/authorize?client_id=0oa1ihytu0uMA33CX297&nonce=67330c9bc9e4f1fb26bf47df20ea8ff3d7220fb08f0d10de3e8e265e24432441&prompt=login+consent&redirect=%2F&redirect_uri=https%3A%2F%2Fevergreen.mongodb.com%2Flogin%2Fredirect%2Fcallback&response_mode=query&response_type=code&scope=openid+email+profile+offline_access&state=d50a2d15dc9e86a2d516e8de77e1699dec933163ac925349959153f1ddafca82,,
faxian.mongodb.com,Resources | MongoDB,200,142642,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://faxian.mongodb.com:443,https,,text/html,GET,52.55.204.142,/,,44.205.161.131,HSTS,314,False,,True,https://www.mongodb.com,https://www.mongodb.com/resources,,
